period,LAD,SHEF_A_CODE,report_count,user_count,average
2017-5,E06000023,A32,28,20,1.4
2017-5,E06000023,A39,40,36,1.1111111111111112
2017-5,E06000023,A52,106,79,1.3417721518987342
2017-5,E06000023,A57,71,53,1.3396226415094339
2017-5,E06000023,A65,6,6,1.0
2017-5,E06000023,A69,71,50,1.42
2017-5,E06000023,A80,10,9,1.1111111111111112
2017-5,E06000023,A82,3,3,1.0
2017-5,E06000023,A83,15,14,1.0714285714285714
2017-5,E06000023,A9,5,5,1.0
2017-5,E06000023,A92,25,18,1.3888888888888888
2017-5,E07000089,A1,10,10,1.0
2017-5,E07000089,A28,1,1,1.0
2017-5,E07000089,A29,24,21,1.1428571428571428
2017-5,E07000089,A41,4,4,1.0
2017-5,E07000089,A54,11,11,1.0
2017-5,E07000089,A56,3,3,1.0
2017-5,E07000089,A57,2,2,1.0
2017-5,E07000089,A60,2,2,1.0
2017-5,E07000089,A73,7,6,1.1666666666666667
2017-5,E07000089,A81,2,2,1.0
2017-5,E07000089,A82,1,1,1.0
2017-5,E07000089,A83,3,3,1.0
2017-5,E07000177,A1,1,1,1.0
2017-5,E07000177,A17,8,8,1.0
2017-5,E07000177,A24,6,6,1.0
2017-5,E07000177,A25,1,1,1.0
2017-5,E07000177,A29,1,1,1.0
2017-5,E07000177,A32,3,3,1.0
2017-5,E07000177,A34,24,19,1.263157894736842
2017-5,E07000177,A41,5,5,1.0
2017-5,E07000177,A48,2,2,1.0
2017-5,E07000177,A54,1,1,1.0
2017-5,E07000177,A57,19,17,1.1176470588235294
2017-5,E07000177,A60,43,32,1.34375
2017-5,E07000177,A61,1,1,1.0
2017-5,E07000177,A66,1,1,1.0
2017-5,E07000177,A67,2,2,1.0
2017-5,E07000177,A69,5,3,1.6666666666666667
2017-5,E07000177,A79,2,2,1.0
2017-5,E07000177,A8,5,4,1.25
2017-5,E07000177,A81,13,12,1.0833333333333333
2017-5,E07000177,A83,2,2,1.0
2017-5,E07000177,A86,5,5,1.0
2017-5,E07000178,A1,1,1,1.0
2017-5,E07000178,A17,2,2,1.0
2017-5,E07000178,A24,5,5,1.0
2017-5,E07000178,A28,1,1,1.0
2017-5,E07000178,A29,1,1,1.0
2017-5,E07000178,A32,2,2,1.0
2017-5,E07000178,A33,1,1,1.0
2017-5,E07000178,A34,8,7,1.1428571428571428
2017-5,E07000178,A39,2,2,1.0
2017-5,E07000178,A41,11,10,1.1
2017-5,E07000178,A48,1,1,1.0
2017-5,E07000178,A54,5,5,1.0
2017-5,E07000178,A56,1,1,1.0
2017-5,E07000178,A57,7,7,1.0
2017-5,E07000178,A60,13,12,1.0833333333333333
2017-5,E07000178,A66,2,2,1.0
2017-5,E07000178,A67,5,5,1.0
2017-5,E07000178,A69,5,5,1.0
2017-5,E07000178,A73,1,1,1.0
2017-5,E07000178,A77,3,3,1.0
2017-5,E07000178,A8,3,3,1.0
2017-5,E07000178,A81,29,24,1.2083333333333333
2017-5,E07000178,A83,6,6,1.0
2017-5,E07000178,A86,4,4,1.0
2017-5,E07000178,A9,1,1,1.0
