period,LAD,SHEF_A_CODE,report_count,user_count,average
2014-2,E06000038,A41,1,1,1.0
2014-2,E06000038,A57,1,1,1.0
2014-2,E06000038,A81,1,1,1.0
2014-2,E06000045,A12,3,3,1.0
2014-2,E06000045,A2,1,1,1.0
2014-2,E06000045,A20,5,5,1.0
2014-2,E06000045,A29,18,17,1.0588235294117647
2014-2,E06000045,A33,4,3,1.3333333333333333
2014-2,E06000045,A34,2,2,1.0
2014-2,E06000045,A41,35,31,1.1290322580645162
2014-2,E06000045,A44,6,6,1.0
2014-2,E06000045,A47,19,15,1.2666666666666666
2014-2,E06000045,A51,1,1,1.0
2014-2,E06000045,A54,12,12,1.0
2014-2,E06000045,A55,5,5,1.0
2014-2,E06000045,A56,3,3,1.0
2014-2,E06000045,A57,19,18,1.0555555555555556
2014-2,E06000045,A60,152,112,1.3571428571428572
2014-2,E06000045,A75,2,2,1.0
2014-2,E06000045,A79,5,3,1.6666666666666667
2014-2,E06000045,A82,2,2,1.0
2014-2,E06000045,A83,4,4,1.0
2014-2,E06000045,A84,2,2,1.0
2014-2,E06000045,A86,5,5,1.0
2014-2,E07000177,,3,3,1.0
2014-2,E07000177,A17,6,5,1.2
2014-2,E07000177,A24,7,7,1.0
2014-2,E07000177,A25,1,1,1.0
2014-2,E07000177,A34,3,2,1.5
2014-2,E07000177,A39,1,1,1.0
2014-2,E07000177,A41,10,7,1.4285714285714286
2014-2,E07000177,A48,3,3,1.0
2014-2,E07000177,A56,4,3,1.3333333333333333
2014-2,E07000177,A57,5,5,1.0
2014-2,E07000177,A60,138,88,1.5681818181818181
2014-2,E07000177,A61,1,1,1.0
2014-2,E07000177,A66,1,1,1.0
2014-2,E07000177,A67,2,2,1.0
2014-2,E07000177,A69,15,13,1.1538461538461537
2014-2,E07000177,A73,2,2,1.0
2014-2,E07000177,A8,11,11,1.0
2014-2,E07000177,A81,12,10,1.2
2014-2,E07000177,A82,1,1,1.0
2014-2,E07000177,A83,2,2,1.0
2014-2,E07000177,A86,1,1,1.0
2014-2,E07000177,A92,1,1,1.0
2014-2,E07000178,A17,1,1,1.0
2014-2,E07000178,A24,4,4,1.0
2014-2,E07000178,A33,1,1,1.0
2014-2,E07000178,A34,1,1,1.0
2014-2,E07000178,A39,2,2,1.0
2014-2,E07000178,A41,3,3,1.0
2014-2,E07000178,A48,3,3,1.0
2014-2,E07000178,A56,1,1,1.0
2014-2,E07000178,A57,8,4,2.0
2014-2,E07000178,A60,59,42,1.4047619047619047
2014-2,E07000178,A66,1,1,1.0
2014-2,E07000178,A67,1,1,1.0
2014-2,E07000178,A69,10,10,1.0
2014-2,E07000178,A79,2,1,2.0
2014-2,E07000178,A8,3,3,1.0
2014-2,E07000178,A81,6,6,1.0
2014-2,E07000178,A83,1,1,1.0
2014-2,E07000178,A86,1,1,1.0
2014-2,E07000179,,5,5,1.0
2014-2,E07000179,A1,1,1,1.0
2014-2,E07000179,A17,8,8,1.0
2014-2,E07000179,A24,14,13,1.0769230769230769
2014-2,E07000179,A28,1,1,1.0
2014-2,E07000179,A29,3,3,1.0
2014-2,E07000179,A33,1,1,1.0
2014-2,E07000179,A34,8,6,1.3333333333333333
2014-2,E07000179,A39,3,3,1.0
2014-2,E07000179,A41,18,18,1.0
2014-2,E07000179,A48,4,4,1.0
2014-2,E07000179,A54,1,1,1.0
2014-2,E07000179,A56,2,2,1.0
2014-2,E07000179,A57,6,6,1.0
2014-2,E07000179,A60,261,197,1.3248730964467006
2014-2,E07000179,A61,3,3,1.0
2014-2,E07000179,A67,6,5,1.2
2014-2,E07000179,A69,24,19,1.263157894736842
2014-2,E07000179,A8,51,40,1.275
2014-2,E07000179,A81,5,3,1.6666666666666667
2014-2,E07000179,A83,8,8,1.0
2014-2,E07000179,A86,1,1,1.0
2014-2,E07000180,,1,1,1.0
2014-2,E07000180,A1,1,1,1.0
2014-2,E07000180,A17,5,5,1.0
2014-2,E07000180,A24,5,5,1.0
2014-2,E07000180,A25,1,1,1.0
2014-2,E07000180,A29,1,1,1.0
2014-2,E07000180,A32,3,3,1.0
2014-2,E07000180,A33,1,1,1.0
2014-2,E07000180,A34,1,1,1.0
2014-2,E07000180,A39,4,3,1.3333333333333333
2014-2,E07000180,A41,16,16,1.0
2014-2,E07000180,A48,2,2,1.0
2014-2,E07000180,A54,5,4,1.25
2014-2,E07000180,A56,1,1,1.0
2014-2,E07000180,A57,8,8,1.0
2014-2,E07000180,A60,147,112,1.3125
2014-2,E07000180,A66,1,1,1.0
2014-2,E07000180,A67,2,2,1.0
2014-2,E07000180,A69,23,17,1.3529411764705883
2014-2,E07000180,A73,1,1,1.0
2014-2,E07000180,A8,25,19,1.3157894736842106
2014-2,E07000180,A81,6,5,1.2
2014-2,E07000180,A83,2,2,1.0
2014-2,E07000180,A86,1,1,1.0
2014-2,E07000181,A17,1,1,1.0
2014-2,E07000181,A24,4,4,1.0
2014-2,E07000181,A28,1,1,1.0
2014-2,E07000181,A39,2,1,2.0
2014-2,E07000181,A41,8,8,1.0
2014-2,E07000181,A48,1,1,1.0
2014-2,E07000181,A54,2,2,1.0
2014-2,E07000181,A57,5,4,1.25
2014-2,E07000181,A60,132,95,1.3894736842105264
2014-2,E07000181,A61,1,1,1.0
2014-2,E07000181,A67,1,1,1.0
2014-2,E07000181,A69,15,14,1.0714285714285714
2014-2,E07000181,A8,16,13,1.2307692307692308
2014-2,E07000181,A81,7,7,1.0
2014-2,E07000181,A83,2,2,1.0
2014-2,E07000194,A20,1,1,1.0
2014-2,E07000194,A29,2,2,1.0
2014-2,E07000194,A41,1,1,1.0
2014-2,E07000194,A47,1,1,1.0
2014-2,E07000194,A54,3,3,1.0
2014-2,E07000194,A57,1,1,1.0
2014-2,E07000194,A60,2,1,2.0
2014-2,E07000194,A79,1,1,1.0
2014-2,E07000194,A8,1,1,1.0
2014-2,E07000243,A1,25,13,1.9230769230769231
2014-2,E07000243,A16,6,2,3.0
2014-2,E07000243,A19,3,2,1.5
2014-2,E07000243,A20,26,5,5.2
2014-2,E07000243,A24,4,4,1.0
2014-2,E07000243,A28,4,1,4.0
2014-2,E07000243,A29,128,25,5.12
2014-2,E07000243,A33,2,2,1.0
2014-2,E07000243,A41,2,1,2.0
2014-2,E07000243,A54,9,5,1.8
2014-2,E07000243,A60,3,2,1.5
2014-2,E07000243,A79,43,6,7.166666666666667
2014-2,E07000243,A81,3,2,1.5
