lad,SHEF_A_CODE,reports,unique_users,average_per_user
E06000045,A1,19,19,1.0
E09000003,A1,12,10,1.2
W06000015,A1,3,3,1.0
E06000045,A12,2,2,1.0
E09000003,A15,8,8,1.0
E06000045,A20,15,14,1.0714285714285714
E09000003,A20,5,5,1.0
W06000015,A20,2,2,1.0
E09000003,A22,46,29,1.5862068965517242
E08000035,A24,1,1,1.0
E09000003,A24,71,39,1.8205128205128205
W06000015,A24,1,1,1.0
E06000045,A28,1,1,1.0
E09000003,A28,24,3,8.0
E06000045,A29,65,56,1.1607142857142858
E08000035,A29,7,5,1.4
E09000003,A29,19,13,1.4615384615384615
W06000015,A29,1,1,1.0
E06000045,A33,14,12,1.1666666666666667
E08000035,A33,2,2,1.0
E09000003,A33,45,9,5.0
S12000036,A33,1,1,1.0
E06000045,A34,6,6,1.0
E09000003,A37,4,4,1.0
E06000045,A41,72,60,1.2
E08000035,A41,12,5,2.4
E09000003,A41,58,48,1.2083333333333333
W06000015,A41,2,2,1.0
E06000045,A47,40,23,1.7391304347826086
E09000003,A47,2,2,1.0
E08000035,A53,2,2,1.0
E09000003,A53,7,6,1.1666666666666667
S12000036,A53,1,1,1.0
W06000015,A53,1,1,1.0
E06000045,A54,41,37,1.1081081081081081
E07000194,A54,1,1,1.0
E08000035,A54,4,4,1.0
E09000003,A54,60,53,1.1320754716981132
S12000036,A54,3,3,1.0
W06000015,A54,3,3,1.0
E06000045,A55,33,26,1.2692307692307692
E07000194,A56,1,1,1.0
E08000035,A56,3,3,1.0
E09000003,A56,34,33,1.0303030303030303
W06000015,A56,1,1,1.0
E06000045,A57,50,46,1.0869565217391304
E08000035,A57,3,2,1.5
E09000003,A57,177,135,1.3111111111111111
S12000036,A57,1,1,1.0
W06000015,A57,1,1,1.0
E09000003,A6,1,1,1.0
E06000045,A60,57,50,1.14
E07000086,A60,1,1,1.0
E08000035,A60,120,27,4.444444444444445
E09000003,A60,219,148,1.4797297297297298
S12000036,A60,3,3,1.0
W06000015,A60,15,10,1.5
E08000035,A63,1,1,1.0
E09000003,A71,494,321,1.5389408099688473
E08000035,A73,26,26,1.0
E09000003,A73,17,15,1.1333333333333333
W06000015,A73,1,1,1.0
E09000003,A77,2,2,1.0
E06000045,A79,15,13,1.1538461538461537
E09000003,A79,51,30,1.7
S12000036,A79,1,1,1.0
W06000015,A79,1,1,1.0
E09000003,A8,12,12,1.0
E09000003,A80,25,14,1.7857142857142858
E08000035,A81,4,2,2.0
E09000003,A81,195,147,1.3265306122448979
S12000036,A81,1,1,1.0
E06000045,A82,9,8,1.125
E09000003,A82,4,4,1.0
E06000045,A83,9,9,1.0
E08000035,A83,4,1,4.0
E09000003,A83,45,30,1.5
E09000003,A86,15,13,1.1538461538461537
W06000015,A86,1,1,1.0
