period,LAD,SHEF_A_CODE,report_count,user_count,average
2013,E06000038,A1,1,1,1.0
2013,E06000038,A12,1,1,1.0
2013,E06000038,A20,2,2,1.0
2013,E06000038,A24,2,1,2.0
2013,E06000038,A29,2,2,1.0
2013,E06000038,A33,1,1,1.0
2013,E06000038,A41,1,1,1.0
2013,E06000038,A54,1,1,1.0
2013,E06000038,A56,3,3,1.0
2013,E06000038,A57,3,3,1.0
2013,E06000038,A60,2,2,1.0
2013,E06000038,A73,2,2,1.0
2013,E06000038,A81,7,6,1.1666666666666667
2013,E06000038,A86,3,3,1.0
2013,E06000045,A12,21,13,1.6153846153846154
2013,E06000045,A16,5,4,1.25
2013,E06000045,A2,34,30,1.1333333333333333
2013,E06000045,A20,81,56,1.4464285714285714
2013,E06000045,A28,5,4,1.25
2013,E06000045,A29,240,192,1.25
2013,E06000045,A33,33,28,1.1785714285714286
2013,E06000045,A34,37,34,1.088235294117647
2013,E06000045,A4,15,8,1.875
2013,E06000045,A41,281,214,1.3130841121495327
2013,E06000045,A44,20,13,1.5384615384615385
2013,E06000045,A47,166,101,1.6435643564356435
2013,E06000045,A51,12,10,1.2
2013,E06000045,A54,158,129,1.2248062015503876
2013,E06000045,A55,115,86,1.3372093023255813
2013,E06000045,A56,49,44,1.1136363636363635
2013,E06000045,A57,196,160,1.225
2013,E06000045,A58,9,8,1.125
2013,E06000045,A60,575,384,1.4973958333333333
2013,E06000045,A75,14,7,2.0
2013,E06000045,A79,52,39,1.3333333333333333
2013,E06000045,A81,1,1,1.0
2013,E06000045,A82,25,17,1.4705882352941178
2013,E06000045,A83,27,27,1.0
2013,E06000045,A84,1,1,1.0
2013,E06000045,A86,28,27,1.037037037037037
2013,E07000177,A1,1,1,1.0
2013,E07000177,A17,20,15,1.3333333333333333
2013,E07000177,A20,1,1,1.0
2013,E07000177,A24,18,15,1.2
2013,E07000177,A25,2,2,1.0
2013,E07000177,A28,2,2,1.0
2013,E07000177,A29,5,2,2.5
2013,E07000177,A32,3,3,1.0
2013,E07000177,A33,1,1,1.0
2013,E07000177,A34,47,33,1.4242424242424243
2013,E07000177,A39,4,4,1.0
2013,E07000177,A41,40,38,1.0526315789473684
2013,E07000177,A48,28,19,1.4736842105263157
2013,E07000177,A54,19,17,1.1176470588235294
2013,E07000177,A56,8,8,1.0
2013,E07000177,A57,68,46,1.4782608695652173
2013,E07000177,A60,535,280,1.9107142857142858
2013,E07000177,A61,3,3,1.0
2013,E07000177,A66,4,4,1.0
2013,E07000177,A67,10,9,1.1111111111111112
2013,E07000177,A69,56,42,1.3333333333333333
2013,E07000177,A73,1,1,1.0
2013,E07000177,A78,1,1,1.0
2013,E07000177,A79,3,2,1.5
2013,E07000177,A8,30,27,1.1111111111111112
2013,E07000177,A81,31,31,1.0
2013,E07000177,A82,1,1,1.0
2013,E07000177,A83,35,21,1.6666666666666667
2013,E07000177,A86,13,13,1.0
2013,E07000177,A92,5,2,2.5
2013,E07000178,A1,1,1,1.0
2013,E07000178,A12,3,3,1.0
2013,E07000178,A17,6,6,1.0
2013,E07000178,A24,8,8,1.0
2013,E07000178,A25,1,1,1.0
2013,E07000178,A29,1,1,1.0
2013,E07000178,A32,1,1,1.0
2013,E07000178,A34,30,22,1.3636363636363635
2013,E07000178,A39,4,4,1.0
2013,E07000178,A41,26,23,1.1304347826086956
2013,E07000178,A48,17,13,1.3076923076923077
2013,E07000178,A5,1,1,1.0
2013,E07000178,A54,15,13,1.1538461538461537
2013,E07000178,A56,10,8,1.25
2013,E07000178,A57,63,50,1.26
2013,E07000178,A60,242,184,1.315217391304348
2013,E07000178,A61,1,1,1.0
2013,E07000178,A66,1,1,1.0
2013,E07000178,A67,8,8,1.0
2013,E07000178,A69,31,26,1.1923076923076923
2013,E07000178,A79,3,3,1.0
2013,E07000178,A8,27,17,1.588235294117647
2013,E07000178,A81,17,15,1.1333333333333333
