period,LSOA,SHEF_C,report_count,user_count,average
2011,E01000001,Vehicles,1,1,1.0
2011,E01000005,Environmental Health,1,1,1.0
2011,E01000005,Other,1,1,1.0
2011,E01000005,Road Safety & Defects,2,2,1.0
2011,E01000007,Environmental Disruptions,1,1,1.0
2011,E01000007,Road Safety & Defects,5,2,2.5
2011,E01000007,Vehicles,1,1,1.0
2011,E01000009,Road Safety & Defects,1,1,1.0
2011,E01000010,Environmental Disruptions,2,2,1.0
2011,E01000010,Environmental Health,2,2,1.0
2011,E01000010,Road Safety & Defects,1,1,1.0
2011,E01000012,Environmental Health,1,1,1.0
2011,E01000012,Road Safety & Defects,1,1,1.0
2011,E01000018,Road Safety & Defects,1,1,1.0
2011,E01000020,Other,1,1,1.0
2011,E01000020,Road Safety & Defects,2,2,1.0
2011,E01000021,Road Safety & Defects,2,2,1.0
2011,E01000023,Road Safety & Defects,1,1,1.0
2011,E01000040,Vehicles,1,1,1.0
2011,E01000041,Road Safety & Defects,1,1,1.0
2011,E01000042,Road Safety & Defects,1,1,1.0
2011,E01000049,Road Safety & Defects,1,1,1.0
2011,E01000050,Road Safety & Defects,3,3,1.0
2011,E01000055,Other,2,1,2.0
2011,E01000061,Abandoned Vehicles & Parking,1,1,1.0
2011,E01000061,Road Safety & Defects,1,1,1.0
2011,E01000072,Environmental Health,1,1,1.0
2011,E01000077,Environmental Health,1,1,1.0
2011,E01000082,Road Safety & Defects,2,1,2.0
2011,E01000093,Other,1,1,1.0
2011,E01000096,Environmental Health,1,1,1.0
2011,E01000096,Road Safety & Defects,1,1,1.0
2011,E01000100,Environmental Health,1,1,1.0
2011,E01000100,Other,1,1,1.0
2011,E01000100,Road Safety & Defects,1,1,1.0
2011,E01000104,Environmental Health,1,1,1.0
2011,E01000109,Environmental Health,1,1,1.0
2011,E01000111,Environmental Disruptions,1,1,1.0
2011,E01000111,Environmental Health,1,1,1.0
2011,E01000115,Other,6,1,6.0
2011,E01000116,Road Safety & Defects,1,1,1.0
2011,E01000117,Environmental Health,1,1,1.0
2011,E01000117,Vehicles,1,1,1.0
2011,E01000118,Environmental Health,1,1,1.0
2011,E01000118,Other,1,1,1.0
2011,E01000118,Road Safety & Defects,2,2,1.0
2011,E01000119,Road Safety & Defects,2,2,1.0
2011,E01000119,Vehicles,1,1,1.0
2011,E01000120,Other,1,1,1.0
2011,E01000120,Road Safety & Defects,1,1,1.0
2011,E01000121,Vehicles,1,1,1.0
2011,E01000122,Environmental Disruptions,1,1,1.0
2011,E01000124,Road Safety & Defects,1,1,1.0
2011,E01000126,Road Safety & Defects,1,1,1.0
2011,E01000128,Environmental Health,2,2,1.0
2011,E01000129,Environmental Health,1,1,1.0
2011,E01000129,Other,1,1,1.0
2011,E01000129,Road Safety & Defects,4,2,2.0
2011,E01000130,Environmental Health,1,1,1.0
2011,E01000132,Environmental Health,6,1,6.0
2011,E01000132,Other,2,2,1.0
2011,E01000132,Road Safety & Defects,4,1,4.0
2011,E01000132,Vehicles,1,1,1.0
2011,E01000133,Abandoned Vehicles & Parking,1,1,1.0
2011,E01000133,Environmental Health,4,3,1.3333333333333333
2011,E01000133,Vehicles,1,1,1.0
2011,E01000134,Environmental Health,1,1,1.0
2011,E01000134,Road Safety & Defects,1,1,1.0
2011,E01000135,Environmental Health,1,1,1.0
2011,E01000137,Environmental Disruptions,1,1,1.0
2011,E01000139,Road Safety & Defects,2,2,1.0
2011,E01000140,Environmental Disruptions,2,2,1.0
2011,E01000141,Abandoned Vehicles & Parking,2,2,1.0
2011,E01000141,Environmental Health,3,2,1.5
2011,E01000141,Incivilities,1,1,1.0
2011,E01000141,Other,1,1,1.0
