period,LSOA,SHEF_C,report_count,user_count,average
2016,95AA11S1,Road Safety & Defects,1,1,1.0
2016,95AA14W1,Road Safety & Defects,1,1,1.0
2016,95BB03S1,Environmental Health,1,1,1.0
2016,95BB03S2,Environmental Health,1,1,1.0
2016,95BB05S2,Road Safety & Defects,1,1,1.0
2016,95BB07S1,Road Safety & Defects,1,1,1.0
2016,95BB10S1,Road Safety & Defects,1,1,1.0
2016,95BB11S2,Road Safety & Defects,1,1,1.0
2016,95BB12S2,Road Safety & Defects,1,1,1.0
2016,95BB15S1,Abandoned Vehicles & Parking,1,1,1.0
2016,95BB15S1,Environmental Health,1,1,1.0
2016,95BB15S1,Other,1,1,1.0
2016,95BB15S1,Road Safety & Defects,3,1,3.0
2016,95BB16S1,Road Safety & Defects,1,1,1.0
2016,95BB18S1,Other,1,1,1.0
2016,95BB18S2,Road Safety & Defects,1,1,1.0
2016,95BB19S3,Environmental Disruptions,1,1,1.0
2016,95BB21S2,Road Safety & Defects,4,1,4.0
2016,95BB22S1,Abandoned Vehicles & Parking,1,1,1.0
2016,95BB22S1,Road Safety & Defects,1,1,1.0
2016,95BB23S1,Abandoned Vehicles & Parking,1,1,1.0
2016,95CC03W1,Environmental Health,1,1,1.0
2016,95CC06S1,Road Safety & Defects,1,1,1.0
2016,95CC13W1,Road Safety & Defects,1,1,1.0
2016,95CC18W1,Environmental Health,1,1,1.0
2016,95CC18W1,Other,1,1,1.0
2016,95CC20S1,Road Safety & Defects,1,1,1.0
2016,95DD08W1,Road Safety & Defects,1,1,1.0
2016,95DD14S1,Road Safety & Defects,1,1,1.0
2016,95DD21W1,Road Safety & Defects,1,1,1.0
2016,95FF01S2,Vehicles,1,1,1.0
2016,95FF17W1,Other,1,1,1.0
2016,95GG03S3,Road Safety & Defects,1,1,1.0
2016,95GG04S1,Road Safety & Defects,1,1,1.0
2016,95GG06S2,Environmental Health,1,1,1.0
2016,95GG06S2,Incivilities,1,1,1.0
2016,95GG06S2,Road Safety & Defects,1,1,1.0
2016,95GG06S3,Incivilities,1,1,1.0
2016,95GG06S3,Road Safety & Defects,6,2,3.0
2016,95GG09S1,Incivilities,2,1,2.0
2016,95GG10S2,Other,1,1,1.0
2016,95GG10S2,Vehicles,1,1,1.0
2016,95GG11S1,Environmental Disruptions,1,1,1.0
2016,95GG11S1,Other,1,1,1.0
2016,95GG12S1,Environmental Health,1,1,1.0
2016,95GG12S2,Abandoned Vehicles & Parking,1,1,1.0
2016,95GG12S2,Environmental Health,2,1,2.0
2016,95GG12S2,Road Safety & Defects,2,1,2.0
2016,95GG12S3,Environmental Health,7,2,3.5
2016,95GG12S3,Road Safety & Defects,1,1,1.0
2016,95GG12S4,Road Safety & Defects,1,1,1.0
2016,95GG13S3,Other,1,1,1.0
2016,95GG14S2,Road Safety & Defects,1,1,1.0
2016,95GG15S1,Road Safety & Defects,1,1,1.0
2016,95GG15S3,Road Safety & Defects,1,1,1.0
2016,95GG16S2,Road Safety & Defects,1,1,1.0
2016,95GG16S3,Road Safety & Defects,1,1,1.0
2016,95GG17S3,Road Safety & Defects,1,1,1.0
2016,95GG18S2,Road Safety & Defects,2,2,1.0
2016,95GG19S2,Road Safety & Defects,1,1,1.0
2016,95GG20S2,Road Safety & Defects,1,1,1.0
2016,95GG21S1,Road Safety & Defects,1,1,1.0
2016,95GG21S3,Road Safety & Defects,1,1,1.0
2016,95GG22S1,Environmental Health,1,1,1.0
2016,95GG22S3,Road Safety & Defects,1,1,1.0
2016,95GG25S1,Other,1,1,1.0
2016,95GG29S2,Vehicles,1,1,1.0
2016,95GG31S1,Road Safety & Defects,1,1,1.0
2016,95GG34S3,Road Safety & Defects,1,1,1.0
2016,95GG35S1,Vehicles,1,1,1.0
2016,95GG36S1,Road Safety & Defects,1,1,1.0
2016,95GG37S1,Road Safety & Defects,1,1,1.0
2016,95GG41S2,Road Safety & Defects,1,1,1.0
2016,95GG42S4,Road Safety & Defects,1,1,1.0
2016,95GG43S1,Environmental Disruptions,1,1,1.0
2016,95GG44S1,Other,1,1,1.0
2016,95GG44S2,Other,1,1,1.0
2016,95GG45S1,Road Safety & Defects,1,1,1.0
2016,95GG46S1,Road Safety & Defects,1,1,1.0
2016,95GG47S1,Vehicles,1,1,1.0
2016,95GG49S2,Road Safety & Defects,1,1,1.0
2016,95GG49S3,Other,1,1,1.0
2016,95HH03W1,Environmental Health,1,1,1.0
2016,95HH04S2,Road Safety & Defects,1,1,1.0
2016,95HH06S1,Road Safety & Defects,1,1,1.0
2016,95HH06S1,Vehicles,1,1,1.0
2016,95HH06S2,Environmental Health,1,1,1.0
2016,95HH06S2,Road Safety & Defects,1,1,1.0
2016,95HH08W1,Road Safety & Defects,2,2,1.0
2016,95HH09W1,Road Safety & Defects,1,1,1.0
2016,95HH12W1,Environmental Health,1,1,1.0
2016,95HH13W1,Road Safety & Defects,1,1,1.0
2016,95HH14W1,Road Safety & Defects,1,1,1.0
