period,LSOA,SHEF_C,report_count,user_count,average
2018-1,95BB01S1,Environmental Health,1,1,1.0
2018-1,95BB01S2,Road Safety & Defects,1,1,1.0
2018-1,95BB09S1,Road Safety & Defects,2,2,1.0
2018-1,95BB21S2,Road Safety & Defects,1,1,1.0
2018-1,95DD02S2,Road Safety & Defects,1,1,1.0
2018-1,95EE02W1,Road Safety & Defects,1,1,1.0
2018-1,95GG04S3,Road Safety & Defects,1,1,1.0
2018-1,95GG06S1,Road Safety & Defects,1,1,1.0
2018-1,95GG10S2,Vehicles,1,1,1.0
2018-1,95GG12S4,Road Safety & Defects,1,1,1.0
2018-1,95GG15S1,Road Safety & Defects,1,1,1.0
2018-1,95GG33S2,Environmental Disruptions,1,1,1.0
2018-1,95GG33S3,Environmental Health,1,1,1.0
2018-1,95GG39S1,Road Safety & Defects,1,1,1.0
2018-1,95GG39S2,Road Safety & Defects,1,1,1.0
2018-1,95GG46S2,Road Safety & Defects,1,1,1.0
2018-1,95GG48S2,Road Safety & Defects,1,1,1.0
2018-1,95II09S1,Road Safety & Defects,1,1,1.0
2018-1,95II11W1,Environmental Health,3,1,3.0
2018-1,95II14W1,Road Safety & Defects,1,1,1.0
2018-1,95II18W1,Vehicles,1,1,1.0
2018-1,95MM02S1,Road Safety & Defects,1,1,1.0
2018-1,95MM09S2,Road Safety & Defects,1,1,1.0
2018-1,95MM12S1,Environmental Health,1,1,1.0
2018-1,95MM12S1,Road Safety & Defects,2,1,2.0
2018-1,95MM25S3,Road Safety & Defects,1,1,1.0
2018-1,95NN16S1,Road Safety & Defects,1,1,1.0
2018-1,95OO12W1,Road Safety & Defects,1,1,1.0
2018-1,95PP01W1,Road Safety & Defects,1,1,1.0
2018-1,95PP12W1,Road Safety & Defects,1,1,1.0
2018-1,95QQ02W1,Road Safety & Defects,1,1,1.0
2018-1,95QQ12W1,Road Safety & Defects,1,1,1.0
2018-1,95SS02S2,Road Safety & Defects,2,2,1.0
2018-1,95SS04S3,Road Safety & Defects,1,1,1.0
2018-1,95SS09S1,Road Safety & Defects,1,1,1.0
2018-1,95SS10S1,Road Safety & Defects,1,1,1.0
2018-1,95SS10S2,Road Safety & Defects,2,2,1.0
2018-1,95SS12W1,Road Safety & Defects,1,1,1.0
2018-1,95SS15S2,Road Safety & Defects,1,1,1.0
2018-1,95SS19S2,Road Safety & Defects,1,1,1.0
2018-1,95SS23S1,Road Safety & Defects,1,1,1.0
2018-1,95SS28W1,Road Safety & Defects,1,1,1.0
2018-1,95TT07W1,Road Safety & Defects,1,1,1.0
2018-1,95VV05S2,Environmental Disruptions,1,1,1.0
2018-1,95VV05S2,Environmental Health,1,1,1.0
2018-1,95VV07S1,Road Safety & Defects,1,1,1.0
2018-1,95VV10S1,Environmental Health,1,1,1.0
2018-1,95VV10S1,Road Safety & Defects,1,1,1.0
2018-1,95VV12S1,Vehicles,1,1,1.0
2018-1,95VV27W1,Road Safety & Defects,1,1,1.0
2018-1,95WW07S2,Road Safety & Defects,1,1,1.0
2018-1,95WW09S2,Road Safety & Defects,1,1,1.0
2018-1,95WW15S1,Road Safety & Defects,1,1,1.0
2018-1,95XX11S2,Abandoned Vehicles & Parking,1,1,1.0
2018-1,95XX15W1,Road Safety & Defects,1,1,1.0
2018-1,95YY03W1,Road Safety & Defects,1,1,1.0
2018-1,95YY05W1,Road Safety & Defects,1,1,1.0
2018-1,95YY16W1,Road Safety & Defects,1,1,1.0
2018-1,E01000001,Road Safety & Defects,1,1,1.0
2018-1,E01000003,Incivilities,1,1,1.0
2018-1,E01000005,Road Safety & Defects,1,1,1.0
2018-1,E01000010,Environmental Health,1,1,1.0
2018-1,E01000014,Vehicles,1,1,1.0
2018-1,E01000020,Road Safety & Defects,1,1,1.0
2018-1,E01000022,Environmental Health,1,1,1.0
2018-1,E01000022,Public Space,1,1,1.0
2018-1,E01000022,Road Safety & Defects,1,1,1.0
2018-1,E01000023,Road Safety & Defects,1,1,1.0
2018-1,E01000025,Vehicles,1,1,1.0
2018-1,E01000030,Road Safety & Defects,1,1,1.0
2018-1,E01000035,Environmental Health,3,1,3.0
2018-1,E01000041,Vehicles,1,1,1.0
2018-1,E01000042,Road Safety & Defects,1,1,1.0
2018-1,E01000062,Environmental Health,1,1,1.0
2018-1,E01000062,Road Safety & Defects,1,1,1.0
2018-1,E01000074,Environmental Health,1,1,1.0
2018-1,E01000076,Environmental Health,1,1,1.0
2018-1,E01000092,Road Safety & Defects,1,1,1.0
2018-1,E01000095,Road Safety & Defects,3,3,1.0
2018-1,E01000102,Public Space,1,1,1.0
2018-1,E01000115,Road Safety & Defects,2,1,2.0
2018-1,E01000116,Environmental Health,1,1,1.0
2018-1,E01000119,Road Safety & Defects,1,1,1.0
2018-1,E01000122,Environmental Health,1,1,1.0
2018-1,E01000123,Environmental Health,5,3,1.6666666666666667
2018-1,E01000124,Environmental Health,3,1,3.0
2018-1,E01000125,Vehicles,1,1,1.0
2018-1,E01000126,Road Safety & Defects,1,1,1.0
2018-1,E01000127,Environmental Health,5,1,5.0
2018-1,E01000127,Vehicles,1,1,1.0
2018-1,E01000128,Environmental Health,1,1,1.0
2018-1,E01000128,Road Safety & Defects,3,3,1.0
2018-1,E01000129,Environmental Health,2,2,1.0
2018-1,E01000129,Road Safety & Defects,6,3,2.0
2018-1,E01000132,Environmental Health,15,3,5.0
2018-1,E01000132,Road Safety & Defects,1,1,1.0
2018-1,E01000133,Environmental Health,2,1,2.0
2018-1,E01000136,Environmental Health,2,1,2.0
2018-1,E01000136,Road Safety & Defects,1,1,1.0
2018-1,E01000138,Road Safety & Defects,1,1,1.0
2018-1,E01000139,Road Safety & Defects,2,2,1.0
2018-1,E01000140,Environmental Health,1,1,1.0
2018-1,E01000140,Road Safety & Defects,2,2,1.0
2018-1,E01000141,Environmental Health,2,2,1.0
2018-1,E01000141,Road Safety & Defects,3,1,3.0
2018-1,E01000142,Road Safety & Defects,1,1,1.0
2018-1,E01000144,Road Safety & Defects,2,1,2.0
2018-1,E01000145,Incivilities,1,1,1.0
2018-1,E01000146,Road Safety & Defects,1,1,1.0
2018-1,E01000147,Road Safety & Defects,1,1,1.0
2018-1,E01000148,Environmental Health,1,1,1.0
2018-1,E01000150,Road Safety & Defects,1,1,1.0
2018-1,E01000152,Road Safety & Defects,2,2,1.0
2018-1,E01000157,Environmental Health,1,1,1.0
2018-1,E01000158,Environmental Health,5,5,1.0
2018-1,E01000158,Road Safety & Defects,1,1,1.0
2018-1,E01000160,Environmental Health,1,1,1.0
2018-1,E01000160,Road Safety & Defects,2,1,2.0
2018-1,E01000161,Environmental Health,1,1,1.0
2018-1,E01000162,Road Safety & Defects,4,4,1.0
2018-1,E01000164,Vehicles,1,1,1.0
2018-1,E01000170,Environmental Health,1,1,1.0
2018-1,E01000171,Vehicles,1,1,1.0
2018-1,E01000174,Environmental Health,1,1,1.0
2018-1,E01000175,Road Safety & Defects,1,1,1.0
2018-1,E01000176,Road Safety & Defects,2,1,2.0
2018-1,E01000181,Road Safety & Defects,1,1,1.0
2018-1,E01000183,Environmental Health,1,1,1.0
2018-1,E01000188,Environmental Disruptions,1,1,1.0
2018-1,E01000188,Environmental Health,1,1,1.0
2018-1,E01000188,Vehicles,1,1,1.0
2018-1,E01000190,Road Safety & Defects,4,2,2.0
2018-1,E01000192,Environmental Health,4,2,2.0
2018-1,E01000193,Environmental Health,1,1,1.0
2018-1,E01000194,Environmental Health,1,1,1.0
2018-1,E01000194,Road Safety & Defects,1,1,1.0
2018-1,E01000196,Environmental Health,3,3,1.0
2018-1,E01000196,Road Safety & Defects,4,3,1.3333333333333333
2018-1,E01000198,Environmental Health,3,2,1.5
2018-1,E01000198,Road Safety & Defects,1,1,1.0
2018-1,E01000200,Road Safety & Defects,1,1,1.0
2018-1,E01000203,Environmental Health,2,2,1.0
2018-1,E01000204,Environmental Health,1,1,1.0
2018-1,E01000204,Incivilities,1,1,1.0
2018-1,E01000206,Road Safety & Defects,3,3,1.0
2018-1,E01000206,Vehicles,2,1,2.0
2018-1,E01000207,Road Safety & Defects,1,1,1.0
2018-1,E01000208,Environmental Health,1,1,1.0
