period,LSOA,SHEF_C,report_count,user_count,average
2016-10,95BB03S1,Environmental Health,1,1,1.0
2016-10,95GG06S3,Road Safety & Defects,4,1,4.0
2016-10,95HH08W1,Road Safety & Defects,1,1,1.0
2016-10,95II19S1,Road Safety & Defects,1,1,1.0
2016-10,95LL02S2,Road Safety & Defects,2,2,1.0
2016-10,95LL26S1,Environmental Health,1,1,1.0
2016-10,95MM28W1,Road Safety & Defects,1,1,1.0
2016-10,95NN21W1,Road Safety & Defects,1,1,1.0
2016-10,95PP18W1,Environmental Health,1,1,1.0
2016-10,95SS05S2,Road Safety & Defects,1,1,1.0
2016-10,95SS15S1,Environmental Health,1,1,1.0
2016-10,95SS15S1,Road Safety & Defects,1,1,1.0
2016-10,95SS17S1,Road Safety & Defects,1,1,1.0
2016-10,95VV01S2,Road Safety & Defects,1,1,1.0
2016-10,95VV11S1,Road Safety & Defects,1,1,1.0
2016-10,95XX17S2,Road Safety & Defects,1,1,1.0
2016-10,E01000001,Road Safety & Defects,2,1,2.0
2016-10,E01000002,Other,1,1,1.0
2016-10,E01000009,Vehicles,1,1,1.0
2016-10,E01000011,Environmental Health,1,1,1.0
2016-10,E01000012,Road Safety & Defects,2,2,1.0
2016-10,E01000015,Environmental Health,1,1,1.0
2016-10,E01000022,Vehicles,1,1,1.0
2016-10,E01000029,Environmental Health,1,1,1.0
2016-10,E01000032,Environmental Health,1,1,1.0
2016-10,E01000042,Road Safety & Defects,1,1,1.0
2016-10,E01000042,Vehicles,1,1,1.0
2016-10,E01000050,Environmental Health,1,1,1.0
2016-10,E01000050,Road Safety & Defects,2,1,2.0
2016-10,E01000053,Road Safety & Defects,1,1,1.0
2016-10,E01000065,Road Safety & Defects,1,1,1.0
2016-10,E01000070,Vehicles,1,1,1.0
2016-10,E01000072,Environmental Health,1,1,1.0
2016-10,E01000072,Road Safety & Defects,1,1,1.0
2016-10,E01000073,Road Safety & Defects,1,1,1.0
2016-10,E01000074,Environmental Health,2,1,2.0
2016-10,E01000091,Environmental Disruptions,1,1,1.0
2016-10,E01000091,Public Space,1,1,1.0
2016-10,E01000091,Road Safety & Defects,5,1,5.0
2016-10,E01000092,Environmental Disruptions,2,1,2.0
2016-10,E01000092,Environmental Health,3,2,1.5
2016-10,E01000092,Road Safety & Defects,4,3,1.3333333333333333
2016-10,E01000094,Environmental Health,2,1,2.0
2016-10,E01000094,Public Space,1,1,1.0
2016-10,E01000094,Road Safety & Defects,3,1,3.0
2016-10,E01000115,Environmental Disruptions,1,1,1.0
2016-10,E01000115,Road Safety & Defects,1,1,1.0
2016-10,E01000116,Road Safety & Defects,1,1,1.0
2016-10,E01000118,Environmental Disruptions,1,1,1.0
2016-10,E01000120,Road Safety & Defects,1,1,1.0
2016-10,E01000125,Road Safety & Defects,2,1,2.0
2016-10,E01000125,Vehicles,2,1,2.0
2016-10,E01000127,Road Safety & Defects,1,1,1.0
2016-10,E01000128,Environmental Health,1,1,1.0
2016-10,E01000128,Road Safety & Defects,1,1,1.0
2016-10,E01000128,Vehicles,2,2,1.0
2016-10,E01000132,Environmental Health,1,1,1.0
2016-10,E01000136,Environmental Health,1,1,1.0
2016-10,E01000136,Incivilities,2,1,2.0
2016-10,E01000136,Road Safety & Defects,1,1,1.0
2016-10,E01000137,Road Safety & Defects,1,1,1.0
2016-10,E01000138,Vehicles,1,1,1.0
2016-10,E01000139,Road Safety & Defects,1,1,1.0
2016-10,E01000141,Environmental Health,1,1,1.0
2016-10,E01000143,Environmental Health,1,1,1.0
2016-10,E01000144,Road Safety & Defects,3,2,1.5
2016-10,E01000146,Road Safety & Defects,2,2,1.0
2016-10,E01000150,Environmental Health,5,1,5.0
2016-10,E01000151,Road Safety & Defects,1,1,1.0
2016-10,E01000151,Vehicles,1,1,1.0
2016-10,E01000156,Environmental Disruptions,1,1,1.0
2016-10,E01000156,Road Safety & Defects,1,1,1.0
2016-10,E01000159,Environmental Health,1,1,1.0
2016-10,E01000160,Environmental Health,1,1,1.0
2016-10,E01000160,Vehicles,1,1,1.0
2016-10,E01000161,Road Safety & Defects,1,1,1.0
2016-10,E01000161,Vehicles,1,1,1.0
2016-10,E01000163,Vehicles,1,1,1.0
2016-10,E01000167,Environmental Health,1,1,1.0
2016-10,E01000167,Vehicles,1,1,1.0
2016-10,E01000168,Vehicles,1,1,1.0
2016-10,E01000169,Vehicles,1,1,1.0
2016-10,E01000174,Road Safety & Defects,1,1,1.0
2016-10,E01000175,Environmental Health,1,1,1.0
2016-10,E01000182,Environmental Health,1,1,1.0
2016-10,E01000183,Environmental Disruptions,1,1,1.0
2016-10,E01000186,Road Safety & Defects,1,1,1.0
2016-10,E01000188,Environmental Health,1,1,1.0
2016-10,E01000192,Environmental Health,1,1,1.0
2016-10,E01000193,Vehicles,1,1,1.0
2016-10,E01000194,Vehicles,1,1,1.0
2016-10,E01000196,Road Safety & Defects,1,1,1.0
2016-10,E01000201,Road Safety & Defects,1,1,1.0
2016-10,E01000202,Environmental Health,1,1,1.0
2016-10,E01000205,Road Safety & Defects,1,1,1.0
2016-10,E01000206,Environmental Health,1,1,1.0
2016-10,E01000210,Environmental Disruptions,1,1,1.0
2016-10,E01000211,Environmental Health,1,1,1.0
2016-10,E01000211,Road Safety & Defects,1,1,1.0
2016-10,E01000212,Road Safety & Defects,1,1,1.0
2016-10,E01000217,Environmental Health,2,1,2.0
2016-10,E01000217,Road Safety & Defects,1,1,1.0
2016-10,E01000219,Environmental Health,1,1,1.0
2016-10,E01000221,Environmental Health,1,1,1.0
2016-10,E01000221,Vehicles,1,1,1.0
2016-10,E01000222,Environmental Health,1,1,1.0
2016-10,E01000226,Environmental Health,1,1,1.0
2016-10,E01000226,Vehicles,1,1,1.0
2016-10,E01000227,Environmental Disruptions,1,1,1.0
2016-10,E01000227,Road Safety & Defects,2,2,1.0
2016-10,E01000234,Environmental Health,1,1,1.0
2016-10,E01000236,Road Safety & Defects,1,1,1.0
2016-10,E01000237,Environmental Disruptions,1,1,1.0
2016-10,E01000238,Environmental Disruptions,1,1,1.0
2016-10,E01000238,Environmental Health,1,1,1.0
2016-10,E01000240,Road Safety & Defects,1,1,1.0
2016-10,E01000241,Road Safety & Defects,1,1,1.0
2016-10,E01000242,Environmental Health,1,1,1.0
2016-10,E01000243,Environmental Disruptions,1,1,1.0
2016-10,E01000244,Environmental Health,2,2,1.0
2016-10,E01000245,Environmental Health,1,1,1.0
2016-10,E01000246,Environmental Health,1,1,1.0
2016-10,E01000246,Vehicles,1,1,1.0
2016-10,E01000249,Road Safety & Defects,1,1,1.0
2016-10,E01000253,Environmental Disruptions,1,1,1.0
2016-10,E01000255,Road Safety & Defects,2,2,1.0
2016-10,E01000256,Environmental Health,1,1,1.0
2016-10,E01000256,Incivilities,1,1,1.0
2016-10,E01000256,Road Safety & Defects,1,1,1.0
2016-10,E01000260,Environmental Health,1,1,1.0
2016-10,E01000263,Road Safety & Defects,1,1,1.0
2016-10,E01000264,Road Safety & Defects,1,1,1.0
2016-10,E01000265,Road Safety & Defects,1,1,1.0
2016-10,E01000267,Road Safety & Defects,1,1,1.0
2016-10,E01000268,Vehicles,1,1,1.0
2016-10,E01000269,Road Safety & Defects,1,1,1.0
2016-10,E01000269,Vehicles,2,2,1.0
2016-10,E01000271,Vehicles,1,1,1.0
2016-10,E01000275,Road Safety & Defects,1,1,1.0
2016-10,E01000276,Road Safety & Defects,1,1,1.0
2016-10,E01000277,Road Safety & Defects,2,2,1.0
2016-10,E01000279,Road Safety & Defects,1,1,1.0
2016-10,E01000280,Environmental Health,1,1,1.0
2016-10,E01000282,Environmental Health,1,1,1.0
2016-10,E01000288,Road Safety & Defects,1,1,1.0
2016-10,E01000289,Vehicles,1,1,1.0
2016-10,E01000293,Environmental Health,1,1,1.0
2016-10,E01000296,Environmental Health,1,1,1.0
2016-10,E01000296,Road Safety & Defects,1,1,1.0
2016-10,E01000296,Vehicles,2,1,2.0
2016-10,E01000297,Environmental Health,2,2,1.0
2016-10,E01000297,Road Safety & Defects,3,1,3.0
2016-10,E01000298,Road Safety & Defects,1,1,1.0
2016-10,E01000299,Environmental Disruptions,1,1,1.0
2016-10,E01000301,Environmental Health,2,1,2.0
2016-10,E01000302,Environmental Disruptions,1,1,1.0
2016-10,E01000305,Incivilities,1,1,1.0
2016-10,E01000307,Road Safety & Defects,1,1,1.0
2016-10,E01000311,Road Safety & Defects,1,1,1.0
2016-10,E01000314,Environmental Health,1,1,1.0
2016-10,E01000316,Road Safety & Defects,2,2,1.0
2016-10,E01000317,Road Safety & Defects,1,1,1.0
2016-10,E01000319,Environmental Disruptions,1,1,1.0
2016-10,E01000320,Environmental Disruptions,1,1,1.0
2016-10,E01000320,Environmental Health,1,1,1.0
2016-10,E01000320,Road Safety & Defects,1,1,1.0
2016-10,E01000321,Environmental Health,1,1,1.0
2016-10,E01000322,Environmental Health,1,1,1.0
2016-10,E01000324,Environmental Health,1,1,1.0
2016-10,E01000335,Environmental Health,4,3,1.3333333333333333
2016-10,E01000335,Road Safety & Defects,1,1,1.0
2016-10,E01000336,Environmental Health,13,1,13.0
2016-10,E01000337,Environmental Health,1,1,1.0
2016-10,E01000341,Road Safety & Defects,1,1,1.0
2016-10,E01000356,Road Safety & Defects,1,1,1.0
2016-10,E01000357,Road Safety & Defects,1,1,1.0
2016-10,E01000367,Environmental Health,1,1,1.0
2016-10,E01000374,Other,1,1,1.0
2016-10,E01000376,Environmental Health,1,1,1.0
2016-10,E01000378,Environmental Health,1,1,1.0
2016-10,E01000378,Road Safety & Defects,5,2,2.5
2016-10,E01000379,Environmental Health,3,2,1.5
2016-10,E01000379,Road Safety & Defects,1,1,1.0
2016-10,E01000380,Vehicles,1,1,1.0
2016-10,E01000387,Road Safety & Defects,1,1,1.0
2016-10,E01000393,Environmental Disruptions,1,1,1.0
2016-10,E01000408,Road Safety & Defects,1,1,1.0
2016-10,E01000416,Environmental Health,7,1,7.0
2016-10,E01000417,Environmental Health,1,1,1.0
2016-10,E01000422,Environmental Health,1,1,1.0
2016-10,E01000422,Incivilities,1,1,1.0
2016-10,E01000428,Public Space,1,1,1.0
2016-10,E01000432,Road Safety & Defects,1,1,1.0
2016-10,E01000438,Abandoned Vehicles & Parking,1,1,1.0
2016-10,E01000456,Environmental Health,1,1,1.0
2016-10,E01000462,Environmental Health,1,1,1.0
2016-10,E01000464,Environmental Health,1,1,1.0
2016-10,E01000467,Environmental Health,1,1,1.0
2016-10,E01000468,Road Safety & Defects,1,1,1.0
2016-10,E01000469,Environmental Health,1,1,1.0
2016-10,E01000477,Environmental Health,1,1,1.0
2016-10,E01000484,Environmental Health,1,1,1.0
2016-10,E01000493,Other,1,1,1.0
2016-10,E01000503,Vehicles,1,1,1.0
2016-10,E01000512,Road Safety & Defects,1,1,1.0
2016-10,E01000525,Road Safety & Defects,1,1,1.0
2016-10,E01000547,Environmental Health,2,1,2.0
2016-10,E01000548,Road Safety & Defects,1,1,1.0
2016-10,E01000575,Environmental Health,1,1,1.0
2016-10,E01000586,Environmental Disruptions,1,1,1.0
2016-10,E01000588,Abandoned Vehicles & Parking,1,1,1.0
2016-10,E01000595,Environmental Health,1,1,1.0
2016-10,E01000605,Environmental Health,1,1,1.0
