period,LSOA,SHEF_C,report_count,user_count,average
2007-5,E01000002,Road Safety & Defects,2,2,1.0
2007-5,E01000003,Road Safety & Defects,2,1,2.0
2007-5,E01000040,Environmental Health,3,1,3.0
2007-5,E01000095,Road Safety & Defects,1,1,1.0
2007-5,E01000164,Public Space,1,1,1.0
2007-5,E01000186,Incivilities,1,1,1.0
2007-5,E01000222,Road Safety & Defects,1,1,1.0
2007-5,E01000238,Abandoned Vehicles & Parking,2,1,2.0
2007-5,E01000310,Environmental Disruptions,1,1,1.0
2007-5,E01000321,Other,1,1,1.0
2007-5,E01000401,Environmental Health,1,1,1.0
2007-5,E01000433,Environmental Disruptions,1,1,1.0
2007-5,E01000433,Environmental Health,2,1,2.0
2007-5,E01000433,Incivilities,1,1,1.0
2007-5,E01000433,Other,1,1,1.0
2007-5,E01000491,Road Safety & Defects,1,1,1.0
2007-5,E01000525,Other,1,1,1.0
2007-5,E01000579,Road Safety & Defects,1,1,1.0
2007-5,E01000585,Environmental Health,1,1,1.0
2007-5,E01000656,Environmental Disruptions,1,1,1.0
2007-5,E01000669,Vehicles,1,1,1.0
2007-5,E01000672,Vehicles,1,1,1.0
2007-5,E01000830,Vehicles,1,1,1.0
2007-5,E01000850,Other,1,1,1.0
2007-5,E01000851,Road Safety & Defects,1,1,1.0
2007-5,E01000855,Other,1,1,1.0
2007-5,E01000885,Road Safety & Defects,1,1,1.0
2007-5,E01000953,Incivilities,3,1,3.0
2007-5,E01000962,Incivilities,1,1,1.0
2007-5,E01000995,Environmental Health,1,1,1.0
2007-5,E01001020,Vehicles,1,1,1.0
2007-5,E01001086,Road Safety & Defects,1,1,1.0
2007-5,E01001097,Vehicles,1,1,1.0
2007-5,E01001211,Vehicles,1,1,1.0
2007-5,E01001237,Environmental Disruptions,1,1,1.0
2007-5,E01001289,Road Safety & Defects,1,1,1.0
2007-5,E01001313,Road Safety & Defects,1,1,1.0
2007-5,E01001321,Incivilities,1,1,1.0
2007-5,E01001321,Public Space,1,1,1.0
2007-5,E01001321,Road Safety & Defects,2,1,2.0
2007-5,E01001323,Environmental Health,1,1,1.0
2007-5,E01001323,Road Safety & Defects,1,1,1.0
2007-5,E01001324,Incivilities,1,1,1.0
2007-5,E01001328,Incivilities,1,1,1.0
2007-5,E01001351,Other,1,1,1.0
2007-5,E01001381,Environmental Disruptions,1,1,1.0
2007-5,E01001381,Environmental Health,5,1,5.0
2007-5,E01001472,Incivilities,1,1,1.0
2007-5,E01001536,Incivilities,1,1,1.0
2007-5,E01001540,Road Safety & Defects,1,1,1.0
2007-5,E01001542,Road Safety & Defects,1,1,1.0
2007-5,E01001696,Environmental Health,1,1,1.0
2007-5,E01001761,Environmental Disruptions,1,1,1.0
2007-5,E01001794,Road Safety & Defects,1,1,1.0
2007-5,E01001812,Environmental Health,1,1,1.0
2007-5,E01001812,Incivilities,1,1,1.0
2007-5,E01001834,Road Safety & Defects,1,1,1.0
2007-5,E01001857,Access,1,1,1.0
2007-5,E01001929,Abandoned Vehicles & Parking,1,1,1.0
2007-5,E01001966,Road Safety & Defects,1,1,1.0
2007-5,E01001982,Environmental Health,1,1,1.0
2007-5,E01001983,Environmental Health,1,1,1.0
2007-5,E01001983,Road Safety & Defects,1,1,1.0
2007-5,E01002029,Road Safety & Defects,2,1,2.0
2007-5,E01002061,Abandoned Vehicles & Parking,1,1,1.0
2007-5,E01002061,Vehicles,1,1,1.0
2007-5,E01002062,Environmental Health,1,1,1.0
2007-5,E01002062,Road Safety & Defects,1,1,1.0
2007-5,E01002069,Environmental Health,1,1,1.0
2007-5,E01002070,Abandoned Vehicles & Parking,1,1,1.0
2007-5,E01002070,Road Safety & Defects,1,1,1.0
2007-5,E01002112,Environmental Health,1,1,1.0
2007-5,E01002134,Vehicles,1,1,1.0
2007-5,E01002138,Vehicles,1,1,1.0
2007-5,E01002179,Environmental Health,1,1,1.0
2007-5,E01002193,Road Safety & Defects,1,1,1.0
2007-5,E01002202,Road Safety & Defects,1,1,1.0
2007-5,E01002227,Road Safety & Defects,1,1,1.0
2007-5,E01002227,Vehicles,1,1,1.0
2007-5,E01002243,Environmental Health,1,1,1.0
2007-5,E01002271,Incivilities,1,1,1.0
2007-5,E01002345,Environmental Health,1,1,1.0
2007-5,E01002397,Incivilities,1,1,1.0
2007-5,E01002444,Incivilities,1,1,1.0
2007-5,E01002445,Road Safety & Defects,1,1,1.0
2007-5,E01002528,Road Safety & Defects,1,1,1.0
2007-5,E01002551,Vehicles,1,1,1.0
2007-5,E01002563,Road Safety & Defects,1,1,1.0
2007-5,E01002563,Vehicles,1,1,1.0
2007-5,E01002573,Road Safety & Defects,1,1,1.0
