period,LSOA,SHEF_C,report_count,user_count,average
2014,95AA01S1,Road Safety & Defects,1,1,1.0
2014,95AA09W1,Other,1,1,1.0
2014,95AA11S2,Road Safety & Defects,1,1,1.0
2014,95AA12W1,Road Safety & Defects,1,1,1.0
2014,95AA13S2,Road Safety & Defects,1,1,1.0
2014,95AA15S2,Road Safety & Defects,1,1,1.0
2014,95BB01S2,Other,1,1,1.0
2014,95BB01S2,Road Safety & Defects,1,1,1.0
2014,95BB07S1,Road Safety & Defects,1,1,1.0
2014,95BB10S2,Road Safety & Defects,1,1,1.0
2014,95BB11S2,Road Safety & Defects,3,1,3.0
2014,95BB19S3,Environmental Health,1,1,1.0
2014,95BB19S3,Road Safety & Defects,1,1,1.0
2014,95BB21S2,Road Safety & Defects,1,1,1.0
2014,95DD02S1,Road Safety & Defects,1,1,1.0
2014,95DD09W1,Road Safety & Defects,1,1,1.0
2014,95DD14S1,Road Safety & Defects,2,2,1.0
2014,95DD19S1,Road Safety & Defects,1,1,1.0
2014,95EE01W1,Road Safety & Defects,1,1,1.0
2014,95EE08W1,Environmental Disruptions,1,1,1.0
2014,95FF01S2,Other,1,1,1.0
2014,95GG01S2,Road Safety & Defects,1,1,1.0
2014,95GG05S1,Road Safety & Defects,1,1,1.0
2014,95GG06S2,Environmental Health,1,1,1.0
2014,95GG08S2,Road Safety & Defects,1,1,1.0
2014,95GG09S1,Incivilities,1,1,1.0
2014,95GG09S3,Road Safety & Defects,1,1,1.0
2014,95GG12S1,Incivilities,1,1,1.0
2014,95GG12S3,Environmental Health,1,1,1.0
2014,95GG13S2,Road Safety & Defects,1,1,1.0
2014,95GG13S3,Road Safety & Defects,1,1,1.0
2014,95GG15S2,Incivilities,1,1,1.0
2014,95GG20S1,Road Safety & Defects,1,1,1.0
2014,95GG22S2,Road Safety & Defects,1,1,1.0
2014,95GG25S1,Road Safety & Defects,1,1,1.0
2014,95GG37S3,Abandoned Vehicles & Parking,1,1,1.0
2014,95GG38S1,Environmental Disruptions,1,1,1.0
2014,95GG38S1,Other,2,2,1.0
2014,95GG41S3,Road Safety & Defects,1,1,1.0
2014,95GG51S3,Environmental Health,1,1,1.0
2014,95HH04S2,Environmental Health,1,1,1.0
2014,95HH04S2,Road Safety & Defects,1,1,1.0
2014,95HH06S2,Road Safety & Defects,2,2,1.0
2014,95HH08W1,Road Safety & Defects,1,1,1.0
2014,95HH13W1,Road Safety & Defects,1,1,1.0
2014,95HH14W1,Road Safety & Defects,1,1,1.0
2014,95HH17W1,Other,1,1,1.0
2014,95HH17W1,Road Safety & Defects,1,1,1.0
2014,95II04S1,Road Safety & Defects,2,1,2.0
2014,95II04S2,Road Safety & Defects,1,1,1.0
2014,95II06S2,Road Safety & Defects,1,1,1.0
2014,95II08W1,Environmental Disruptions,1,1,1.0
2014,95II11W1,Environmental Health,1,1,1.0
2014,95II11W1,Road Safety & Defects,2,2,1.0
2014,95II14W1,Road Safety & Defects,1,1,1.0
2014,95II15S1,Road Safety & Defects,1,1,1.0
2014,95II16W1,Road Safety & Defects,1,1,1.0
2014,95II17W1,Road Safety & Defects,2,2,1.0
2014,95II20W1,Road Safety & Defects,1,1,1.0
2014,95JJ02W1,Road Safety & Defects,1,1,1.0
2014,95JJ04S1,Environmental Health,1,1,1.0
2014,95JJ14W1,Environmental Health,1,1,1.0
2014,95JJ20S1,Road Safety & Defects,1,1,1.0
2014,95KK02W1,Road Safety & Defects,1,1,1.0
2014,95LL05S1,Road Safety & Defects,1,1,1.0
2014,95LL16S2,Environmental Disruptions,1,1,1.0
2014,95LL16S2,Road Safety & Defects,4,3,1.3333333333333333
2014,95MM15S2,Road Safety & Defects,1,1,1.0
2014,95MM18S1,Road Safety & Defects,2,1,2.0
2014,95MM18S2,Other,1,1,1.0
2014,95NN15W1,Abandoned Vehicles & Parking,1,1,1.0
2014,95NN19S2,Road Safety & Defects,1,1,1.0
2014,95NN20W1,Road Safety & Defects,3,2,1.5
2014,95PP04W1,Environmental Health,2,1,2.0
2014,95PP07W1,Road Safety & Defects,1,1,1.0
2014,95PP10W1,Road Safety & Defects,1,1,1.0
2014,95PP18W1,Road Safety & Defects,1,1,1.0
2014,95PP19W1,Environmental Health,1,1,1.0
2014,95PP21W1,Road Safety & Defects,1,1,1.0
2014,95QQ11W1,Road Safety & Defects,1,1,1.0
2014,95QQ14S1,Other,1,1,1.0
2014,95SS01S1,Road Safety & Defects,1,1,1.0
2014,95SS01S2,Road Safety & Defects,1,1,1.0
2014,95SS02S2,Road Safety & Defects,1,1,1.0
2014,95SS02S2,Vehicles,1,1,1.0
2014,95SS04S2,Road Safety & Defects,1,1,1.0
2014,95SS05S2,Road Safety & Defects,1,1,1.0
2014,95SS08S1,Road Safety & Defects,3,1,3.0
2014,95SS15S2,Road Safety & Defects,1,1,1.0
2014,95SS20W1,Road Safety & Defects,2,2,1.0
2014,95SS21S2,Road Safety & Defects,1,1,1.0
2014,95SS23S2,Road Safety & Defects,1,1,1.0
2014,95SS29S1,Incivilities,1,1,1.0
2014,95TT12W1,Road Safety & Defects,1,1,1.0
2014,95TT13S2,Abandoned Vehicles & Parking,1,1,1.0
2014,95TT16W1,Road Safety & Defects,1,1,1.0
2014,95VV01S1,Incivilities,1,1,1.0
2014,95VV05S2,Road Safety & Defects,2,1,2.0
2014,95VV24S1,Road Safety & Defects,1,1,1.0
2014,95VV24S2,Road Safety & Defects,1,1,1.0
2014,95WW01S2,Road Safety & Defects,1,1,1.0
2014,95WW02S2,Environmental Health,1,1,1.0
2014,95WW02S2,Road Safety & Defects,1,1,1.0
2014,95WW06S1,Road Safety & Defects,1,1,1.0
2014,95WW18W1,Road Safety & Defects,1,1,1.0
2014,95WW19S3,Environmental Health,1,1,1.0
2014,95WW20S1,Other,1,1,1.0
2014,95WW20S1,Road Safety & Defects,1,1,1.0
2014,95WW20S2,Road Safety & Defects,1,1,1.0
2014,95WW25W1,Road Safety & Defects,1,1,1.0
2014,95XX05W1,Road Safety & Defects,1,1,1.0
2014,95XX10S2,Road Safety & Defects,1,1,1.0
2014,95XX10S3,Road Safety & Defects,1,1,1.0
2014,95XX13W1,Road Safety & Defects,2,2,1.0
2014,95XX23W1,Environmental Health,1,1,1.0
2014,95XX24S2,Road Safety & Defects,1,1,1.0
2014,95YY05W1,Environmental Health,1,1,1.0
2014,95ZZ13W1,Road Safety & Defects,1,1,1.0
2014,E01000001,Road Safety & Defects,1,1,1.0
2014,E01000002,Road Safety & Defects,1,1,1.0
2014,E01000003,Environmental Health,3,1,3.0
2014,E01000003,Road Safety & Defects,1,1,1.0
2014,E01000005,Road Safety & Defects,1,1,1.0
2014,E01000007,Environmental Disruptions,2,1,2.0
2014,E01000007,Vehicles,3,1,3.0
2014,E01000009,Road Safety & Defects,1,1,1.0
2014,E01000009,Vehicles,3,1,3.0
2014,E01000010,Environmental Health,1,1,1.0
2014,E01000010,Road Safety & Defects,7,1,7.0
2014,E01000011,Road Safety & Defects,1,1,1.0
