period,LSOA,SHEF_C,report_count,user_count,average
2013-6,95FF10W1,Road Safety & Defects,1,1,1.0
2013-6,95QQ14S2,Road Safety & Defects,1,1,1.0
2013-6,95RR02W1,Other,1,1,1.0
2013-6,95WW20S1,Environmental Health,1,1,1.0
2013-6,E01000040,Road Safety & Defects,1,1,1.0
2013-6,E01000101,Road Safety & Defects,1,1,1.0
2013-6,E01000116,Environmental Health,1,1,1.0
2013-6,E01000116,Road Safety & Defects,1,1,1.0
2013-6,E01000124,Environmental Health,1,1,1.0
2013-6,E01000131,Environmental Health,3,1,3.0
2013-6,E01000135,Road Safety & Defects,1,1,1.0
2013-6,E01000141,Environmental Health,2,2,1.0
2013-6,E01000142,Road Safety & Defects,1,1,1.0
2013-6,E01000144,Road Safety & Defects,2,1,2.0
2013-6,E01000148,Road Safety & Defects,1,1,1.0
2013-6,E01000153,Environmental Health,2,2,1.0
2013-6,E01000155,Environmental Health,1,1,1.0
2013-6,E01000158,Road Safety & Defects,1,1,1.0
2013-6,E01000160,Environmental Health,2,2,1.0
2013-6,E01000162,Road Safety & Defects,1,1,1.0
2013-6,E01000171,Road Safety & Defects,3,3,1.0
2013-6,E01000172,Road Safety & Defects,1,1,1.0
2013-6,E01000172,Vehicles,1,1,1.0
2013-6,E01000192,Road Safety & Defects,1,1,1.0
2013-6,E01000196,Road Safety & Defects,1,1,1.0
2013-6,E01000197,Road Safety & Defects,1,1,1.0
2013-6,E01000203,Incivilities,1,1,1.0
2013-6,E01000204,Road Safety & Defects,1,1,1.0
2013-6,E01000206,Road Safety & Defects,2,2,1.0
2013-6,E01000216,Road Safety & Defects,1,1,1.0
2013-6,E01000218,Environmental Health,1,1,1.0
2013-6,E01000218,Road Safety & Defects,1,1,1.0
2013-6,E01000223,Environmental Health,1,1,1.0
2013-6,E01000226,Environmental Disruptions,1,1,1.0
2013-6,E01000231,Road Safety & Defects,1,1,1.0
2013-6,E01000236,Environmental Disruptions,1,1,1.0
2013-6,E01000237,Environmental Health,1,1,1.0
2013-6,E01000238,Road Safety & Defects,1,1,1.0
2013-6,E01000248,Environmental Disruptions,2,1,2.0
2013-6,E01000249,Road Safety & Defects,1,1,1.0
2013-6,E01000253,Road Safety & Defects,2,2,1.0
2013-6,E01000256,Environmental Health,1,1,1.0
2013-6,E01000256,Road Safety & Defects,1,1,1.0
2013-6,E01000258,Road Safety & Defects,1,1,1.0
2013-6,E01000263,Road Safety & Defects,2,2,1.0
2013-6,E01000268,Environmental Disruptions,1,1,1.0
2013-6,E01000271,Road Safety & Defects,3,3,1.0
2013-6,E01000282,Road Safety & Defects,1,1,1.0
2013-6,E01000322,Environmental Health,1,1,1.0
2013-6,E01000351,Road Safety & Defects,1,1,1.0
2013-6,E01000360,Environmental Health,1,1,1.0
2013-6,E01000362,Environmental Disruptions,1,1,1.0
2013-6,E01000362,Road Safety & Defects,1,1,1.0
2013-6,E01000414,Road Safety & Defects,1,1,1.0
2013-6,E01000434,Environmental Disruptions,1,1,1.0
2013-6,E01000459,Road Safety & Defects,1,1,1.0
2013-6,E01000474,Environmental Health,7,1,7.0
2013-6,E01000476,Environmental Health,5,2,2.5
2013-6,E01000488,Environmental Health,1,1,1.0
2013-6,E01000488,Road Safety & Defects,1,1,1.0
2013-6,E01000506,Environmental Health,1,1,1.0
2013-6,E01000513,Environmental Health,1,1,1.0
2013-6,E01000516,Road Safety & Defects,1,1,1.0
2013-6,E01000525,Environmental Health,1,1,1.0
2013-6,E01000531,Environmental Health,1,1,1.0
2013-6,E01000534,Environmental Health,1,1,1.0
2013-6,E01000535,Environmental Health,1,1,1.0
2013-6,E01000538,Road Safety & Defects,1,1,1.0
2013-6,E01000543,Environmental Health,1,1,1.0
2013-6,E01000546,Environmental Health,1,1,1.0
2013-6,E01000549,Road Safety & Defects,1,1,1.0
2013-6,E01000554,Environmental Health,2,2,1.0
2013-6,E01000583,Road Safety & Defects,1,1,1.0
2013-6,E01000585,Environmental Health,2,1,2.0
2013-6,E01000591,Road Safety & Defects,1,1,1.0
2013-6,E01000630,Environmental Health,1,1,1.0
2013-6,E01000632,Environmental Health,2,1,2.0
2013-6,E01000633,Environmental Health,1,1,1.0
2013-6,E01000643,Environmental Health,1,1,1.0
2013-6,E01000646,Road Safety & Defects,1,1,1.0
2013-6,E01000647,Road Safety & Defects,1,1,1.0
2013-6,E01000650,Environmental Disruptions,1,1,1.0
2013-6,E01000651,Road Safety & Defects,1,1,1.0
2013-6,E01000652,Vehicles,1,1,1.0
2013-6,E01000661,Road Safety & Defects,1,1,1.0
2013-6,E01000662,Road Safety & Defects,2,2,1.0
2013-6,E01000663,Environmental Disruptions,1,1,1.0
2013-6,E01000663,Road Safety & Defects,2,1,2.0
2013-6,E01000665,Environmental Disruptions,1,1,1.0
2013-6,E01000666,Environmental Disruptions,2,2,1.0
2013-6,E01000666,Environmental Health,1,1,1.0
2013-6,E01000666,Road Safety & Defects,1,1,1.0
2013-6,E01000667,Environmental Disruptions,1,1,1.0
2013-6,E01000667,Environmental Health,1,1,1.0
2013-6,E01000670,Road Safety & Defects,1,1,1.0
2013-6,E01000672,Environmental Disruptions,1,1,1.0
2013-6,E01000672,Environmental Health,1,1,1.0
2013-6,E01000673,Environmental Health,3,2,1.5
2013-6,E01000675,Incivilities,1,1,1.0
2013-6,E01000675,Road Safety & Defects,2,2,1.0
2013-6,E01000676,Environmental Disruptions,2,2,1.0
2013-6,E01000676,Environmental Health,6,1,6.0
2013-6,E01000678,Incivilities,1,1,1.0
2013-6,E01000680,Environmental Health,2,1,2.0
2013-6,E01000693,Road Safety & Defects,1,1,1.0
2013-6,E01000694,Environmental Disruptions,1,1,1.0
2013-6,E01000694,Incivilities,1,1,1.0
2013-6,E01000695,Environmental Disruptions,2,1,2.0
2013-6,E01000695,Road Safety & Defects,3,1,3.0
2013-6,E01000697,Incivilities,1,1,1.0
2013-6,E01000697,Road Safety & Defects,4,2,2.0
2013-6,E01000704,Road Safety & Defects,1,1,1.0
2013-6,E01000710,Environmental Health,1,1,1.0
2013-6,E01000713,Road Safety & Defects,1,1,1.0
2013-6,E01000719,Environmental Disruptions,2,2,1.0
2013-6,E01000719,Environmental Health,1,1,1.0
2013-6,E01000719,Road Safety & Defects,1,1,1.0
2013-6,E01000720,Environmental Health,1,1,1.0
2013-6,E01000720,Road Safety & Defects,1,1,1.0
2013-6,E01000722,Road Safety & Defects,1,1,1.0
2013-6,E01000725,Environmental Disruptions,1,1,1.0
2013-6,E01000725,Environmental Health,3,2,1.5
2013-6,E01000725,Incivilities,1,1,1.0
2013-6,E01000725,Road Safety & Defects,2,1,2.0
2013-6,E01000733,Environmental Disruptions,1,1,1.0
2013-6,E01000733,Road Safety & Defects,1,1,1.0
2013-6,E01000734,Road Safety & Defects,1,1,1.0
2013-6,E01000735,Road Safety & Defects,2,1,2.0
2013-6,E01000746,Access,1,1,1.0
2013-6,E01000748,Road Safety & Defects,1,1,1.0
2013-6,E01000749,Environmental Health,1,1,1.0
2013-6,E01000755,Road Safety & Defects,1,1,1.0
2013-6,E01000756,Environmental Disruptions,1,1,1.0
2013-6,E01000759,Road Safety & Defects,1,1,1.0
2013-6,E01000761,Environmental Disruptions,1,1,1.0
2013-6,E01000761,Environmental Health,2,2,1.0
2013-6,E01000761,Road Safety & Defects,1,1,1.0
2013-6,E01000761,Vehicles,1,1,1.0
2013-6,E01000763,Road Safety & Defects,2,2,1.0
2013-6,E01000765,Road Safety & Defects,2,1,2.0
2013-6,E01000771,Road Safety & Defects,1,1,1.0
2013-6,E01000778,Road Safety & Defects,1,1,1.0
2013-6,E01000781,Environmental Health,2,1,2.0
2013-6,E01000787,Environmental Disruptions,1,1,1.0
2013-6,E01000787,Environmental Health,1,1,1.0
2013-6,E01000790,Access,1,1,1.0
2013-6,E01000793,Road Safety & Defects,1,1,1.0
2013-6,E01000795,Road Safety & Defects,2,2,1.0
2013-6,E01000800,Environmental Health,1,1,1.0
2013-6,E01000805,Road Safety & Defects,1,1,1.0
2013-6,E01000809,Environmental Health,1,1,1.0
2013-6,E01000815,Access,1,1,1.0
2013-6,E01000815,Road Safety & Defects,1,1,1.0
2013-6,E01000819,Environmental Health,1,1,1.0
2013-6,E01000825,Environmental Disruptions,2,2,1.0
2013-6,E01000825,Environmental Health,1,1,1.0
2013-6,E01000828,Environmental Health,1,1,1.0
2013-6,E01000828,Incivilities,1,1,1.0
2013-6,E01000831,Environmental Disruptions,1,1,1.0
2013-6,E01000845,Road Safety & Defects,1,1,1.0
2013-6,E01000851,Environmental Health,1,1,1.0
2013-6,E01000852,Road Safety & Defects,1,1,1.0
2013-6,E01000854,Road Safety & Defects,3,2,1.5
2013-6,E01000858,Environmental Disruptions,1,1,1.0
2013-6,E01000867,Environmental Health,1,1,1.0
2013-6,E01000870,Environmental Health,1,1,1.0
2013-6,E01000885,Road Safety & Defects,1,1,1.0
