period,LSOA,SHEF_C,report_count,user_count,average
2009-5,E01000002,Other,1,1,1.0
2009-5,E01000070,Road Safety & Defects,1,1,1.0
2009-5,E01000117,Road Safety & Defects,1,1,1.0
2009-5,E01000126,Public Space,1,1,1.0
2009-5,E01000126,Road Safety & Defects,1,1,1.0
2009-5,E01000139,Public Space,1,1,1.0
2009-5,E01000141,Road Safety & Defects,1,1,1.0
2009-5,E01000150,Road Safety & Defects,1,1,1.0
2009-5,E01000163,Environmental Health,1,1,1.0
2009-5,E01000170,Other,1,1,1.0
2009-5,E01000173,Environmental Disruptions,1,1,1.0
2009-5,E01000173,Environmental Health,1,1,1.0
2009-5,E01000181,Environmental Health,1,1,1.0
2009-5,E01000182,Other,1,1,1.0
2009-5,E01000188,Environmental Disruptions,3,1,3.0
2009-5,E01000194,Other,1,1,1.0
2009-5,E01000197,Incivilities,1,1,1.0
2009-5,E01000206,Road Safety & Defects,1,1,1.0
2009-5,E01000251,Environmental Health,1,1,1.0
2009-5,E01000255,Environmental Health,1,1,1.0
2009-5,E01000256,Road Safety & Defects,1,1,1.0
2009-5,E01000257,Road Safety & Defects,1,1,1.0
2009-5,E01000273,Road Safety & Defects,1,1,1.0
2009-5,E01000302,Other,1,1,1.0
2009-5,E01000302,Road Safety & Defects,1,1,1.0
2009-5,E01000307,Road Safety & Defects,1,1,1.0
2009-5,E01000314,Environmental Health,1,1,1.0
2009-5,E01000316,Other,1,1,1.0
2009-5,E01000316,Road Safety & Defects,1,1,1.0
2009-5,E01000324,Environmental Health,1,1,1.0
2009-5,E01000360,Road Safety & Defects,1,1,1.0
2009-5,E01000410,Road Safety & Defects,1,1,1.0
2009-5,E01000464,Other,1,1,1.0
2009-5,E01000469,Road Safety & Defects,1,1,1.0
2009-5,E01000499,Road Safety & Defects,1,1,1.0
2009-5,E01000514,Abandoned Vehicles & Parking,1,1,1.0
2009-5,E01000532,Road Safety & Defects,1,1,1.0
2009-5,E01000533,Environmental Health,2,1,2.0
2009-5,E01000533,Other,1,1,1.0
2009-5,E01000545,Incivilities,1,1,1.0
2009-5,E01000553,Environmental Health,2,2,1.0
2009-5,E01000555,Abandoned Vehicles & Parking,1,1,1.0
2009-5,E01000566,Road Safety & Defects,1,1,1.0
2009-5,E01000580,Road Safety & Defects,1,1,1.0
2009-5,E01000581,Incivilities,1,1,1.0
2009-5,E01000583,Incivilities,1,1,1.0
2009-5,E01000584,Incivilities,1,1,1.0
2009-5,E01000585,Incivilities,1,1,1.0
2009-5,E01000585,Road Safety & Defects,1,1,1.0
2009-5,E01000586,Incivilities,4,1,4.0
2009-5,E01000586,Other,1,1,1.0
2009-5,E01000586,Road Safety & Defects,2,1,2.0
2009-5,E01000633,Road Safety & Defects,1,1,1.0
2009-5,E01000643,Other,1,1,1.0
2009-5,E01000643,Public Space,1,1,1.0
2009-5,E01000650,Road Safety & Defects,1,1,1.0
2009-5,E01000673,Environmental Health,1,1,1.0
2009-5,E01000675,Other,1,1,1.0
2009-5,E01000676,Road Safety & Defects,1,1,1.0
2009-5,E01000701,Road Safety & Defects,1,1,1.0
2009-5,E01000734,Other,1,1,1.0
2009-5,E01000746,Vehicles,1,1,1.0
2009-5,E01000759,Road Safety & Defects,1,1,1.0
2009-5,E01000761,Vehicles,1,1,1.0
2009-5,E01000774,Road Safety & Defects,1,1,1.0
2009-5,E01000835,Abandoned Vehicles & Parking,1,1,1.0
2009-5,E01000867,Other,1,1,1.0
2009-5,E01000870,Environmental Health,1,1,1.0
2009-5,E01000872,Road Safety & Defects,1,1,1.0
2009-5,E01000884,Road Safety & Defects,1,1,1.0
2009-5,E01000915,Road Safety & Defects,1,1,1.0
2009-5,E01000918,Road Safety & Defects,1,1,1.0
2009-5,E01000921,Road Safety & Defects,1,1,1.0
2009-5,E01000922,Environmental Health,1,1,1.0
2009-5,E01000923,Road Safety & Defects,1,1,1.0
2009-5,E01000924,Road Safety & Defects,1,1,1.0
2009-5,E01000928,Incivilities,2,1,2.0
2009-5,E01000935,Environmental Disruptions,1,1,1.0
2009-5,E01000938,Road Safety & Defects,1,1,1.0
2009-5,E01000953,Road Safety & Defects,1,1,1.0
2009-5,E01000961,Road Safety & Defects,1,1,1.0
2009-5,E01000968,Environmental Health,1,1,1.0
2009-5,E01001031,Road Safety & Defects,1,1,1.0
2009-5,E01001047,Environmental Health,1,1,1.0
2009-5,E01001063,Road Safety & Defects,1,1,1.0
2009-5,E01001069,Road Safety & Defects,1,1,1.0
2009-5,E01001090,Other,1,1,1.0
2009-5,E01001126,Road Safety & Defects,1,1,1.0
2009-5,E01001127,Road Safety & Defects,1,1,1.0
2009-5,E01001129,Road Safety & Defects,2,2,1.0
2009-5,E01001142,Road Safety & Defects,1,1,1.0
2009-5,E01001146,Environmental Health,2,1,2.0
2009-5,E01001153,Environmental Health,6,1,6.0
2009-5,E01001173,Road Safety & Defects,1,1,1.0
2009-5,E01001198,Environmental Disruptions,1,1,1.0
2009-5,E01001199,Environmental Health,2,1,2.0
2009-5,E01001202,Other,1,1,1.0
2009-5,E01001209,Road Safety & Defects,1,1,1.0
2009-5,E01001233,Road Safety & Defects,1,1,1.0
2009-5,E01001237,Vehicles,1,1,1.0
2009-5,E01001238,Road Safety & Defects,1,1,1.0
2009-5,E01001243,Environmental Disruptions,1,1,1.0
2009-5,E01001246,Road Safety & Defects,1,1,1.0
2009-5,E01001252,Environmental Health,1,1,1.0
2009-5,E01001252,Road Safety & Defects,2,1,2.0
2009-5,E01001261,Road Safety & Defects,1,1,1.0
2009-5,E01001268,Road Safety & Defects,1,1,1.0
2009-5,E01001283,Road Safety & Defects,1,1,1.0
2009-5,E01001301,Environmental Disruptions,1,1,1.0
2009-5,E01001301,Incivilities,1,1,1.0
2009-5,E01001302,Road Safety & Defects,1,1,1.0
2009-5,E01001350,Road Safety & Defects,1,1,1.0
2009-5,E01001358,Incivilities,1,1,1.0
2009-5,E01001367,Other,1,1,1.0
2009-5,E01001371,Road Safety & Defects,1,1,1.0
2009-5,E01001393,Environmental Health,2,1,2.0
2009-5,E01001393,Vehicles,1,1,1.0
2009-5,E01001416,Road Safety & Defects,1,1,1.0
2009-5,E01001417,Road Safety & Defects,1,1,1.0
