period,LSOA,SHEF_C,report_count,user_count,average
2013-8,E01000115,Road Safety & Defects,1,1,1.0
2013-8,E01000116,Environmental Health,1,1,1.0
2013-8,E01000117,Environmental Disruptions,1,1,1.0
2013-8,E01000117,Environmental Health,1,1,1.0
2013-8,E01000117,Road Safety & Defects,4,4,1.0
2013-8,E01000118,Environmental Health,1,1,1.0
2013-8,E01000118,Road Safety & Defects,4,4,1.0
2013-8,E01000119,Environmental Health,1,1,1.0
2013-8,E01000119,Road Safety & Defects,1,1,1.0
2013-8,E01000120,Road Safety & Defects,2,2,1.0
2013-8,E01000121,Road Safety & Defects,4,3,1.3333333333333333
2013-8,E01000123,Environmental Health,1,1,1.0
2013-8,E01000123,Road Safety & Defects,3,3,1.0
2013-8,E01000124,Environmental Health,3,3,1.0
2013-8,E01000124,Road Safety & Defects,1,1,1.0
2013-8,E01000125,Environmental Health,1,1,1.0
2013-8,E01000126,Environmental Health,4,3,1.3333333333333333
2013-8,E01000127,Road Safety & Defects,1,1,1.0
2013-8,E01000128,Environmental Health,4,2,2.0
2013-8,E01000128,Road Safety & Defects,1,1,1.0
2013-8,E01000129,Environmental Health,9,5,1.8
2013-8,E01000130,Environmental Health,1,1,1.0
2013-8,E01000131,Environmental Health,2,2,1.0
2013-8,E01000132,Environmental Health,2,1,2.0
2013-8,E01000132,Road Safety & Defects,2,2,1.0
2013-8,E01000133,Environmental Health,5,4,1.25
2013-8,E01000133,Road Safety & Defects,1,1,1.0
2013-8,E01000134,Environmental Health,2,2,1.0
2013-8,E01000136,Environmental Health,1,1,1.0
2013-8,E01000136,Road Safety & Defects,4,4,1.0
2013-8,E01000137,Road Safety & Defects,1,1,1.0
2013-8,E01000138,Environmental Health,2,2,1.0
2013-8,E01000138,Road Safety & Defects,1,1,1.0
2013-8,E01000139,Environmental Health,1,1,1.0
2013-8,E01000140,Environmental Health,3,3,1.0
2013-8,E01000140,Road Safety & Defects,2,2,1.0
2013-8,E01000141,Environmental Health,1,1,1.0
2013-8,E01000141,Road Safety & Defects,2,2,1.0
2013-8,E01000142,Environmental Health,6,2,3.0
2013-8,E01000142,Incivilities,1,1,1.0
2013-8,E01000142,Road Safety & Defects,3,2,1.5
2013-8,E01000144,Environmental Disruptions,1,1,1.0
2013-8,E01000144,Environmental Health,1,1,1.0
2013-8,E01000145,Environmental Disruptions,2,2,1.0
2013-8,E01000145,Road Safety & Defects,1,1,1.0
2013-8,E01000146,Road Safety & Defects,1,1,1.0
2013-8,E01000147,Environmental Health,2,2,1.0
2013-8,E01000147,Road Safety & Defects,1,1,1.0
2013-8,E01000148,Environmental Health,1,1,1.0
2013-8,E01000148,Road Safety & Defects,1,1,1.0
2013-8,E01000150,Environmental Disruptions,1,1,1.0
2013-8,E01000150,Environmental Health,5,5,1.0
2013-8,E01000150,Road Safety & Defects,3,3,1.0
2013-8,E01000152,Road Safety & Defects,1,1,1.0
2013-8,E01000154,Environmental Health,1,1,1.0
2013-8,E01000155,Environmental Health,2,1,2.0
2013-8,E01000155,Road Safety & Defects,1,1,1.0
2013-8,E01000158,Environmental Health,2,2,1.0
2013-8,E01000158,Road Safety & Defects,2,1,2.0
2013-8,E01000159,Environmental Health,1,1,1.0
2013-8,E01000159,Road Safety & Defects,2,2,1.0
2013-8,E01000160,Environmental Disruptions,1,1,1.0
2013-8,E01000160,Environmental Health,3,2,1.5
2013-8,E01000161,Environmental Health,3,3,1.0
2013-8,E01000161,Road Safety & Defects,3,2,1.5
2013-8,E01000162,Road Safety & Defects,2,2,1.0
2013-8,E01000164,Environmental Disruptions,1,1,1.0
2013-8,E01000165,Road Safety & Defects,1,1,1.0
2013-8,E01000166,Road Safety & Defects,1,1,1.0
2013-8,E01000167,Environmental Health,2,2,1.0
2013-8,E01000167,Road Safety & Defects,15,2,7.5
2013-8,E01000168,Road Safety & Defects,2,2,1.0
2013-8,E01000170,Environmental Disruptions,2,1,2.0
2013-8,E01000170,Environmental Health,2,2,1.0
2013-8,E01000170,Road Safety & Defects,1,1,1.0
2013-8,E01000171,Environmental Health,1,1,1.0
2013-8,E01000172,Environmental Disruptions,1,1,1.0
2013-8,E01000172,Road Safety & Defects,5,5,1.0
2013-8,E01000173,Environmental Health,1,1,1.0
2013-8,E01000173,Road Safety & Defects,1,1,1.0
2013-8,E01000174,Environmental Health,1,1,1.0
2013-8,E01000174,Road Safety & Defects,1,1,1.0
2013-8,E01000175,Environmental Health,1,1,1.0
2013-8,E01000175,Road Safety & Defects,2,1,2.0
2013-8,E01000176,Environmental Health,1,1,1.0
2013-8,E01000177,Environmental Disruptions,1,1,1.0
2013-8,E01000177,Environmental Health,1,1,1.0
2013-8,E01000177,Road Safety & Defects,1,1,1.0
2013-8,E01000178,Environmental Health,1,1,1.0
2013-8,E01000179,Road Safety & Defects,1,1,1.0
2013-8,E01000181,Environmental Health,2,2,1.0
2013-8,E01000182,Road Safety & Defects,1,1,1.0
2013-8,E01000183,Environmental Health,1,1,1.0
2013-8,E01000183,Road Safety & Defects,2,2,1.0
2013-8,E01000184,Environmental Disruptions,1,1,1.0
2013-8,E01000186,Road Safety & Defects,1,1,1.0
2013-8,E01000187,Road Safety & Defects,1,1,1.0
2013-8,E01000188,Environmental Disruptions,1,1,1.0
2013-8,E01000188,Road Safety & Defects,1,1,1.0
2013-8,E01000189,Environmental Health,1,1,1.0
2013-8,E01000191,Environmental Disruptions,1,1,1.0
2013-8,E01000192,Environmental Health,1,1,1.0
2013-8,E01000192,Road Safety & Defects,2,1,2.0
2013-8,E01000194,Environmental Health,2,2,1.0
2013-8,E01000195,Environmental Health,2,2,1.0
2013-8,E01000196,Environmental Health,4,4,1.0
2013-8,E01000196,Road Safety & Defects,1,1,1.0
2013-8,E01000197,Environmental Health,1,1,1.0
2013-8,E01000197,Road Safety & Defects,2,2,1.0
2013-8,E01000198,Road Safety & Defects,5,5,1.0
2013-8,E01000199,Environmental Disruptions,1,1,1.0
2013-8,E01000200,Environmental Disruptions,1,1,1.0
2013-8,E01000200,Road Safety & Defects,3,3,1.0
2013-8,E01000201,Environmental Health,1,1,1.0
2013-8,E01000202,Environmental Disruptions,1,1,1.0
2013-8,E01000202,Road Safety & Defects,2,2,1.0
2013-8,E01000203,Road Safety & Defects,1,1,1.0
2013-8,E01000204,Road Safety & Defects,1,1,1.0
2013-8,E01000206,Road Safety & Defects,3,3,1.0
2013-8,E01000207,Road Safety & Defects,5,4,1.25
2013-8,E01000209,Environmental Health,1,1,1.0
2013-8,E01000209,Road Safety & Defects,2,1,2.0
2013-8,E01000210,Environmental Health,1,1,1.0
2013-8,E01000211,Environmental Disruptions,2,2,1.0
2013-8,E01000211,Environmental Health,3,1,3.0
2013-8,E01000211,Road Safety & Defects,2,2,1.0
2013-8,E01000212,Environmental Health,1,1,1.0
2013-8,E01000212,Road Safety & Defects,1,1,1.0
2013-8,E01000214,Environmental Health,1,1,1.0
2013-8,E01000214,Road Safety & Defects,3,2,1.5
2013-8,E01000215,Environmental Health,2,2,1.0
2013-8,E01000215,Road Safety & Defects,1,1,1.0
2013-8,E01000216,Environmental Health,1,1,1.0
2013-8,E01000217,Environmental Disruptions,1,1,1.0
2013-8,E01000217,Environmental Health,1,1,1.0
2013-8,E01000218,Road Safety & Defects,1,1,1.0
2013-8,E01000220,Environmental Health,1,1,1.0
2013-8,E01000220,Road Safety & Defects,1,1,1.0
2013-8,E01000221,Environmental Health,1,1,1.0
2013-8,E01000221,Road Safety & Defects,4,4,1.0
2013-8,E01000223,Environmental Health,3,3,1.0
2013-8,E01000224,Environmental Health,1,1,1.0
2013-8,E01000224,Road Safety & Defects,1,1,1.0
2013-8,E01000225,Environmental Disruptions,1,1,1.0
2013-8,E01000225,Environmental Health,3,3,1.0
2013-8,E01000225,Road Safety & Defects,1,1,1.0
2013-8,E01000226,Environmental Disruptions,1,1,1.0
2013-8,E01000226,Environmental Health,2,2,1.0
2013-8,E01000226,Road Safety & Defects,1,1,1.0
2013-8,E01000228,Environmental Health,2,2,1.0
2013-8,E01000228,Road Safety & Defects,2,2,1.0
2013-8,E01000229,Environmental Health,2,2,1.0
2013-8,E01000229,Road Safety & Defects,3,2,1.5
2013-8,E01000230,Environmental Health,1,1,1.0
2013-8,E01000231,Road Safety & Defects,1,1,1.0
2013-8,E01000232,Environmental Health,1,1,1.0
2013-8,E01000232,Road Safety & Defects,1,1,1.0
2013-8,E01000233,Road Safety & Defects,1,1,1.0
2013-8,E01000234,Road Safety & Defects,1,1,1.0
2013-8,E01000235,Environmental Health,2,2,1.0
2013-8,E01000236,Road Safety & Defects,2,2,1.0
2013-8,E01000237,Incivilities,1,1,1.0
2013-8,E01000237,Road Safety & Defects,1,1,1.0
2013-8,E01000238,Environmental Disruptions,1,1,1.0
2013-8,E01000238,Environmental Health,2,2,1.0
2013-8,E01000238,Road Safety & Defects,1,1,1.0
2013-8,E01000239,Environmental Health,2,2,1.0
2013-8,E01000239,Road Safety & Defects,1,1,1.0
2013-8,E01000241,Environmental Health,2,2,1.0
2013-8,E01000242,Road Safety & Defects,1,1,1.0
2013-8,E01000243,Environmental Health,3,3,1.0
2013-8,E01000243,Road Safety & Defects,2,2,1.0
2013-8,E01000244,Environmental Health,4,4,1.0
2013-8,E01000244,Road Safety & Defects,1,1,1.0
2013-8,E01000245,Environmental Health,2,2,1.0
2013-8,E01000247,Incivilities,1,1,1.0
2013-8,E01000248,Environmental Health,2,2,1.0
2013-8,E01000248,Road Safety & Defects,2,2,1.0
2013-8,E01000249,Environmental Disruptions,1,1,1.0
2013-8,E01000249,Environmental Health,1,1,1.0
2013-8,E01000249,Incivilities,1,1,1.0
2013-8,E01000249,Road Safety & Defects,2,2,1.0
2013-8,E01000250,Environmental Health,1,1,1.0
2013-8,E01000250,Road Safety & Defects,5,5,1.0
2013-8,E01000251,Road Safety & Defects,1,1,1.0
2013-8,E01000252,Road Safety & Defects,1,1,1.0
2013-8,E01000253,Road Safety & Defects,1,1,1.0
2013-8,E01000254,Environmental Health,2,2,1.0
2013-8,E01000254,Road Safety & Defects,1,1,1.0
2013-8,E01000255,Environmental Disruptions,1,1,1.0
