period,LSOA,SHEF_C_CODE,report_count,user_count,average
2014-6,E01000115,C3,1,1,1.0
2014-6,E01000115,C7,2,2,1.0
2014-6,E01000116,C3,2,2,1.0
2014-6,E01000116,C7,1,1,1.0
2014-6,E01000117,C4,1,1,1.0
2014-6,E01000117,C7,1,1,1.0
2014-6,E01000118,C7,1,1,1.0
2014-6,E01000119,C7,1,1,1.0
2014-6,E01000120,C3,1,1,1.0
2014-6,E01000120,C7,1,1,1.0
2014-6,E01000121,C3,1,1,1.0
2014-6,E01000121,C7,1,1,1.0
2014-6,E01000122,C3,1,1,1.0
2014-6,E01000122,C7,2,2,1.0
2014-6,E01000123,C2,1,1,1.0
2014-6,E01000123,C3,1,1,1.0
2014-6,E01000123,C7,2,2,1.0
2014-6,E01000123,C8,1,1,1.0
2014-6,E01000125,C7,1,1,1.0
2014-6,E01000126,C3,1,1,1.0
2014-6,E01000127,C7,1,1,1.0
2014-6,E01000128,C7,1,1,1.0
2014-6,E01000128,C8,1,1,1.0
2014-6,E01000129,C7,2,2,1.0
2014-6,E01000131,C3,2,2,1.0
2014-6,E01000131,C7,2,2,1.0
2014-6,E01000132,C7,1,1,1.0
2014-6,E01000135,C3,3,3,1.0
2014-6,E01000135,C7,1,1,1.0
2014-6,E01000136,C3,1,1,1.0
2014-6,E01000136,C7,1,1,1.0
2014-6,E01000137,C3,4,2,2.0
2014-6,E01000137,C7,3,3,1.0
2014-6,E01000138,C3,4,4,1.0
2014-6,E01000138,C7,1,1,1.0
2014-6,E01000139,C3,5,4,1.25
2014-6,E01000139,C7,1,1,1.0
2014-6,E01000140,C3,3,2,1.5
2014-6,E01000140,C7,1,1,1.0
2014-6,E01000140,C8,1,1,1.0
2014-6,E01000141,C2,1,1,1.0
2014-6,E01000142,C2,1,1,1.0
2014-6,E01000142,C3,5,4,1.25
2014-6,E01000143,C7,1,1,1.0
2014-6,E01000144,C2,1,1,1.0
2014-6,E01000144,C3,1,1,1.0
2014-6,E01000144,C7,1,1,1.0
2014-6,E01000145,C2,1,1,1.0
2014-6,E01000145,C3,2,2,1.0
2014-6,E01000146,C3,2,2,1.0
2014-6,E01000146,C7,2,2,1.0
2014-6,E01000147,C7,1,1,1.0
2014-6,E01000148,C7,4,2,2.0
2014-6,E01000151,C3,1,1,1.0
2014-6,E01000153,C7,1,1,1.0
2014-6,E01000153,C8,1,1,1.0
2014-6,E01000155,C3,3,2,1.5
2014-6,E01000155,C7,1,1,1.0
2014-6,E01000156,C7,2,2,1.0
2014-6,E01000158,C2,1,1,1.0
2014-6,E01000158,C7,1,1,1.0
2014-6,E01000158,C8,1,1,1.0
2014-6,E01000159,C3,1,1,1.0
2014-6,E01000159,C7,1,1,1.0
2014-6,E01000160,C3,2,1,2.0
2014-6,E01000160,C7,1,1,1.0
2014-6,E01000160,C8,1,1,1.0
2014-6,E01000161,C3,2,2,1.0
2014-6,E01000162,C7,2,2,1.0
2014-6,E01000163,C3,2,1,2.0
2014-6,E01000164,C2,1,1,1.0
2014-6,E01000164,C3,5,3,1.6666666666666667
2014-6,E01000164,C7,3,3,1.0
2014-6,E01000165,C2,1,1,1.0
2014-6,E01000165,C7,1,1,1.0
2014-6,E01000165,C8,1,1,1.0
2014-6,E01000166,C7,1,1,1.0
2014-6,E01000167,C2,1,1,1.0
2014-6,E01000167,C7,1,1,1.0
2014-6,E01000168,C7,2,1,2.0
2014-6,E01000169,C7,2,2,1.0
2014-6,E01000170,C3,2,2,1.0
2014-6,E01000170,C4,1,1,1.0
2014-6,E01000170,C7,2,2,1.0
2014-6,E01000171,C7,1,1,1.0
2014-6,E01000172,C2,1,1,1.0
2014-6,E01000172,C7,2,2,1.0
2014-6,E01000173,C3,1,1,1.0
2014-6,E01000173,C7,2,2,1.0
2014-6,E01000174,C2,1,1,1.0
2014-6,E01000174,C3,1,1,1.0
2014-6,E01000174,C7,2,2,1.0
2014-6,E01000175,C3,1,1,1.0
2014-6,E01000175,C7,1,1,1.0
2014-6,E01000177,C2,1,1,1.0
2014-6,E01000177,C3,2,2,1.0
2014-6,E01000177,C7,1,1,1.0
2014-6,E01000180,C2,1,1,1.0
2014-6,E01000180,C3,2,2,1.0
2014-6,E01000180,C7,3,3,1.0
2014-6,E01000181,C2,2,2,1.0
2014-6,E01000181,C3,2,2,1.0
2014-6,E01000181,C7,2,2,1.0
2014-6,E01000183,C3,4,4,1.0
2014-6,E01000183,C7,2,2,1.0
2014-6,E01000184,C3,1,1,1.0
2014-6,E01000186,C2,3,3,1.0
2014-6,E01000186,C3,1,1,1.0
2014-6,E01000186,C7,1,1,1.0
2014-6,E01000188,C3,1,1,1.0
2014-6,E01000188,C7,1,1,1.0
2014-6,E01000190,C3,1,1,1.0
2014-6,E01000190,C4,1,1,1.0
2014-6,E01000191,C7,2,2,1.0
2014-6,E01000192,C3,2,2,1.0
2014-6,E01000192,C7,1,1,1.0
2014-6,E01000193,C3,1,1,1.0
2014-6,E01000193,C7,1,1,1.0
2014-6,E01000193,C8,1,1,1.0
2014-6,E01000195,C3,1,1,1.0
2014-6,E01000196,C2,1,1,1.0
2014-6,E01000196,C3,4,4,1.0
2014-6,E01000196,C4,1,1,1.0
2014-6,E01000196,C7,1,1,1.0
2014-6,E01000197,C4,1,1,1.0
2014-6,E01000197,C7,4,3,1.3333333333333333
2014-6,E01000198,C3,2,1,2.0
2014-6,E01000198,C7,4,3,1.3333333333333333
2014-6,E01000198,C8,1,1,1.0
2014-6,E01000199,C4,1,1,1.0
2014-6,E01000200,C3,1,1,1.0
2014-6,E01000200,C7,1,1,1.0
2014-6,E01000200,C8,1,1,1.0
2014-6,E01000202,C3,1,1,1.0
2014-6,E01000203,C3,1,1,1.0
2014-6,E01000203,C7,1,1,1.0
2014-6,E01000204,C3,1,1,1.0
2014-6,E01000205,C3,2,2,1.0
2014-6,E01000205,C7,1,1,1.0
2014-6,E01000206,C3,2,2,1.0
2014-6,E01000206,C7,2,2,1.0
2014-6,E01000207,C7,1,1,1.0
2014-6,E01000208,C3,1,1,1.0
2014-6,E01000208,C7,1,1,1.0
2014-6,E01000209,C3,1,1,1.0
2014-6,E01000209,C7,2,2,1.0
2014-6,E01000210,C3,1,1,1.0
2014-6,E01000210,C7,4,3,1.3333333333333333
2014-6,E01000211,C3,2,2,1.0
2014-6,E01000211,C7,3,2,1.5
2014-6,E01000212,C2,1,1,1.0
2014-6,E01000212,C3,1,1,1.0
2014-6,E01000212,C7,1,1,1.0
2014-6,E01000213,C2,1,1,1.0
2014-6,E01000213,C3,1,1,1.0
2014-6,E01000213,C7,4,3,1.3333333333333333
2014-6,E01000214,C3,1,1,1.0
2014-6,E01000214,C7,1,1,1.0
2014-6,E01000216,C2,3,3,1.0
2014-6,E01000216,C7,3,3,1.0
2014-6,E01000218,C3,2,1,2.0
2014-6,E01000218,C7,2,1,2.0
2014-6,E01000219,C2,2,2,1.0
2014-6,E01000219,C3,3,2,1.5
2014-6,E01000220,C7,1,1,1.0
2014-6,E01000221,C3,1,1,1.0
2014-6,E01000222,C3,2,2,1.0
2014-6,E01000222,C4,1,1,1.0
2014-6,E01000222,C7,3,3,1.0
2014-6,E01000223,C3,4,3,1.3333333333333333
2014-6,E01000223,C7,1,1,1.0
2014-6,E01000224,C3,3,3,1.0
2014-6,E01000224,C7,4,2,2.0
2014-6,E01000225,C7,2,2,1.0
2014-6,E01000226,C3,2,2,1.0
