period,LSOA,SHEF_C_CODE,report_count,user_count,average
2016,,C5,1,1,1.0
2016,,C7,1,1,1.0
2016,E01000645,C1,3,3,1.0
2016,E01000645,C2,14,14,1.0
2016,E01000645,C3,20,20,1.0
2016,E01000645,C7,41,28,1.4642857142857142
2016,E01000645,C8,4,4,1.0
2016,E01000646,C1,3,3,1.0
2016,E01000646,C2,13,11,1.1818181818181819
2016,E01000646,C3,17,15,1.1333333333333333
2016,E01000646,C7,23,21,1.0952380952380953
2016,E01000646,C8,6,6,1.0
2016,E01000647,C1,4,3,1.3333333333333333
2016,E01000647,C2,9,8,1.125
2016,E01000647,C3,14,12,1.1666666666666667
2016,E01000647,C4,2,2,1.0
2016,E01000647,C7,11,10,1.1
2016,E01000647,C8,10,8,1.25
2016,E01000648,C1,1,1,1.0
2016,E01000648,C2,7,7,1.0
2016,E01000648,C3,25,19,1.3157894736842106
2016,E01000648,C7,24,22,1.0909090909090908
2016,E01000648,C8,6,6,1.0
2016,E01000649,C1,1,1,1.0
2016,E01000649,C2,6,5,1.2
2016,E01000649,C3,18,13,1.3846153846153846
2016,E01000649,C7,24,21,1.1428571428571428
2016,E01000649,C8,13,12,1.0833333333333333
2016,E01000650,C2,22,17,1.2941176470588236
2016,E01000650,C3,13,12,1.0833333333333333
2016,E01000650,C7,21,18,1.1666666666666667
2016,E01000650,C8,6,5,1.2
2016,E01000651,C1,1,1,1.0
2016,E01000651,C2,15,13,1.1538461538461537
2016,E01000651,C3,13,9,1.4444444444444444
2016,E01000651,C4,1,1,1.0
2016,E01000651,C7,11,9,1.2222222222222223
2016,E01000651,C8,9,9,1.0
2016,E01000652,C1,1,1,1.0
2016,E01000652,C2,14,13,1.0769230769230769
2016,E01000652,C3,9,7,1.2857142857142858
2016,E01000652,C4,2,1,2.0
2016,E01000652,C7,15,15,1.0
2016,E01000652,C8,9,7,1.2857142857142858
2016,E01000653,C1,1,1,1.0
2016,E01000653,C2,7,7,1.0
2016,E01000653,C3,16,13,1.2307692307692308
2016,E01000653,C7,10,8,1.25
2016,E01000653,C8,5,5,1.0
2016,E01000654,C1,2,2,1.0
2016,E01000654,C2,22,19,1.1578947368421053
2016,E01000654,C3,21,16,1.3125
2016,E01000654,C7,39,22,1.7727272727272727
2016,E01000654,C8,12,8,1.5
2016,E01000655,C1,2,2,1.0
2016,E01000655,C2,8,8,1.0
2016,E01000655,C3,20,16,1.25
2016,E01000655,C7,15,10,1.5
2016,E01000655,C8,10,10,1.0
2016,E01000656,C1,3,3,1.0
2016,E01000656,C2,20,18,1.1111111111111112
2016,E01000656,C3,58,36,1.6111111111111112
2016,E01000656,C7,39,21,1.8571428571428572
2016,E01000656,C8,9,7,1.2857142857142858
2016,E01000657,C1,5,5,1.0
2016,E01000657,C2,16,8,2.0
2016,E01000657,C3,18,15,1.2
2016,E01000657,C7,28,21,1.3333333333333333
2016,E01000657,C8,11,10,1.1
2016,E01000658,C2,14,9,1.5555555555555556
2016,E01000658,C3,16,9,1.7777777777777777
2016,E01000658,C4,1,1,1.0
2016,E01000658,C7,30,18,1.6666666666666667
2016,E01000658,C8,9,8,1.125
2016,E01000659,C1,1,1,1.0
2016,E01000659,C2,8,8,1.0
2016,E01000659,C3,12,7,1.7142857142857142
2016,E01000659,C4,1,1,1.0
2016,E01000659,C7,27,22,1.2272727272727273
2016,E01000659,C8,8,8,1.0
2016,E01000661,C1,3,3,1.0
2016,E01000661,C2,25,12,2.0833333333333335
2016,E01000661,C3,121,19,6.368421052631579
2016,E01000661,C4,7,2,3.5
2016,E01000661,C7,22,17,1.2941176470588236
2016,E01000661,C8,14,12,1.1666666666666667
2016,E01000662,C1,2,2,1.0
2016,E01000662,C2,22,10,2.2
2016,E01000662,C3,30,15,2.0
2016,E01000662,C4,4,2,2.0
2016,E01000662,C7,15,12,1.25
2016,E01000662,C8,3,3,1.0
2016,E01000663,C1,1,1,1.0
2016,E01000663,C2,31,16,1.9375
2016,E01000663,C3,35,20,1.75
2016,E01000663,C5,1,1,1.0
2016,E01000663,C7,16,16,1.0
2016,E01000663,C8,3,3,1.0
2016,E01000664,C2,29,16,1.8125
2016,E01000664,C3,33,19,1.736842105263158
2016,E01000664,C4,2,2,1.0
2016,E01000664,C7,25,22,1.1363636363636365
2016,E01000664,C8,2,2,1.0
2016,E01000665,C1,4,4,1.0
2016,E01000665,C2,22,12,1.8333333333333333
2016,E01000665,C3,96,18,5.333333333333333
2016,E01000665,C4,3,2,1.5
2016,E01000665,C7,27,18,1.5
2016,E01000665,C8,8,8,1.0
2016,E01000666,C1,6,6,1.0
2016,E01000666,C2,22,9,2.4444444444444446
2016,E01000666,C3,83,21,3.9523809523809526
2016,E01000666,C4,5,1,5.0
2016,E01000666,C7,36,25,1.44
2016,E01000666,C8,7,6,1.1666666666666667
2016,E01000667,C1,3,3,1.0
2016,E01000667,C2,21,11,1.9090909090909092
2016,E01000667,C3,27,17,1.588235294117647
2016,E01000667,C4,1,1,1.0
2016,E01000667,C7,16,11,1.4545454545454546
2016,E01000667,C8,10,10,1.0
2016,E01000668,C1,5,5,1.0
2016,E01000668,C2,40,12,3.3333333333333335
2016,E01000668,C3,170,30,5.666666666666667
2016,E01000668,C4,1,1,1.0
2016,E01000668,C7,29,23,1.2608695652173914
2016,E01000668,C8,14,14,1.0
2016,E01000669,C1,2,2,1.0
2016,E01000669,C2,12,4,3.0
2016,E01000669,C3,53,15,3.533333333333333
2016,E01000669,C4,1,1,1.0
2016,E01000669,C5,1,1,1.0
2016,E01000669,C7,17,12,1.4166666666666667
2016,E01000669,C8,7,7,1.0
2016,E01000670,C1,3,3,1.0
2016,E01000670,C2,16,14,1.1428571428571428
2016,E01000670,C3,32,27,1.1851851851851851
2016,E01000670,C4,3,2,1.5
2016,E01000670,C5,1,1,1.0
2016,E01000670,C7,33,32,1.03125
2016,E01000670,C8,5,4,1.25
2016,E01000671,C1,2,2,1.0
2016,E01000671,C2,11,9,1.2222222222222223
2016,E01000671,C3,55,23,2.391304347826087
2016,E01000671,C7,30,19,1.5789473684210527
2016,E01000671,C8,5,4,1.25
2016,E01000672,C2,5,5,1.0
2016,E01000672,C3,24,17,1.411764705882353
2016,E01000672,C4,1,1,1.0
2016,E01000672,C7,6,6,1.0
2016,E01000672,C8,7,7,1.0
2016,E01000673,C1,3,3,1.0
2016,E01000673,C2,9,9,1.0
2016,E01000673,C3,46,30,1.5333333333333334
2016,E01000673,C4,1,1,1.0
2016,E01000673,C7,11,10,1.1
2016,E01000673,C8,6,6,1.0
2016,E01000674,C1,1,1,1.0
2016,E01000674,C2,8,6,1.3333333333333333
2016,E01000674,C3,27,17,1.588235294117647
2016,E01000674,C4,6,2,3.0
2016,E01000674,C7,10,10,1.0
2016,E01000674,C8,4,3,1.3333333333333333
2016,E01000675,C1,3,3,1.0
2016,E01000675,C2,18,18,1.0
2016,E01000675,C3,81,34,2.3823529411764706
2016,E01000675,C4,6,5,1.2
2016,E01000675,C5,1,1,1.0
2016,E01000675,C7,53,41,1.2926829268292683
2016,E01000675,C8,5,5,1.0
2016,E01000676,C1,2,2,1.0
2016,E01000676,C2,11,9,1.2222222222222223
2016,E01000676,C3,79,41,1.9268292682926829
2016,E01000676,C4,4,3,1.3333333333333333
2016,E01000676,C7,29,17,1.7058823529411764
2016,E01000676,C8,6,6,1.0
2016,E01000677,C1,2,2,1.0
2016,E01000677,C2,26,21,1.2380952380952381
2016,E01000677,C3,102,47,2.1702127659574466
2016,E01000677,C4,4,4,1.0
2016,E01000677,C7,17,16,1.0625
2016,E01000677,C8,6,6,1.0
2016,E01000678,C1,3,3,1.0
2016,E01000678,C2,23,18,1.2777777777777777
2016,E01000678,C3,21,18,1.1666666666666667
2016,E01000678,C4,2,2,1.0
2016,E01000678,C7,10,10,1.0
2016,E01000678,C8,8,8,1.0
2016,E01000679,C1,1,1,1.0
2016,E01000679,C2,5,4,1.25
2016,E01000679,C3,27,19,1.4210526315789473
2016,E01000679,C7,15,15,1.0
2016,E01000679,C8,2,2,1.0
2016,E01000680,C1,10,9,1.1111111111111112
2016,E01000680,C2,33,29,1.1379310344827587
2016,E01000680,C3,79,42,1.880952380952381
2016,E01000680,C4,1,1,1.0
2016,E01000680,C7,38,30,1.2666666666666666
2016,E01000680,C8,16,12,1.3333333333333333
2016,E01000681,C1,7,6,1.1666666666666667
2016,E01000681,C2,17,9,1.8888888888888888
2016,E01000681,C3,12,11,1.0909090909090908
2016,E01000681,C4,2,2,1.0
2016,E01000681,C7,14,11,1.2727272727272727
2016,E01000681,C8,10,9,1.1111111111111112
2016,E01000682,C1,4,4,1.0
2016,E01000682,C2,7,7,1.0
2016,E01000682,C3,20,17,1.1764705882352942
2016,E01000682,C7,16,16,1.0
2016,E01000682,C8,7,7,1.0
2016,E01000683,C1,2,2,1.0
2016,E01000683,C2,15,11,1.3636363636363635
2016,E01000683,C3,34,23,1.4782608695652173
2016,E01000683,C7,28,14,2.0
2016,E01000683,C8,7,7,1.0
2016,E01000684,C1,3,3,1.0
2016,E01000684,C2,24,14,1.7142857142857142
2016,E01000684,C3,12,6,2.0
2016,E01000684,C4,1,1,1.0
2016,E01000684,C7,25,20,1.25
2016,E01000684,C8,1,1,1.0
2016,E01000685,C1,2,2,1.0
2016,E01000685,C2,22,19,1.1578947368421053
2016,E01000685,C3,28,21,1.3333333333333333
2016,E01000685,C4,4,2,2.0
2016,E01000685,C7,32,22,1.4545454545454546
2016,E01000685,C8,4,4,1.0
2016,E01000686,C1,2,2,1.0
2016,E01000686,C2,15,13,1.1538461538461537
2016,E01000686,C3,32,23,1.391304347826087
2016,E01000686,C4,2,2,1.0
2016,E01000686,C7,13,12,1.0833333333333333
2016,E01000686,C8,3,3,1.0
2016,E01000687,C1,2,2,1.0
2016,E01000687,C2,9,9,1.0
2016,E01000687,C3,24,23,1.0434782608695652
2016,E01000687,C4,3,2,1.5
2016,E01000687,C7,20,18,1.1111111111111112
2016,E01000687,C8,13,11,1.1818181818181819
2016,E01000688,C1,2,1,2.0
2016,E01000688,C2,14,11,1.2727272727272727
2016,E01000688,C3,9,8,1.125
2016,E01000688,C4,1,1,1.0
2016,E01000688,C7,10,9,1.1111111111111112
2016,E01000688,C8,4,4,1.0
2016,E01000689,C1,1,1,1.0
2016,E01000689,C2,16,13,1.2307692307692308
2016,E01000689,C3,23,16,1.4375
2016,E01000689,C7,6,5,1.2
2016,E01000689,C8,7,7,1.0
2016,E01000690,C1,1,1,1.0
2016,E01000690,C2,9,9,1.0
2016,E01000690,C3,18,14,1.2857142857142858
2016,E01000690,C4,1,1,1.0
2016,E01000690,C7,16,14,1.1428571428571428
2016,E01000690,C8,3,3,1.0
2016,E01000691,C1,5,5,1.0
2016,E01000691,C2,25,16,1.5625
2016,E01000691,C3,30,28,1.0714285714285714
2016,E01000691,C4,2,2,1.0
2016,E01000691,C7,36,23,1.565217391304348
2016,E01000691,C8,10,10,1.0
2016,E01000692,C1,13,9,1.4444444444444444
2016,E01000692,C2,12,11,1.0909090909090908
2016,E01000692,C3,39,28,1.3928571428571428
2016,E01000692,C4,1,1,1.0
2016,E01000692,C7,29,25,1.16
2016,E01000692,C8,6,6,1.0
2016,E01000693,C1,2,2,1.0
2016,E01000693,C2,13,11,1.1818181818181819
2016,E01000693,C3,20,16,1.25
2016,E01000693,C4,2,2,1.0
2016,E01000693,C7,32,23,1.391304347826087
2016,E01000693,C8,5,5,1.0
2016,E01000694,C1,3,3,1.0
2016,E01000694,C2,14,14,1.0
2016,E01000694,C3,32,27,1.1851851851851851
2016,E01000694,C7,33,27,1.2222222222222223
2016,E01000694,C8,6,5,1.2
2016,E01000695,C1,4,4,1.0
2016,E01000695,C2,11,9,1.2222222222222223
2016,E01000695,C3,17,14,1.2142857142857142
2016,E01000695,C4,1,1,1.0
2016,E01000695,C7,16,10,1.6
2016,E01000695,C8,7,7,1.0
2016,E01000696,C1,2,2,1.0
2016,E01000696,C2,18,17,1.0588235294117647
2016,E01000696,C3,28,21,1.3333333333333333
2016,E01000696,C7,43,31,1.3870967741935485
2016,E01000696,C8,10,8,1.25
2016,E01000697,C2,11,10,1.1
2016,E01000697,C3,17,15,1.1333333333333333
2016,E01000697,C4,2,1,2.0
2016,E01000697,C7,21,19,1.105263157894737
2016,E01000697,C8,4,2,2.0
2016,E01000698,C1,1,1,1.0
