period,LSOA,SHEF_C,report_count,user_count,average
2013,E01000115,Environmental Disruptions,2,2,1.0
2013,E01000115,Environmental Health,3,3,1.0
2013,E01000115,Road Safety & Defects,14,13,1.0769230769230769
2013,E01000116,Environmental Disruptions,2,2,1.0
2013,E01000116,Environmental Health,6,6,1.0
2013,E01000116,Road Safety & Defects,11,10,1.1
2013,E01000117,Environmental Disruptions,3,3,1.0
2013,E01000117,Environmental Health,11,9,1.2222222222222223
2013,E01000117,Road Safety & Defects,17,17,1.0
2013,E01000118,Environmental Health,5,4,1.25
2013,E01000118,Road Safety & Defects,23,21,1.0952380952380953
2013,E01000119,Environmental Disruptions,2,2,1.0
2013,E01000119,Environmental Health,4,4,1.0
2013,E01000119,Road Safety & Defects,15,13,1.1538461538461537
2013,E01000120,Environmental Disruptions,2,2,1.0
2013,E01000120,Environmental Health,4,4,1.0
2013,E01000120,Incivilities,1,1,1.0
2013,E01000120,Road Safety & Defects,17,16,1.0625
2013,E01000121,Environmental Disruptions,1,1,1.0
2013,E01000121,Environmental Health,4,3,1.3333333333333333
2013,E01000121,Road Safety & Defects,13,11,1.1818181818181819
2013,E01000122,Environmental Disruptions,1,1,1.0
2013,E01000122,Environmental Health,3,2,1.5
2013,E01000122,Road Safety & Defects,10,9,1.1111111111111112
2013,E01000123,Environmental Disruptions,1,1,1.0
2013,E01000123,Environmental Health,12,11,1.0909090909090908
2013,E01000123,Road Safety & Defects,15,14,1.0714285714285714
2013,E01000124,Environmental Health,16,12,1.3333333333333333
2013,E01000124,Road Safety & Defects,21,19,1.105263157894737
2013,E01000125,Environmental Disruptions,3,2,1.5
2013,E01000125,Environmental Health,8,8,1.0
2013,E01000125,Road Safety & Defects,5,4,1.25
2013,E01000126,Environmental Disruptions,2,2,1.0
2013,E01000126,Environmental Health,16,6,2.6666666666666665
2013,E01000126,Road Safety & Defects,7,7,1.0
2013,E01000127,Environmental Disruptions,3,2,1.5
2013,E01000127,Environmental Health,19,10,1.9
