lsoa,reports,unique_users,average_per_user
E01000115,2,2,1.0
E01000116,2,2,1.0
E01000117,4,3,1.3333333333333333
E01000118,1,1,1.0
E01000119,3,3,1.0
E01000120,1,1,1.0
E01000121,2,2,1.0
E01000122,1,1,1.0
E01000123,3,3,1.0
E01000124,1,1,1.0
E01000125,3,3,1.0
E01000126,2,1,2.0
E01000127,3,2,1.5
E01000129,1,1,1.0
E01000131,1,1,1.0
E01000132,1,1,1.0
E01000133,1,1,1.0
E01000135,2,2,1.0
E01000136,1,1,1.0
E01000138,4,2,2.0
E01000139,8,2,4.0
E01000140,1,1,1.0
E01000141,2,2,1.0
E01000142,1,1,1.0
E01000144,1,1,1.0
E01000145,1,1,1.0
E01000150,2,2,1.0
E01000152,1,1,1.0
E01000153,1,1,1.0
E01000154,1,1,1.0
E01000155,4,3,1.3333333333333333
E01000156,1,1,1.0
E01000157,1,1,1.0
E01000160,2,2,1.0
E01000161,2,2,1.0
E01000165,2,2,1.0
E01000170,1,1,1.0
E01000171,1,1,1.0
E01000173,1,1,1.0
E01000174,1,1,1.0
E01000177,1,1,1.0
E01000181,2,2,1.0
E01000182,1,1,1.0
E01000183,1,1,1.0
E01000186,2,2,1.0
E01000187,1,1,1.0
E01000188,1,1,1.0
E01000189,1,1,1.0
E01000190,1,1,1.0
E01000191,1,1,1.0
E01000192,2,2,1.0
E01000193,1,1,1.0
E01000194,7,3,2.3333333333333335
E01000195,1,1,1.0
E01000196,7,7,1.0
E01000197,1,1,1.0
E01000198,1,1,1.0
E01000201,2,1,2.0
E01000203,2,2,1.0
E01000204,2,2,1.0
E01000206,2,2,1.0
E01000207,6,5,1.2
E01000208,1,1,1.0
E01000209,2,2,1.0
E01000210,3,3,1.0
E01000211,3,3,1.0
E01000214,5,4,1.25
E01000215,2,2,1.0
E01000216,2,2,1.0
E01000219,2,2,1.0
E01000221,3,1,3.0
E01000222,3,3,1.0
E01000224,1,1,1.0
E01000228,1,1,1.0
E01000230,1,1,1.0
E01000231,1,1,1.0
E01000232,1,1,1.0
E01000233,3,3,1.0
E01000234,4,1,4.0
E01000235,1,1,1.0
E01000236,1,1,1.0
E01000237,10,2,5.0
E01000238,2,2,1.0
E01000239,1,1,1.0
E01000241,4,3,1.3333333333333333
E01000242,2,2,1.0
E01000243,1,1,1.0
E01000244,1,1,1.0
E01000245,1,1,1.0
E01000246,1,1,1.0
E01000248,1,1,1.0
E01000249,1,1,1.0
E01000250,1,1,1.0
E01000251,1,1,1.0
E01000256,1,1,1.0
E01000257,1,1,1.0
E01000258,2,2,1.0
E01000259,3,3,1.0
E01000260,2,2,1.0
E01000261,1,1,1.0
E01000262,3,3,1.0
E01000263,1,1,1.0
E01000264,5,4,1.25
E01000266,1,1,1.0
E01000267,2,2,1.0
E01000268,3,3,1.0
E01000271,3,3,1.0
E01000273,2,2,1.0
E01000277,2,2,1.0
E01000279,6,4,1.5
E01000283,2,2,1.0
E01000284,2,2,1.0
E01000285,1,1,1.0
E01000286,3,3,1.0
E01000292,1,1,1.0
E01000293,3,3,1.0
E01000294,2,2,1.0
E01000295,3,3,1.0
E01000296,1,1,1.0
E01000297,2,2,1.0
E01000298,4,4,1.0
E01000299,2,1,2.0
E01000301,3,3,1.0
E01000303,1,1,1.0
E01000305,5,1,5.0
E01000306,13,3,4.333333333333333
E01000307,9,3,3.0
E01000309,11,7,1.5714285714285714
E01000310,8,3,2.6666666666666665
E01000311,2,2,1.0
E01000312,1,1,1.0
E01000313,6,3,2.0
E01000314,14,5,2.8
E01000315,1,1,1.0
E01000316,2,2,1.0
E01000318,1,1,1.0
E01000319,2,1,2.0
E01000321,1,1,1.0
E01000322,1,1,1.0
E01000323,3,2,1.5
E01000513,1,1,1.0
E01000645,2,2,1.0
E01000646,1,1,1.0
