lsoa,reports,unique_users,average_per_user
E01000115,3,3,1.0
E01000116,4,3,1.3333333333333333
E01000117,4,4,1.0
E01000118,1,1,1.0
E01000119,2,2,1.0
E01000120,2,2,1.0
E01000122,1,1,1.0
E01000124,1,1,1.0
E01000125,3,1,3.0
E01000126,3,3,1.0
E01000127,2,1,2.0
E01000128,3,3,1.0
E01000129,3,2,1.5
E01000130,2,2,1.0
E01000131,4,4,1.0
E01000132,1,1,1.0
E01000135,1,1,1.0
E01000138,4,2,2.0
E01000139,1,1,1.0
E01000140,2,2,1.0
E01000141,3,3,1.0
E01000145,2,2,1.0
E01000146,3,3,1.0
E01000147,2,2,1.0
E01000150,1,1,1.0
E01000152,2,2,1.0
E01000153,1,1,1.0
E01000155,1,1,1.0
E01000156,2,2,1.0
E01000157,2,2,1.0
E01000158,2,2,1.0
E01000159,4,2,2.0
E01000160,3,3,1.0
E01000161,1,1,1.0
E01000162,3,3,1.0
E01000163,1,1,1.0
E01000164,7,6,1.1666666666666667
E01000165,1,1,1.0
E01000166,2,2,1.0
E01000167,6,3,2.0
E01000170,1,1,1.0
E01000171,2,2,1.0
E01000172,2,1,2.0
E01000174,2,2,1.0
E01000176,2,2,1.0
E01000177,6,6,1.0
E01000178,1,1,1.0
E01000182,1,1,1.0
E01000186,2,2,1.0
E01000187,1,1,1.0
E01000188,1,1,1.0
E01000190,1,1,1.0
E01000191,1,1,1.0
E01000192,4,4,1.0
E01000193,2,2,1.0
E01000194,2,2,1.0
E01000196,2,2,1.0
E01000197,4,2,2.0
E01000198,1,1,1.0
E01000199,1,1,1.0
E01000201,1,1,1.0
E01000202,3,3,1.0
E01000204,2,2,1.0
E01000205,1,1,1.0
E01000206,2,2,1.0
E01000207,1,1,1.0
E01000208,4,3,1.3333333333333333
E01000209,2,2,1.0
E01000210,3,3,1.0
E01000212,2,2,1.0
E01000213,2,2,1.0
E01000214,1,1,1.0
E01000215,1,1,1.0
E01000216,1,1,1.0
E01000217,1,1,1.0
E01000218,2,2,1.0
E01000219,5,3,1.6666666666666667
E01000220,1,1,1.0
E01000221,3,3,1.0
E01000222,1,1,1.0
E01000223,4,4,1.0
E01000224,7,5,1.4
E01000225,3,2,1.5
E01000226,5,1,5.0
E01000227,1,1,1.0
E01000228,6,5,1.2
E01000229,1,1,1.0
E01000230,3,3,1.0
E01000231,2,2,1.0
E01000232,2,2,1.0
E01000233,2,2,1.0
E01000234,3,3,1.0
E01000235,1,1,1.0
E01000236,1,1,1.0
E01000237,4,3,1.3333333333333333
E01000238,2,1,2.0
E01000239,2,2,1.0
E01000240,1,1,1.0
E01000241,1,1,1.0
E01000242,1,1,1.0
E01000243,3,3,1.0
E01000244,1,1,1.0
E01000245,3,3,1.0
E01000246,2,2,1.0
E01000248,4,3,1.3333333333333333
E01000249,2,2,1.0
E01000250,1,1,1.0
E01000253,3,3,1.0
E01000254,1,1,1.0
E01000255,4,4,1.0
E01000256,7,7,1.0
E01000257,1,1,1.0
E01000258,6,5,1.2
E01000259,1,1,1.0
E01000260,4,2,2.0
E01000261,5,5,1.0
E01000262,3,3,1.0
E01000263,5,4,1.25
