period,LSOA,report_count,user_count,average
2014-11,E01000115,3,2,1.5
2014-11,E01000116,2,2,1.0
2014-11,E01000117,7,4,1.75
2014-11,E01000118,2,2,1.0
2014-11,E01000119,2,2,1.0
2014-11,E01000120,1,1,1.0
2014-11,E01000121,1,1,1.0
2014-11,E01000122,3,3,1.0
2014-11,E01000123,2,2,1.0
2014-11,E01000125,6,4,1.5
2014-11,E01000126,2,2,1.0
2014-11,E01000127,1,1,1.0
2014-11,E01000129,2,2,1.0
2014-11,E01000131,3,3,1.0
2014-11,E01000135,5,4,1.25
2014-11,E01000136,6,4,1.5
2014-11,E01000137,1,1,1.0
2014-11,E01000138,4,4,1.0
2014-11,E01000139,3,3,1.0
2014-11,E01000140,2,2,1.0
2014-11,E01000142,11,9,1.2222222222222223
2014-11,E01000143,2,2,1.0
2014-11,E01000144,4,4,1.0
2014-11,E01000145,2,2,1.0
2014-11,E01000146,4,3,1.3333333333333333
2014-11,E01000147,3,3,1.0
2014-11,E01000148,5,5,1.0
2014-11,E01000150,2,2,1.0
2014-11,E01000151,1,1,1.0
2014-11,E01000152,1,1,1.0
2014-11,E01000155,3,3,1.0
2014-11,E01000156,4,3,1.3333333333333333
2014-11,E01000157,1,1,1.0
2014-11,E01000158,1,1,1.0
2014-11,E01000159,1,1,1.0
2014-11,E01000160,5,5,1.0
2014-11,E01000162,2,2,1.0
2014-11,E01000164,1,1,1.0
2014-11,E01000165,2,2,1.0
2014-11,E01000166,2,2,1.0
2014-11,E01000167,4,3,1.3333333333333333
2014-11,E01000168,1,1,1.0
2014-11,E01000169,3,3,1.0
2014-11,E01000170,1,1,1.0
2014-11,E01000171,1,1,1.0
2014-11,E01000172,1,1,1.0
2014-11,E01000173,3,3,1.0
2014-11,E01000174,1,1,1.0
2014-11,E01000175,6,6,1.0
2014-11,E01000176,3,3,1.0
2014-11,E01000177,2,2,1.0
2014-11,E01000179,2,1,2.0
2014-11,E01000180,3,3,1.0
2014-11,E01000181,5,5,1.0
2014-11,E01000182,3,3,1.0
2014-11,E01000183,2,2,1.0
2014-11,E01000184,2,1,2.0
2014-11,E01000186,1,1,1.0
2014-11,E01000187,3,3,1.0
2014-11,E01000188,1,1,1.0
2014-11,E01000190,3,3,1.0
2014-11,E01000191,2,2,1.0
2014-11,E01000192,1,1,1.0
2014-11,E01000195,1,1,1.0
2014-11,E01000196,3,2,1.5
2014-11,E01000197,6,5,1.2
2014-11,E01000198,1,1,1.0
2014-11,E01000200,1,1,1.0
2014-11,E01000202,5,4,1.25
2014-11,E01000203,3,3,1.0
2014-11,E01000204,1,1,1.0
2014-11,E01000205,4,4,1.0
2014-11,E01000206,8,7,1.1428571428571428
2014-11,E01000207,2,2,1.0
2014-11,E01000208,4,4,1.0
2014-11,E01000210,4,4,1.0
2014-11,E01000211,3,2,1.5
2014-11,E01000212,1,1,1.0
2014-11,E01000213,4,3,1.3333333333333333
2014-11,E01000214,1,1,1.0
2014-11,E01000215,4,2,2.0
2014-11,E01000217,5,5,1.0
2014-11,E01000218,1,1,1.0
2014-11,E01000219,4,4,1.0
2014-11,E01000221,4,4,1.0
2014-11,E01000222,1,1,1.0
2014-11,E01000223,3,2,1.5
2014-11,E01000224,6,4,1.5
2014-11,E01000225,2,2,1.0
2014-11,E01000226,1,1,1.0
2014-11,E01000228,5,5,1.0
2014-11,E01000229,3,3,1.0
2014-11,E01000232,1,1,1.0
2014-11,E01000233,2,2,1.0
2014-11,E01000234,1,1,1.0
2014-11,E01000235,2,2,1.0
2014-11,E01000236,3,2,1.5
2014-11,E01000237,2,2,1.0
2014-11,E01000238,3,3,1.0
2014-11,E01000239,1,1,1.0
2014-11,E01000240,1,1,1.0
2014-11,E01000241,2,2,1.0
2014-11,E01000242,3,3,1.0
2014-11,E01000243,2,2,1.0
2014-11,E01000245,1,1,1.0
2014-11,E01000246,2,2,1.0
2014-11,E01000247,2,2,1.0
2014-11,E01000249,3,2,1.5
2014-11,E01000250,4,4,1.0
2014-11,E01000251,1,1,1.0
2014-11,E01000252,1,1,1.0
2014-11,E01000253,8,4,2.0
2014-11,E01000255,3,3,1.0
2014-11,E01000256,3,3,1.0
2014-11,E01000257,4,4,1.0
2014-11,E01000258,3,3,1.0
2014-11,E01000260,6,6,1.0
2014-11,E01000261,1,1,1.0
2014-11,E01000262,2,2,1.0
2014-11,E01000263,4,4,1.0
2014-11,E01000264,4,4,1.0
2014-11,E01000265,3,3,1.0
2014-11,E01000266,2,2,1.0
2014-11,E01000267,1,1,1.0
2014-11,E01000269,2,2,1.0
2014-11,E01000270,1,1,1.0
2014-11,E01000271,3,3,1.0
2014-11,E01000272,2,2,1.0
2014-11,E01000273,2,1,2.0
2014-11,E01000274,1,1,1.0
2014-11,E01000275,2,2,1.0
2014-11,E01000278,1,1,1.0
2014-11,E01000279,1,1,1.0
2014-11,E01000280,4,3,1.3333333333333333
2014-11,E01000281,1,1,1.0
2014-11,E01000282,3,3,1.0
2014-11,E01000283,2,2,1.0
2014-11,E01000284,2,2,1.0
2014-11,E01000285,3,3,1.0
2014-11,E01000286,2,2,1.0
2014-11,E01000288,2,2,1.0
2014-11,E01000289,3,3,1.0
2014-11,E01000290,6,3,2.0
2014-11,E01000292,4,4,1.0
2014-11,E01000293,2,2,1.0
2014-11,E01000294,4,3,1.3333333333333333
2014-11,E01000295,1,1,1.0
2014-11,E01000296,2,2,1.0
2014-11,E01000297,1,1,1.0
2014-11,E01000298,1,1,1.0
2014-11,E01000299,4,4,1.0
2014-11,E01000301,2,2,1.0
2014-11,E01000302,4,4,1.0
2014-11,E01000303,2,2,1.0
2014-11,E01000304,3,3,1.0
2014-11,E01000305,1,1,1.0
2014-11,E01000306,2,2,1.0
2014-11,E01000307,6,4,1.5
2014-11,E01000308,1,1,1.0
2014-11,E01000309,4,4,1.0
2014-11,E01000310,3,3,1.0
2014-11,E01000311,1,1,1.0
2014-11,E01000312,1,1,1.0
2014-11,E01000315,1,1,1.0
2014-11,E01000316,4,4,1.0
2014-11,E01000317,2,1,2.0
2014-11,E01000318,2,2,1.0
2014-11,E01000319,3,3,1.0
2014-11,E01000321,2,2,1.0
2014-11,E01000322,2,2,1.0
2014-11,E01000323,2,1,2.0
2014-11,E01000324,2,2,1.0
2014-11,E01000645,9,7,1.2857142857142858
2014-11,E01000646,6,5,1.2
2014-11,E01000647,1,1,1.0
2014-11,E01000648,11,8,1.375
2014-11,E01000649,4,4,1.0
2014-11,E01000650,4,3,1.3333333333333333
2014-11,E01000651,4,4,1.0
2014-11,E01000652,2,2,1.0
2014-11,E01000653,5,4,1.25
2014-11,E01000654,7,6,1.1666666666666667
2014-11,E01000655,4,4,1.0
2014-11,E01000656,9,7,1.2857142857142858
2014-11,E01000657,4,4,1.0
2014-11,E01000658,7,5,1.4
2014-11,E01000659,3,3,1.0
2014-11,E01000661,3,3,1.0
2014-11,E01000662,7,7,1.0
2014-11,E01000663,2,2,1.0
2014-11,E01000664,5,5,1.0
2014-11,E01000665,4,3,1.3333333333333333
2014-11,E01000666,11,8,1.375
2014-11,E01000667,5,4,1.25
2014-11,E01000668,15,5,3.0
2014-11,E01000669,4,4,1.0
2014-11,E01000670,11,8,1.375
2014-11,E01000671,10,8,1.25
2014-11,E01000672,3,3,1.0
2014-11,E01000673,5,5,1.0
