lsoa,reports,unique_users,average_per_user
E01000116,1,1,1.0
E01000117,1,1,1.0
E01000119,1,1,1.0
E01000120,1,1,1.0
E01000122,1,1,1.0
E01000123,2,2,1.0
E01000124,1,1,1.0
E01000125,1,1,1.0
E01000127,1,1,1.0
E01000129,1,1,1.0
E01000132,2,2,1.0
E01000133,1,1,1.0
E01000134,1,1,1.0
E01000139,2,1,2.0
E01000143,1,1,1.0
E01000144,2,2,1.0
E01000147,1,1,1.0
E01000153,2,1,2.0
E01000158,1,1,1.0
E01000163,1,1,1.0
E01000166,1,1,1.0
E01000170,1,1,1.0
E01000171,1,1,1.0
E01000176,1,1,1.0
E01000178,2,2,1.0
E01000181,1,1,1.0
E01000182,1,1,1.0
E01000183,2,1,2.0
E01000186,1,1,1.0
E01000187,2,2,1.0
E01000188,1,1,1.0
E01000189,1,1,1.0
E01000192,1,1,1.0
E01000195,1,1,1.0
E01000199,1,1,1.0
E01000200,1,1,1.0
E01000206,2,2,1.0
E01000211,1,1,1.0
E01000214,2,2,1.0
E01000215,1,1,1.0
E01000216,1,1,1.0
E01000217,3,3,1.0
E01000223,1,1,1.0
E01000224,4,1,4.0
E01000227,1,1,1.0
E01000228,1,1,1.0
E01000231,1,1,1.0
E01000233,1,1,1.0
E01000236,1,1,1.0
E01000237,1,1,1.0
E01000242,1,1,1.0
E01000246,1,1,1.0
E01000247,1,1,1.0
E01000248,1,1,1.0
E01000249,1,1,1.0
E01000252,1,1,1.0
E01000253,1,1,1.0
E01000259,1,1,1.0
E01000263,1,1,1.0
E01000264,1,1,1.0
E01000265,1,1,1.0
E01000266,1,1,1.0
E01000273,1,1,1.0
E01000274,1,1,1.0
E01000275,2,2,1.0
E01000280,6,3,2.0
E01000282,3,2,1.5
E01000286,1,1,1.0
E01000290,1,1,1.0
E01000294,1,1,1.0
E01000296,3,3,1.0
E01000298,2,1,2.0
E01000300,2,2,1.0
E01000301,1,1,1.0
E01000302,1,1,1.0
E01000303,1,1,1.0
E01000304,2,1,2.0
E01000308,1,1,1.0
E01000310,1,1,1.0
E01000312,1,1,1.0
E01000314,1,1,1.0
E01000316,1,1,1.0
E01000645,1,1,1.0
E01000646,4,4,1.0
E01000647,7,7,1.0
E01000648,8,7,1.1428571428571428
E01000649,9,8,1.125
E01000650,7,6,1.1666666666666667
E01000651,4,3,1.3333333333333333
E01000652,5,5,1.0
E01000653,3,3,1.0
E01000654,3,3,1.0
E01000655,7,7,1.0
E01000656,6,4,1.5
E01000657,6,4,1.5
E01000658,4,4,1.0
E01000659,3,3,1.0
E01000661,10,5,2.0
E01000662,4,4,1.0
E01000663,5,5,1.0
E01000664,6,4,1.5
E01000665,9,4,2.25
E01000666,15,4,3.75
E01000667,15,8,1.875
E01000668,20,8,2.5
E01000669,6,5,1.2
E01000670,5,5,1.0
E01000671,7,6,1.1666666666666667
E01000672,7,7,1.0
E01000673,7,6,1.1666666666666667
E01000674,10,9,1.1111111111111112
E01000675,15,10,1.5
E01000676,20,11,1.8181818181818181
E01000677,15,11,1.3636363636363635
E01000678,4,4,1.0
E01000679,9,7,1.2857142857142858
E01000680,25,22,1.1363636363636365
E01000681,3,3,1.0
E01000682,4,4,1.0
E01000683,7,6,1.1666666666666667
E01000684,5,3,1.6666666666666667
E01000685,8,6,1.3333333333333333
E01000686,3,2,1.5
E01000687,2,2,1.0
E01000688,5,5,1.0
E01000689,4,3,1.3333333333333333
E01000690,2,2,1.0
E01000691,1,1,1.0
E01000692,6,5,1.2
E01000693,3,3,1.0
E01000694,6,6,1.0
E01000695,5,5,1.0
E01000696,7,6,1.1666666666666667
E01000697,10,8,1.25
E01000698,1,1,1.0
E01000699,6,3,2.0
E01000700,3,3,1.0
E01000701,2,2,1.0
E01000702,6,5,1.2
