lsoa,reports,unique_users,average_per_user
E01000645,82,61,1.3442622950819672
E01000646,62,50,1.24
E01000647,50,40,1.25
E01000648,63,50,1.26
E01000649,62,47,1.3191489361702127
E01000650,62,48,1.2916666666666667
E01000651,50,39,1.2820512820512822
E01000652,50,36,1.3888888888888888
E01000653,39,31,1.2580645161290323
E01000654,96,54,1.7777777777777777
E01000655,55,40,1.375
E01000656,129,68,1.8970588235294117
E01000657,78,47,1.6595744680851063
E01000658,70,37,1.8918918918918919
E01000659,57,43,1.3255813953488371
E01000661,192,55,3.4909090909090907
E01000662,76,34,2.235294117647059
E01000663,87,49,1.7755102040816326
E01000664,91,56,1.625
E01000665,160,52,3.076923076923077
E01000666,159,63,2.5238095238095237
E01000667,78,46,1.6956521739130435
E01000668,259,71,3.647887323943662
E01000669,93,39,2.3846153846153846
E01000670,93,72,1.2916666666666667
E01000671,103,49,2.1020408163265305
E01000672,43,32,1.34375
E01000673,76,53,1.4339622641509433
E01000674,56,36,1.5555555555555556
E01000675,167,96,1.7395833333333333
E01000676,131,67,1.955223880597015
E01000677,157,84,1.869047619047619
E01000678,67,51,1.3137254901960784
E01000679,50,38,1.3157894736842106
E01000680,177,105,1.6857142857142857
E01000681,62,43,1.441860465116279
E01000682,54,44,1.2272727272727273
E01000683,86,50,1.72
E01000684,66,41,1.6097560975609757
E01000685,92,56,1.6428571428571428
E01000686,67,49,1.3673469387755102
E01000687,71,62,1.1451612903225807
E01000688,40,29,1.3793103448275863
E01000689,53,33,1.606060606060606
E01000690,48,31,1.5483870967741935
E01000691,108,66,1.6363636363636365
E01000692,100,69,1.4492753623188406
E01000693,74,53,1.3962264150943395
E01000694,88,68,1.2941176470588236
E01000695,56,38,1.4736842105263157
E01000696,101,71,1.4225352112676057
E01000697,55,38,1.4473684210526316
E01000698,69,49,1.4081632653061225
E01000699,94,51,1.8431372549019607
E01000700,88,55,1.6
E01000701,61,33,1.8484848484848484
E01000702,74,44,1.6818181818181819
E01000703,94,65,1.4461538461538461
E01000704,112,71,1.5774647887323943
E01000705,39,34,1.1470588235294117
E01000706,96,55,1.7454545454545454
E01000707,60,51,1.1764705882352942
