period,LAD,SHEF_B,report_count,user_count,average
2018-2,E06000001,Bus Stops Damage,1,1,1.0
2018-2,E06000001,Highways Enquiries,4,4,1.0
2018-2,E06000001,Open Spaces/Parks,1,1,1.0
2018-2,E06000001,Other,1,1,1.0
2018-2,E06000001,Pavement /Footway Defects,3,3,1.0
2018-2,E06000001,Road Surface Defects,6,6,1.0
2018-2,E06000001,Rubbish,12,7,1.7142857142857142
2018-2,E06000001,Street Lights,6,6,1.0
2018-2,E06000002,Highways Enquiries,5,5,1.0
2018-2,E06000002,Other,2,2,1.0
2018-2,E06000002,Pavement /Footway Defects,2,2,1.0
2018-2,E06000002,Road Safety,1,1,1.0
2018-2,E06000002,Road Surface Defects,6,6,1.0
2018-2,E06000002,Rubbish,3,3,1.0
2018-2,E06000002,Street Lights,3,3,1.0
2018-2,E06000003,Dog Fouling,1,1,1.0
2018-2,E06000003,Highways Enquiries,1,1,1.0
2018-2,E06000003,Parking,2,2,1.0
2018-2,E06000003,Road Surface Defects,2,2,1.0
2018-2,E06000003,Rubbish,2,2,1.0
2018-2,E06000004,Abandoned Vehicles,2,2,1.0
2018-2,E06000004,Dog Fouling,5,4,1.25
2018-2,E06000004,Highways Enquiries,3,3,1.0
2018-2,E06000004,Open Spaces/Parks,1,1,1.0
2018-2,E06000004,Other,4,4,1.0
2018-2,E06000004,Overgrown/Fallen Veg/Trees,1,1,1.0
2018-2,E06000004,Parking,3,1,3.0
2018-2,E06000004,Pavement /Footway Defects,3,3,1.0
2018-2,E06000004,Road Safety,1,1,1.0
2018-2,E06000004,Road Surface Defects,8,7,1.1428571428571428
2018-2,E06000004,Rubbish,9,8,1.125
2018-2,E06000004,Street Furniture,1,1,1.0
2018-2,E06000004,Street Lights,9,8,1.125
2018-2,E06000005,Parking,1,1,1.0
2018-2,E06000005,Pavement /Footway Defects,2,2,1.0
2018-2,E06000005,Road Safety,1,1,1.0
2018-2,E06000005,Road Surface Defects,3,3,1.0
2018-2,E06000005,Rubbish,6,2,3.0
2018-2,E06000006,Abandoned Vehicles,1,1,1.0
2018-2,E06000006,Bus Stops Damage,1,1,1.0
2018-2,E06000006,Highways Enquiries,3,3,1.0
2018-2,E06000006,Open Spaces/Parks,1,1,1.0
2018-2,E06000006,Other,2,2,1.0
2018-2,E06000006,Parking,1,1,1.0
2018-2,E06000006,Road Safety,1,1,1.0
2018-2,E06000006,Road Surface Defects,6,5,1.2
2018-2,E06000006,Rubbish,5,4,1.25
2018-2,E06000006,Street Lights,1,1,1.0
2018-2,E06000007,Abandoned Vehicles,1,1,1.0
2018-2,E06000007,Other,1,1,1.0
2018-2,E06000007,Parking,1,1,1.0
2018-2,E06000007,Pavement /Footway Defects,1,1,1.0
2018-2,E06000007,Road Safety,1,1,1.0
2018-2,E06000007,Road Surface Defects,13,10,1.3
2018-2,E06000007,Rubbish,4,4,1.0
2018-2,E06000007,Street Furniture,1,1,1.0
2018-2,E06000008,Incivilities,1,1,1.0
2018-2,E06000008,Open Spaces/Parks,1,1,1.0
2018-2,E06000008,Other,1,1,1.0
2018-2,E06000008,Parking,3,3,1.0
2018-2,E06000008,Road Safety,2,2,1.0
2018-2,E06000008,Road Surface Defects,18,15,1.2
2018-2,E06000008,Rubbish,9,8,1.125
2018-2,E06000008,Street Lights,2,2,1.0
2018-2,E06000009,Abandoned Vehicles,2,2,1.0
2018-2,E06000009,Dog Fouling,1,1,1.0
2018-2,E06000009,Highways Enquiries,1,1,1.0
2018-2,E06000009,Pavement /Footway Defects,4,4,1.0
2018-2,E06000009,Road Safety,1,1,1.0
2018-2,E06000009,Road Surface Defects,4,4,1.0
2018-2,E06000009,Rubbish,3,3,1.0
2018-2,E06000010,Bus Stops Damage,1,1,1.0
2018-2,E06000010,Dog Fouling,1,1,1.0
2018-2,E06000010,Drainage,2,2,1.0
2018-2,E06000010,Highways Enquiries,3,3,1.0
2018-2,E06000010,Incivilities,8,1,8.0
2018-2,E06000010,Open Spaces/Parks,2,2,1.0
2018-2,E06000010,Other,32,2,16.0
2018-2,E06000010,Parking,2,2,1.0
2018-2,E06000010,Pavement /Footway Defects,2,2,1.0
2018-2,E06000010,Road Safety,1,1,1.0
2018-2,E06000010,Road Surface Defects,10,7,1.4285714285714286
2018-2,E06000010,Rubbish,9,3,3.0
2018-2,E06000010,Street Lights,50,2,25.0
2018-2,E06000011,Abandoned Vehicles,1,1,1.0
2018-2,E06000011,Other,1,1,1.0
2018-2,E06000011,Road Surface Defects,4,4,1.0
2018-2,E06000011,Rubbish,2,2,1.0
2018-2,E06000011,Street Lights,1,1,1.0
2018-2,E06000012,Parking,2,2,1.0
2018-2,E06000012,Road Surface Defects,6,4,1.5
2018-2,E06000013,Highways Enquiries,1,1,1.0
2018-2,E06000013,Other,1,1,1.0
2018-2,E06000013,Road Surface Defects,17,12,1.4166666666666667
2018-2,E06000013,Rubbish,1,1,1.0
2018-2,E06000013,Street Lights,2,2,1.0
2018-2,E06000014,Highways Enquiries,7,2,3.5
2018-2,E06000014,Other,1,1,1.0
2018-2,E06000014,Parking,1,1,1.0
2018-2,E06000014,Pavement /Footway Defects,2,1,2.0
2018-2,E06000014,Road Safety,1,1,1.0
2018-2,E06000014,Road Surface Defects,17,11,1.5454545454545454
2018-2,E06000015,Abandoned Vehicles,4,3,1.3333333333333333
2018-2,E06000015,Dog Fouling,3,3,1.0
