period,LAD,SHEF_B,report_count,user_count,average
2009-9,E06000001,Dog Fouling,1,1,1.0
2009-9,E06000001,Highways Enquiries,1,1,1.0
2009-9,E06000001,Other,1,1,1.0
2009-9,E06000001,Pavement /Footway Defects,1,1,1.0
2009-9,E06000001,Rubbish,1,1,1.0
2009-9,E06000002,Highways Enquiries,1,1,1.0
2009-9,E06000002,Incivilities,1,1,1.0
2009-9,E06000002,Other,2,2,1.0
2009-9,E06000002,Parking,2,2,1.0
2009-9,E06000002,Road Safety,1,1,1.0
2009-9,E06000002,Road Surface Defects,1,1,1.0
2009-9,E06000002,Rubbish,2,1,2.0
2009-9,E06000002,Street Lights,2,2,1.0
2009-9,E06000003,Dog Fouling,1,1,1.0
2009-9,E06000003,Highways Enquiries,1,1,1.0
2009-9,E06000003,Road Surface Defects,1,1,1.0
2009-9,E06000003,Street Lights,2,2,1.0
2009-9,E06000004,Highways Enquiries,2,2,1.0
2009-9,E06000004,Other,2,2,1.0
2009-9,E06000004,Parking,1,1,1.0
2009-9,E06000004,Street Lights,2,2,1.0
2009-9,E06000005,Highways Enquiries,3,2,1.5
2009-9,E06000005,Street Furniture,1,1,1.0
2009-9,E06000006,Other,3,3,1.0
2009-9,E06000006,Overgrown/Fallen Veg/Trees,1,1,1.0
2009-9,E06000006,Parking,1,1,1.0
2009-9,E06000006,Pavement /Footway Defects,2,2,1.0
2009-9,E06000007,Highways Enquiries,2,2,1.0
2009-9,E06000007,Parking,1,1,1.0
2009-9,E06000007,Pavement /Footway Defects,1,1,1.0
2009-9,E06000007,Road Surface Defects,1,1,1.0
2009-9,E06000007,Rubbish,1,1,1.0
2009-9,E06000008,Road Safety,1,1,1.0
2009-9,E06000008,Road Surface Defects,1,1,1.0
2009-9,E06000008,Rubbish,1,1,1.0
2009-9,E06000008,Street Lights,2,2,1.0
2009-9,E06000009,Highways Enquiries,6,4,1.5
2009-9,E06000009,Incivilities,1,1,1.0
2009-9,E06000009,Open Spaces/Parks,1,1,1.0
2009-9,E06000009,Other,3,3,1.0
2009-9,E06000009,Pavement /Footway Defects,3,2,1.5
2009-9,E06000009,Road Surface Defects,1,1,1.0
2009-9,E06000009,Rubbish,5,5,1.0
2009-9,E06000009,Street Lights,2,2,1.0
2009-9,E06000010,Incivilities,1,1,1.0
2009-9,E06000010,Other,1,1,1.0
2009-9,E06000010,Parking,2,2,1.0
2009-9,E06000010,Pavement /Footway Defects,1,1,1.0
2009-9,E06000010,Road Safety,1,1,1.0
2009-9,E06000010,Rubbish,2,1,2.0
2009-9,E06000010,Street Lights,1,1,1.0
2009-9,E06000011,Dog Fouling,1,1,1.0
2009-9,E06000011,Highways Enquiries,3,1,3.0
2009-9,E06000011,Other,2,2,1.0
2009-9,E06000011,Pavement /Footway Defects,1,1,1.0
2009-9,E06000011,Road Surface Defects,5,1,5.0
2009-9,E06000011,Rubbish,1,1,1.0
2009-9,E06000011,Street Lights,2,2,1.0
2009-9,E06000012,Incivilities,8,1,8.0
2009-9,E06000012,Road Surface Defects,1,1,1.0
2009-9,E06000013,Abandoned Vehicles,1,1,1.0
2009-9,E06000014,Overgrown/Fallen Veg/Trees,1,1,1.0
