period,LAD,SHEF_B,report_count,user_count,average
2008-7,E06000001,Street Lights,1,1,1.0
2008-7,E06000002,Rubbish,1,1,1.0
2008-7,E06000003,Abandoned Vehicles,1,1,1.0
2008-7,E06000003,Other,2,1,2.0
2008-7,E06000003,Pavement /Footway Defects,1,1,1.0
2008-7,E06000004,Abandoned Vehicles,1,1,1.0
2008-7,E06000004,Dog Fouling,1,1,1.0
2008-7,E06000005,Highways Enquiries,1,1,1.0
2008-7,E06000005,Incivilities,1,1,1.0
2008-7,E06000005,Pavement /Footway Defects,1,1,1.0
2008-7,E06000007,Dog Fouling,1,1,1.0
2008-7,E06000007,Highways Enquiries,1,1,1.0
2008-7,E06000007,Parking,1,1,1.0
2008-7,E06000007,Road Surface Defects,1,1,1.0
2008-7,E06000008,Dog Fouling,1,1,1.0
2008-7,E06000008,Highways Enquiries,1,1,1.0
2008-7,E06000008,Pavement /Footway Defects,1,1,1.0
2008-7,E06000008,Road Surface Defects,1,1,1.0
2008-7,E06000009,Other,3,3,1.0
2008-7,E06000009,Parking,1,1,1.0
2008-7,E06000009,Pavement /Footway Defects,3,3,1.0
2008-7,E06000009,Road Surface Defects,1,1,1.0
2008-7,E06000009,Rubbish,1,1,1.0
2008-7,E06000010,Abandoned Vehicles,1,1,1.0
2008-7,E06000010,Other,1,1,1.0
2008-7,E06000010,Road Surface Defects,1,1,1.0
2008-7,E06000010,Rubbish,1,1,1.0
2008-7,E06000011,Highways Enquiries,1,1,1.0
2008-7,E06000011,Other,3,3,1.0
2008-7,E06000011,Overgrown/Fallen Veg/Trees,1,1,1.0
2008-7,E06000011,Road Surface Defects,5,1,5.0
2008-7,E06000012,Dog Fouling,1,1,1.0
2008-7,E06000012,Highways Enquiries,2,2,1.0
2008-7,E06000012,Other,2,2,1.0
2008-7,E06000012,Parking,2,2,1.0
2008-7,E06000012,Rubbish,1,1,1.0
2008-7,E06000013,Abandoned Vehicles,1,1,1.0
2008-7,E06000013,Open Spaces/Parks,1,1,1.0
2008-7,E06000013,Other,1,1,1.0
2008-7,E06000013,Rubbish,1,1,1.0
