period,LAD,SHEF_B,report_count,user_count,average
2014-6,E06000001,Highways Enquiries,2,2,1.0
2014-6,E06000001,Pavement /Footway Defects,1,1,1.0
2014-6,E06000001,Road Safety,1,1,1.0
2014-6,E06000001,Road Surface Defects,4,4,1.0
2014-6,E06000001,Rubbish,3,3,1.0
2014-6,E06000001,Street Lights,2,2,1.0
2014-6,E06000002,Incivilities,1,1,1.0
2014-6,E06000002,Other,1,1,1.0
2014-6,E06000002,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-6,E06000002,Pavement /Footway Defects,1,1,1.0
2014-6,E06000002,Road Surface Defects,1,1,1.0
2014-6,E06000002,Street Furniture,1,1,1.0
2014-6,E06000002,Street Lights,1,1,1.0
2014-6,E06000003,Dog Fouling,2,2,1.0
2014-6,E06000003,Highways Enquiries,3,2,1.5
2014-6,E06000003,Pavement /Footway Defects,1,1,1.0
2014-6,E06000003,Road Surface Defects,3,3,1.0
2014-6,E06000003,Rubbish,3,3,1.0
2014-6,E06000004,Dog Fouling,2,2,1.0
2014-6,E06000004,Incivilities,1,1,1.0
2014-6,E06000004,Open Spaces/Parks,3,3,1.0
2014-6,E06000004,Other,4,4,1.0
2014-6,E06000004,Parking,2,2,1.0
2014-6,E06000004,Pavement /Footway Defects,13,8,1.625
2014-6,E06000004,Road Safety,4,2,2.0
2014-6,E06000004,Road Surface Defects,6,5,1.2
2014-6,E06000004,Rubbish,6,6,1.0
2014-6,E06000004,Street Furniture,3,3,1.0
2014-6,E06000004,Street Lights,10,4,2.5
2014-6,E06000005,Dog Fouling,1,1,1.0
2014-6,E06000005,Highways Enquiries,3,3,1.0
2014-6,E06000005,Incivilities,3,3,1.0
2014-6,E06000005,Open Spaces/Parks,2,2,1.0
2014-6,E06000005,Other,5,4,1.25
2014-6,E06000005,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-6,E06000005,Pavement /Footway Defects,2,2,1.0
2014-6,E06000005,Road Surface Defects,3,3,1.0
2014-6,E06000005,Rubbish,6,5,1.2
2014-6,E06000005,Street Lights,1,1,1.0
2014-6,E06000006,Highways Enquiries,2,2,1.0
2014-6,E06000006,Open Spaces/Parks,1,1,1.0
2014-6,E06000006,Other,3,3,1.0
2014-6,E06000006,Pavement /Footway Defects,4,4,1.0
2014-6,E06000006,Road Safety,1,1,1.0
2014-6,E06000006,Road Surface Defects,1,1,1.0
2014-6,E06000006,Rubbish,1,1,1.0
2014-6,E06000006,Street Furniture,1,1,1.0
2014-6,E06000006,Street Lights,1,1,1.0
2014-6,E06000007,Dog Fouling,2,2,1.0
2014-6,E06000007,Highways Enquiries,4,4,1.0
2014-6,E06000007,Open Spaces/Parks,3,3,1.0
2014-6,E06000007,Other,3,2,1.5
2014-6,E06000007,Parking,5,4,1.25
2014-6,E06000007,Pavement /Footway Defects,5,4,1.25
2014-6,E06000007,Road Safety,1,1,1.0
2014-6,E06000007,Road Surface Defects,10,9,1.1111111111111112
2014-6,E06000007,Rubbish,4,4,1.0
2014-6,E06000007,Street Lights,6,5,1.2
2014-6,E06000008,Abandoned Vehicles,1,1,1.0
2014-6,E06000008,Dog Fouling,2,2,1.0
2014-6,E06000008,Highways Enquiries,7,7,1.0
2014-6,E06000008,Open Spaces/Parks,1,1,1.0
2014-6,E06000008,Other,7,6,1.1666666666666667
