period,LAD,SHEF_B,report_count,user_count,average
2009-2,E06000001,Abandoned Vehicles,1,1,1.0
2009-2,E06000002,Other,3,3,1.0
2009-2,E06000002,Parking,1,1,1.0
2009-2,E06000002,Pavement /Footway Defects,1,1,1.0
2009-2,E06000002,Street Lights,1,1,1.0
2009-2,E06000003,Abandoned Vehicles,1,1,1.0
2009-2,E06000003,Bus Stops Damage,2,1,2.0
2009-2,E06000003,Dog Fouling,2,2,1.0
2009-2,E06000003,Highways Enquiries,1,1,1.0
2009-2,E06000003,Parking,1,1,1.0
2009-2,E06000003,Road Surface Defects,1,1,1.0
2009-2,E06000004,Highways Enquiries,1,1,1.0
2009-2,E06000004,Rubbish,1,1,1.0
2009-2,E06000004,Street Lights,1,1,1.0
2009-2,E06000005,Pavement /Footway Defects,1,1,1.0
2009-2,E06000005,Rubbish,1,1,1.0
2009-2,E06000006,Dog Fouling,1,1,1.0
2009-2,E06000006,Highways Enquiries,2,2,1.0
2009-2,E06000006,Parking,1,1,1.0
2009-2,E06000006,Rubbish,1,1,1.0
2009-2,E06000006,Street Furniture,1,1,1.0
2009-2,E06000006,Street Lights,1,1,1.0
2009-2,E06000007,Dog Fouling,1,1,1.0
2009-2,E06000007,Other,1,1,1.0
2009-2,E06000007,Road Surface Defects,3,3,1.0
2009-2,E06000007,Rubbish,2,2,1.0
2009-2,E06000007,Street Lights,1,1,1.0
2009-2,E06000008,Highways Enquiries,2,2,1.0
2009-2,E06000008,Other,1,1,1.0
2009-2,E06000008,Parking,1,1,1.0
2009-2,E06000008,Pavement /Footway Defects,1,1,1.0
2009-2,E06000008,Road Surface Defects,1,1,1.0
2009-2,E06000008,Rubbish,1,1,1.0
2009-2,E06000009,Highways Enquiries,3,1,3.0
2009-2,E06000009,Other,1,1,1.0
2009-2,E06000009,Parking,1,1,1.0
2009-2,E06000009,Road Safety,1,1,1.0
2009-2,E06000009,Rubbish,1,1,1.0
2009-2,E06000009,Street Lights,1,1,1.0
2009-2,E06000010,Dog Fouling,3,3,1.0
2009-2,E06000010,Other,3,2,1.5
2009-2,E06000010,Road Surface Defects,3,2,1.5
2009-2,E06000010,Rubbish,1,1,1.0
2009-2,E06000010,Street Lights,1,1,1.0
2009-2,E06000011,Dog Fouling,3,3,1.0
2009-2,E06000011,Highways Enquiries,2,2,1.0
2009-2,E06000011,Other,1,1,1.0
2009-2,E06000011,Parking,1,1,1.0
2009-2,E06000011,Road Surface Defects,3,1,3.0
2009-2,E06000011,Rubbish,2,2,1.0
2009-2,E06000012,Other,1,1,1.0
2009-2,E06000012,Parking,1,1,1.0
2009-2,E06000012,Road Surface Defects,1,1,1.0
2009-2,E06000013,Abandoned Vehicles,1,1,1.0
2009-2,E06000013,Road Surface Defects,2,2,1.0
2009-2,E06000014,Street Lights,1,1,1.0
2009-2,E06000015,Abandoned Vehicles,1,1,1.0
2009-2,E06000015,Dog Fouling,1,1,1.0
2009-2,E06000015,Other,1,1,1.0
2009-2,E06000015,Overgrown/Fallen Veg/Trees,1,1,1.0
2009-2,E06000015,Pavement /Footway Defects,1,1,1.0
2009-2,E06000015,Road Surface Defects,2,2,1.0
2009-2,E06000016,Abandoned Vehicles,2,2,1.0
2009-2,E06000016,Dog Fouling,2,2,1.0
2009-2,E06000016,Incivilities,1,1,1.0
2009-2,E06000016,Open Spaces/Parks,1,1,1.0
2009-2,E06000016,Other,1,1,1.0
2009-2,E06000016,Pavement /Footway Defects,1,1,1.0
2009-2,E06000016,Rubbish,4,3,1.3333333333333333
2009-2,E06000016,Street Lights,2,2,1.0
2009-2,E06000017,Parking,1,1,1.0
2009-2,E06000018,Bus Stops Damage,3,1,3.0
2009-2,E06000018,Dog Fouling,2,2,1.0
2009-2,E06000018,Highways Enquiries,1,1,1.0
2009-2,E06000018,Other,2,2,1.0
2009-2,E06000018,Pavement /Footway Defects,1,1,1.0
2009-2,E06000018,Street Furniture,1,1,1.0
2009-2,E06000019,Dog Fouling,1,1,1.0
2009-2,E06000019,Other,1,1,1.0
2009-2,E06000019,Pavement /Footway Defects,1,1,1.0
2009-2,E06000019,Road Safety,1,1,1.0
2009-2,E06000019,Road Surface Defects,6,2,3.0
2009-2,E06000019,Rubbish,4,1,4.0
2009-2,E06000020,Highways Enquiries,3,2,1.5
2009-2,E06000020,Other,2,2,1.0
2009-2,E06000020,Pavement /Footway Defects,2,1,2.0
2009-2,E06000020,Road Safety,1,1,1.0
2009-2,E06000020,Road Surface Defects,7,4,1.75
2009-2,E06000020,Rubbish,3,2,1.5
2009-2,E06000020,Street Furniture,1,1,1.0
2009-2,E06000021,Highways Enquiries,2,2,1.0
2009-2,E06000021,Other,2,1,2.0
2009-2,E06000021,Overgrown/Fallen Veg/Trees,1,1,1.0
2009-2,E06000021,Road Surface Defects,1,1,1.0
2009-2,E06000022,Open Spaces/Parks,1,1,1.0
2009-2,E06000022,Public Toilets,1,1,1.0
2009-2,E06000022,Road Surface Defects,4,3,1.3333333333333333
2009-2,E06000022,Rubbish,1,1,1.0
2009-2,E06000022,Street Lights,1,1,1.0
2009-2,E06000023,Abandoned Vehicles,1,1,1.0
2009-2,E06000023,Dog Fouling,3,3,1.0
2009-2,E06000023,Highways Enquiries,5,5,1.0
2009-2,E06000023,Incivilities,1,1,1.0
2009-2,E06000023,Other,2,2,1.0
2009-2,E06000023,Parking,1,1,1.0
2009-2,E06000023,Pavement /Footway Defects,2,2,1.0
2009-2,E06000023,Rubbish,7,7,1.0
2009-2,E06000023,Street Furniture,1,1,1.0
2009-2,E06000024,Highways Enquiries,2,2,1.0
2009-2,E06000024,Incivilities,1,1,1.0
