period,LAD,SHEF_B,report_count,user_count,average
2010-5,E06000001,Other,1,1,1.0
2010-5,E06000001,Street Lights,2,2,1.0
2010-5,E06000002,Parking,1,1,1.0
2010-5,E06000002,Road Surface Defects,3,2,1.5
2010-5,E06000002,Rubbish,1,1,1.0
2010-5,E06000002,Street Lights,1,1,1.0
2010-5,E06000004,Open Spaces/Parks,2,2,1.0
2010-5,E06000005,Dog Fouling,1,1,1.0
2010-5,E06000006,Open Spaces/Parks,1,1,1.0
2010-5,E06000006,Parking,1,1,1.0
2010-5,E06000006,Pavement /Footway Defects,1,1,1.0
2010-5,E06000006,Road Safety,1,1,1.0
2010-5,E06000006,Road Surface Defects,3,1,3.0
2010-5,E06000006,Rubbish,1,1,1.0
2010-5,E06000007,Other,1,1,1.0
2010-5,E06000007,Rubbish,1,1,1.0
2010-5,E06000008,Highways Enquiries,3,1,3.0
2010-5,E06000008,Incivilities,1,1,1.0
2010-5,E06000008,Open Spaces/Parks,1,1,1.0
2010-5,E06000008,Parking,2,2,1.0
2010-5,E06000008,Pavement /Footway Defects,1,1,1.0
2010-5,E06000008,Road Surface Defects,3,3,1.0
2010-5,E06000008,Rubbish,6,6,1.0
2010-5,E06000009,Highways Enquiries,1,1,1.0
2010-5,E06000009,Other,1,1,1.0
2010-5,E06000009,Road Safety,2,1,2.0
2010-5,E06000009,Road Surface Defects,4,3,1.3333333333333333
2010-5,E06000009,Rubbish,3,3,1.0
2010-5,E06000009,Street Furniture,1,1,1.0
2010-5,E06000009,Street Lights,1,1,1.0
2010-5,E06000010,Highways Enquiries,1,1,1.0
2010-5,E06000010,Road Surface Defects,1,1,1.0
2010-5,E06000010,Street Lights,1,1,1.0
2010-5,E06000011,Highways Enquiries,2,2,1.0
2010-5,E06000011,Incivilities,1,1,1.0
2010-5,E06000011,Open Spaces/Parks,2,2,1.0
2010-5,E06000011,Other,1,1,1.0
2010-5,E06000011,Pavement /Footway Defects,1,1,1.0
2010-5,E06000011,Road Surface Defects,3,3,1.0
2010-5,E06000012,Highways Enquiries,1,1,1.0
2010-5,E06000012,Other,1,1,1.0
2010-5,E06000012,Road Surface Defects,1,1,1.0
2010-5,E06000012,Street Lights,2,2,1.0
2010-5,E06000013,Highways Enquiries,2,1,2.0
2010-5,E06000014,Road Surface Defects,1,1,1.0
2010-5,E06000014,Rubbish,1,1,1.0
2010-5,E06000015,Highways Enquiries,1,1,1.0
2010-5,E06000015,Other,3,3,1.0
2010-5,E06000015,Parking,1,1,1.0
2010-5,E06000015,Road Safety,1,1,1.0
2010-5,E06000015,Road Surface Defects,1,1,1.0
2010-5,E06000015,Rubbish,1,1,1.0
2010-5,E06000015,Street Furniture,1,1,1.0
2010-5,E06000015,Street Lights,2,2,1.0
2010-5,E06000016,Highways Enquiries,1,1,1.0
2010-5,E06000016,Other,3,3,1.0
2010-5,E06000016,Parking,1,1,1.0
2010-5,E06000016,Road Safety,1,1,1.0
2010-5,E06000016,Road Surface Defects,13,12,1.0833333333333333
2010-5,E06000016,Rubbish,1,1,1.0
2010-5,E06000016,Street Lights,1,1,1.0
2010-5,E06000017,Road Surface Defects,2,2,1.0
2010-5,E06000017,Street Lights,1,1,1.0
2010-5,E06000018,Pavement /Footway Defects,1,1,1.0
2010-5,E06000018,Road Surface Defects,2,2,1.0
2010-5,E06000018,Rubbish,3,3,1.0
2010-5,E06000018,Street Furniture,1,1,1.0
2010-5,E06000018,Street Lights,2,2,1.0
2010-5,E06000019,Open Spaces/Parks,1,1,1.0
2010-5,E06000019,Other,2,2,1.0
2010-5,E06000019,Overgrown/Fallen Veg/Trees,1,1,1.0
2010-5,E06000019,Road Surface Defects,3,3,1.0
2010-5,E06000019,Rubbish,1,1,1.0
2010-5,E06000020,Pavement /Footway Defects,2,2,1.0
2010-5,E06000020,Road Surface Defects,1,1,1.0
2010-5,E06000020,Street Lights,1,1,1.0
2010-5,E06000021,Highways Enquiries,2,2,1.0
2010-5,E06000021,Open Spaces/Parks,1,1,1.0
2010-5,E06000021,Other,5,3,1.6666666666666667
2010-5,E06000021,Parking,1,1,1.0
2010-5,E06000021,Pavement /Footway Defects,2,2,1.0
2010-5,E06000021,Road Surface Defects,6,1,6.0
2010-5,E06000021,Rubbish,2,2,1.0
2010-5,E06000022,Bus Stops Damage,1,1,1.0
