period,LAD,SHEF_B,report_count,user_count,average
2016-8,E06000001,Highways Enquiries,3,3,1.0
2016-8,E06000001,Open Spaces/Parks,1,1,1.0
2016-8,E06000001,Pavement /Footway Defects,1,1,1.0
2016-8,E06000001,Road Safety,1,1,1.0
2016-8,E06000001,Rubbish,3,2,1.5
2016-8,E06000001,Street Lights,1,1,1.0
2016-8,E06000002,Abandoned Vehicles,3,2,1.5
2016-8,E06000002,Other,1,1,1.0
2016-8,E06000002,Rubbish,3,3,1.0
2016-8,E06000003,Overgrown/Fallen Veg/Trees,1,1,1.0
2016-8,E06000003,Pavement /Footway Defects,2,2,1.0
2016-8,E06000003,Street Lights,1,1,1.0
2016-8,E06000004,Abandoned Vehicles,1,1,1.0
2016-8,E06000004,Highways Enquiries,1,1,1.0
2016-8,E06000004,Incivilities,1,1,1.0
2016-8,E06000004,Open Spaces/Parks,4,4,1.0
2016-8,E06000004,Other,6,6,1.0
2016-8,E06000004,Overgrown/Fallen Veg/Trees,2,2,1.0
2016-8,E06000004,Parking,1,1,1.0
2016-8,E06000004,Pavement /Footway Defects,8,7,1.1428571428571428
2016-8,E06000004,Road Safety,1,1,1.0
2016-8,E06000004,Road Surface Defects,4,4,1.0
2016-8,E06000004,Rubbish,5,5,1.0
2016-8,E06000004,Street Lights,5,5,1.0
2016-8,E06000005,Dog Fouling,1,1,1.0
2016-8,E06000005,Pavement /Footway Defects,2,2,1.0
2016-8,E06000005,Road Safety,1,1,1.0
2016-8,E06000005,Road Surface Defects,1,1,1.0
2016-8,E06000005,Rubbish,12,4,3.0
2016-8,E06000006,Abandoned Vehicles,2,1,2.0
2016-8,E06000006,Highways Enquiries,3,2,1.5
2016-8,E06000006,Other,1,1,1.0
2016-8,E06000006,Overgrown/Fallen Veg/Trees,5,3,1.6666666666666667
2016-8,E06000006,Parking,2,1,2.0
2016-8,E06000006,Pavement /Footway Defects,1,1,1.0
2016-8,E06000006,Rubbish,2,2,1.0
2016-8,E06000007,Abandoned Vehicles,3,3,1.0
2016-8,E06000007,Highways Enquiries,3,3,1.0
2016-8,E06000007,Open Spaces/Parks,1,1,1.0
2016-8,E06000007,Other,6,6,1.0
2016-8,E06000007,Overgrown/Fallen Veg/Trees,1,1,1.0
2016-8,E06000007,Parking,3,1,3.0
2016-8,E06000007,Pavement /Footway Defects,2,2,1.0
2016-8,E06000007,Road Safety,1,1,1.0
2016-8,E06000007,Road Surface Defects,4,3,1.3333333333333333
2016-8,E06000007,Rubbish,6,4,1.5
2016-8,E06000007,Street Lights,5,4,1.25
2016-8,E06000008,Abandoned Vehicles,3,3,1.0
2016-8,E06000008,Highways Enquiries,3,3,1.0
2016-8,E06000008,Open Spaces/Parks,1,1,1.0
2016-8,E06000008,Other,3,2,1.5
2016-8,E06000008,Pavement /Footway Defects,1,1,1.0
2016-8,E06000008,Road Surface Defects,2,2,1.0
2016-8,E06000008,Rubbish,18,14,1.2857142857142858
2016-8,E06000009,Abandoned Vehicles,1,1,1.0
2016-8,E06000009,Bus Stops Damage,1,1,1.0
2016-8,E06000009,Dog Fouling,1,1,1.0
2016-8,E06000009,Highways Enquiries,3,3,1.0
2016-8,E06000009,Other,1,1,1.0
2016-8,E06000009,Rubbish,12,7,1.7142857142857142
2016-8,E06000009,Street Lights,2,2,1.0
2016-8,E06000010,,3,3,1.0
2016-8,E06000010,Abandoned Vehicles,2,2,1.0
2016-8,E06000010,Bin Replacement,1,1,1.0
2016-8,E06000010,Dog Fouling,1,1,1.0
