period,LAD,SHEF_B_CODE,report_count,user_count,average
2013-3,E06000002,B13,2,2,1.0
2013-3,E06000002,B16,1,1,1.0
2013-3,E06000002,B25,2,2,1.0
2013-3,E06000003,B16,1,1,1.0
2013-3,E06000003,B25,4,4,1.0
2013-3,E06000004,B13,1,1,1.0
2013-3,E06000004,B15,1,1,1.0
2013-3,E06000004,B19,2,2,1.0
2013-3,E06000004,B25,2,2,1.0
2013-3,E06000004,B26,1,1,1.0
2013-3,E06000004,B6,1,1,1.0
2013-3,E06000005,B13,1,1,1.0
2013-3,E06000005,B25,6,6,1.0
2013-3,E06000005,B26,2,2,1.0
2013-3,E06000005,B6,3,3,1.0
2013-3,E06000006,B26,2,2,1.0
2013-3,E06000007,B13,1,1,1.0
2013-3,E06000007,B19,1,1,1.0
2013-3,E06000007,B25,29,18,1.6111111111111112
2013-3,E06000007,B26,1,1,1.0
2013-3,E06000007,B28,1,1,1.0
2013-3,E06000008,B1,1,1,1.0
2013-3,E06000008,B13,14,9,1.5555555555555556
2013-3,E06000008,B16,3,3,1.0
2013-3,E06000008,B18,3,2,1.5
2013-3,E06000008,B19,1,1,1.0
2013-3,E06000008,B25,9,9,1.0
2013-3,E06000008,B26,9,8,1.125
2013-3,E06000008,B28,8,6,1.3333333333333333
2013-3,E06000008,B6,2,2,1.0
2013-3,E06000009,B13,2,2,1.0
2013-3,E06000009,B16,2,2,1.0
2013-3,E06000009,B25,10,10,1.0
2013-3,E06000009,B26,2,1,2.0
2013-3,E06000009,B28,1,1,1.0
2013-3,E06000010,B13,3,3,1.0
2013-3,E06000010,B16,1,1,1.0
2013-3,E06000010,B18,1,1,1.0
2013-3,E06000010,B19,1,1,1.0
2013-3,E06000010,B25,15,12,1.25
2013-3,E06000010,B26,4,4,1.0
2013-3,E06000010,B28,2,1,2.0
2013-3,E06000011,B13,8,3,2.6666666666666665
2013-3,E06000011,B19,2,2,1.0
2013-3,E06000011,B21,1,1,1.0
2013-3,E06000011,B25,43,27,1.5925925925925926
2013-3,E06000011,B26,2,2,1.0
2013-3,E06000011,B28,2,2,1.0
2013-3,E06000011,B4,1,1,1.0
2013-3,E06000011,B6,1,1,1.0
2013-3,E06000012,B13,1,1,1.0
2013-3,E06000012,B25,10,9,1.1111111111111112
2013-3,E06000012,B26,2,2,1.0
2013-3,E06000013,B13,1,1,1.0
2013-3,E06000013,B19,1,1,1.0
2013-3,E06000013,B25,6,4,1.5
2013-3,E06000013,B27,1,1,1.0
2013-3,E06000013,B6,2,2,1.0
2013-3,E06000014,B1,1,1,1.0
2013-3,E06000014,B16,3,3,1.0
2013-3,E06000014,B18,1,1,1.0
2013-3,E06000014,B24,3,3,1.0
2013-3,E06000014,B25,15,11,1.3636363636363635
2013-3,E06000014,B26,5,3,1.6666666666666667
2013-3,E06000014,B28,1,1,1.0
2013-3,E06000015,B13,1,1,1.0
2013-3,E06000015,B18,1,1,1.0
2013-3,E06000015,B25,7,6,1.1666666666666667
2013-3,E06000015,B26,3,2,1.5
2013-3,E06000015,B27,1,1,1.0
2013-3,E06000016,B13,1,1,1.0
2013-3,E06000016,B14,1,1,1.0
2013-3,E06000016,B16,1,1,1.0
2013-3,E06000016,B18,2,2,1.0
2013-3,E06000016,B25,10,7,1.4285714285714286
2013-3,E06000018,B13,1,1,1.0
2013-3,E06000018,B14,5,3,1.6666666666666667
2013-3,E06000018,B15,1,1,1.0
2013-3,E06000018,B17,1,1,1.0
2013-3,E06000018,B19,1,1,1.0
2013-3,E06000018,B24,1,1,1.0
2013-3,E06000018,B26,3,2,1.5
2013-3,E06000018,B28,1,1,1.0
2013-3,E06000018,B6,4,4,1.0
2013-3,E06000019,B13,12,7,1.7142857142857142
2013-3,E06000019,B17,1,1,1.0
2013-3,E06000019,B23,1,1,1.0
2013-3,E06000019,B25,78,51,1.5294117647058822
2013-3,E06000020,B13,3,2,1.5
2013-3,E06000020,B16,2,2,1.0
2013-3,E06000020,B21,1,1,1.0
2013-3,E06000020,B25,9,5,1.8
2013-3,E06000020,B26,2,1,2.0
2013-3,E06000020,B28,1,1,1.0
2013-3,E06000020,B6,1,1,1.0
2013-3,E06000021,B13,3,2,1.5
2013-3,E06000021,B16,1,1,1.0
2013-3,E06000021,B18,2,2,1.0
2013-3,E06000021,B24,1,1,1.0
2013-3,E06000021,B25,24,15,1.6
2013-3,E06000021,B26,7,7,1.0
2013-3,E06000021,B27,2,2,1.0
2013-3,E06000021,B6,1,1,1.0
2013-3,E06000022,B1,1,1,1.0
2013-3,E06000022,B16,2,2,1.0
2013-3,E06000022,B19,3,2,1.5
2013-3,E06000022,B25,5,5,1.0
2013-3,E06000022,B6,1,1,1.0
2013-3,E06000023,B13,21,14,1.5
2013-3,E06000023,B16,7,7,1.0
2013-3,E06000023,B17,1,1,1.0
2013-3,E06000023,B18,3,2,1.5
2013-3,E06000023,B19,2,1,2.0
2013-3,E06000023,B21,1,1,1.0
2013-3,E06000023,B24,2,2,1.0
2013-3,E06000023,B25,3,3,1.0
2013-3,E06000023,B26,10,7,1.4285714285714286
2013-3,E06000023,B27,1,1,1.0
2013-3,E06000023,B28,19,10,1.9
2013-3,E06000023,B4,1,1,1.0
2013-3,E06000023,B6,2,2,1.0
2013-3,E06000024,B13,5,5,1.0
2013-3,E06000024,B18,1,1,1.0
2013-3,E06000024,B25,24,20,1.2
2013-3,E06000024,B26,1,1,1.0
2013-3,E06000024,B6,1,1,1.0
2013-3,E06000025,B1,1,1,1.0
2013-3,E06000025,B13,4,3,1.3333333333333333
2013-3,E06000025,B16,1,1,1.0
2013-3,E06000025,B19,1,1,1.0
2013-3,E06000025,B25,18,15,1.2
2013-3,E06000025,B26,6,2,3.0
2013-3,E06000026,B13,5,5,1.0
2013-3,E06000026,B16,2,2,1.0
2013-3,E06000026,B19,3,2,1.5
2013-3,E06000026,B24,1,1,1.0
2013-3,E06000026,B25,18,16,1.125
2013-3,E06000026,B26,3,3,1.0
2013-3,E06000026,B6,1,1,1.0
2013-3,E06000027,B14,2,1,2.0
2013-3,E06000027,B25,3,3,1.0
2013-3,E06000027,B26,1,1,1.0
2013-3,E06000027,B28,6,1,6.0
2013-3,E06000027,B6,1,1,1.0
2013-3,E06000030,B13,3,3,1.0
2013-3,E06000030,B19,1,1,1.0
2013-3,E06000030,B25,8,7,1.1428571428571428
2013-3,E06000030,B26,4,3,1.3333333333333333
2013-3,E06000030,B28,2,2,1.0
2013-3,E06000030,B6,2,2,1.0
2013-3,E06000031,B1,1,1,1.0
2013-3,E06000031,B13,8,7,1.1428571428571428
2013-3,E06000031,B14,9,4,2.25
2013-3,E06000031,B15,7,1,7.0
2013-3,E06000031,B16,4,4,1.0
2013-3,E06000031,B18,1,1,1.0
2013-3,E06000031,B19,2,2,1.0
2013-3,E06000031,B24,5,2,2.5
2013-3,E06000031,B25,5,3,1.6666666666666667
2013-3,E06000031,B26,19,7,2.7142857142857144
2013-3,E06000031,B28,32,9,3.5555555555555554
2013-3,E06000032,B1,2,1,2.0
2013-3,E06000032,B13,1,1,1.0
2013-3,E06000032,B21,1,1,1.0
2013-3,E06000032,B25,6,5,1.2
2013-3,E06000032,B26,3,3,1.0
2013-3,E06000033,B1,1,1,1.0
2013-3,E06000033,B16,30,13,2.3076923076923075
2013-3,E06000033,B17,1,1,1.0
2013-3,E06000033,B18,1,1,1.0
2013-3,E06000033,B26,5,5,1.0
2013-3,E06000033,B27,1,1,1.0
2013-3,E06000033,B6,7,7,1.0
2013-3,E06000034,B25,1,1,1.0
2013-3,E06000034,B28,1,1,1.0
2013-3,E06000035,B1,2,2,1.0
2013-3,E06000035,B13,1,1,1.0
2013-3,E06000035,B18,4,3,1.3333333333333333
2013-3,E06000035,B25,2,2,1.0
2013-3,E06000035,B26,1,1,1.0
2013-3,E06000035,B28,1,1,1.0
2013-3,E06000036,B14,1,1,1.0
2013-3,E06000036,B18,3,3,1.0
2013-3,E06000036,B19,1,1,1.0
2013-3,E06000036,B25,2,2,1.0
2013-3,E06000036,B26,1,1,1.0
2013-3,E06000036,B27,1,1,1.0
2013-3,E06000036,B28,3,3,1.0
2013-3,E06000037,,2,2,1.0
2013-3,E06000037,B13,1,1,1.0
2013-3,E06000037,B18,1,1,1.0
2013-3,E06000037,B23,2,1,2.0
2013-3,E06000037,B24,1,1,1.0
2013-3,E06000037,B25,35,22,1.5909090909090908
2013-3,E06000037,B28,1,1,1.0
2013-3,E06000037,B7,1,1,1.0
2013-3,E06000038,B1,1,1,1.0
2013-3,E06000038,B13,7,5,1.4
2013-3,E06000038,B15,1,1,1.0
2013-3,E06000038,B16,1,1,1.0
2013-3,E06000038,B19,3,2,1.5
2013-3,E06000038,B24,2,2,1.0
2013-3,E06000038,B25,28,24,1.1666666666666667
2013-3,E06000038,B26,8,7,1.1428571428571428
2013-3,E06000038,B28,3,3,1.0
2013-3,E06000038,B6,3,3,1.0
2013-3,E06000039,B16,2,2,1.0
2013-3,E06000039,B19,2,1,2.0
2013-3,E06000039,B25,1,1,1.0
2013-3,E06000039,B28,2,2,1.0
2013-3,E06000039,B4,1,1,1.0
2013-3,E06000040,B13,1,1,1.0
2013-3,E06000040,B24,2,2,1.0
2013-3,E06000040,B25,17,9,1.8888888888888888
2013-3,E06000040,B26,1,1,1.0
2013-3,E06000040,B28,1,1,1.0
2013-3,E06000040,B6,1,1,1.0
2013-3,E06000041,B1,1,1,1.0
2013-3,E06000041,B13,9,6,1.5
2013-3,E06000041,B14,1,1,1.0
2013-3,E06000041,B16,2,2,1.0
2013-3,E06000041,B19,6,3,2.0
2013-3,E06000041,B25,29,18,1.6111111111111112
2013-3,E06000041,B26,11,9,1.2222222222222223
2013-3,E06000041,B28,4,4,1.0
2013-3,E06000042,B13,10,8,1.25
2013-3,E06000042,B17,1,1,1.0
2013-3,E06000042,B19,1,1,1.0
2013-3,E06000042,B24,1,1,1.0
2013-3,E06000042,B25,43,23,1.8695652173913044
2013-3,E06000042,B26,2,2,1.0
2013-3,E06000042,B28,2,2,1.0
2013-3,E06000042,B6,1,1,1.0
2013-3,E06000043,B1,1,1,1.0
2013-3,E06000043,B14,1,1,1.0
2013-3,E06000043,B16,7,6,1.1666666666666667
2013-3,E06000043,B18,1,1,1.0
2013-3,E06000043,B24,1,1,1.0
2013-3,E06000043,B25,6,6,1.0
2013-3,E06000043,B26,9,7,1.2857142857142858
2013-3,E06000043,B28,3,2,1.5
2013-3,E06000043,B7,1,1,1.0
2013-3,E06000044,B1,1,1,1.0
2013-3,E06000044,B13,1,1,1.0
2013-3,E06000044,B16,1,1,1.0
2013-3,E06000044,B18,1,1,1.0
2013-3,E06000044,B19,1,1,1.0
2013-3,E06000044,B25,1,1,1.0
2013-3,E06000044,B26,1,1,1.0
2013-3,E06000044,B6,2,2,1.0
2013-3,E06000045,B13,12,6,2.0
2013-3,E06000045,B14,18,5,3.6
2013-3,E06000045,B16,5,1,5.0
2013-3,E06000045,B17,1,1,1.0
2013-3,E06000045,B19,3,3,1.0
2013-3,E06000045,B23,2,2,1.0
2013-3,E06000045,B25,26,20,1.3
2013-3,E06000045,B26,19,8,2.375
2013-3,E06000045,B27,1,1,1.0
2013-3,E06000046,B13,2,2,1.0
2013-3,E06000046,B16,1,1,1.0
2013-3,E06000046,B19,1,1,1.0
2013-3,E06000046,B25,8,5,1.6
2013-3,E06000046,B26,2,2,1.0
2013-3,E06000047,B1,3,3,1.0
2013-3,E06000047,B13,3,3,1.0
2013-3,E06000047,B16,4,3,1.3333333333333333
2013-3,E06000047,B18,1,1,1.0
2013-3,E06000047,B25,32,27,1.1851851851851851
2013-3,E06000047,B26,3,3,1.0
2013-3,E06000047,B27,1,1,1.0
2013-3,E06000047,B28,4,4,1.0
2013-3,E06000047,B6,1,1,1.0
2013-3,E06000049,B13,12,10,1.2
2013-3,E06000049,B16,5,5,1.0
2013-3,E06000049,B17,1,1,1.0
2013-3,E06000049,B18,1,1,1.0
2013-3,E06000049,B19,7,6,1.1666666666666667
2013-3,E06000049,B24,3,3,1.0
2013-3,E06000049,B25,107,61,1.7540983606557377
2013-3,E06000049,B26,10,7,1.4285714285714286
2013-3,E06000049,B27,1,1,1.0
2013-3,E06000049,B28,17,12,1.4166666666666667
2013-3,E06000049,B6,2,2,1.0
2013-3,E06000050,B13,11,10,1.1
2013-3,E06000050,B15,1,1,1.0
2013-3,E06000050,B19,1,1,1.0
2013-3,E06000050,B24,2,2,1.0
2013-3,E06000050,B25,22,18,1.2222222222222223
2013-3,E06000050,B26,6,4,1.5
2013-3,E06000050,B28,4,3,1.3333333333333333
2013-3,E06000050,B6,7,2,3.5
2013-3,E06000051,B13,3,2,1.5
2013-3,E06000051,B16,2,1,2.0
2013-3,E06000051,B24,1,1,1.0
2013-3,E06000051,B25,23,19,1.2105263157894737
2013-3,E06000051,B6,1,1,1.0
2013-3,E06000052,B1,2,2,1.0
2013-3,E06000052,B13,12,9,1.3333333333333333
2013-3,E06000052,B16,3,3,1.0
2013-3,E06000052,B18,2,2,1.0
2013-3,E06000052,B25,27,22,1.2272727272727273
2013-3,E06000052,B26,3,3,1.0
2013-3,E06000052,B27,1,1,1.0
2013-3,E06000052,B28,4,4,1.0
2013-3,E06000052,B6,1,1,1.0
2013-3,E06000054,B1,1,1,1.0
2013-3,E06000054,B13,22,20,1.1
2013-3,E06000054,B17,1,1,1.0
2013-3,E06000054,B18,1,1,1.0
2013-3,E06000054,B19,3,3,1.0
2013-3,E06000054,B24,1,1,1.0
2013-3,E06000054,B25,63,52,1.2115384615384615
2013-3,E06000054,B26,4,3,1.3333333333333333
2013-3,E06000054,B28,5,5,1.0
2013-3,E06000055,B16,1,1,1.0
2013-3,E06000055,B18,1,1,1.0
2013-3,E06000055,B19,1,1,1.0
2013-3,E06000055,B25,11,7,1.5714285714285714
2013-3,E06000055,B28,2,1,2.0
2013-3,E06000056,B1,2,2,1.0
2013-3,E06000056,B13,9,6,1.5
2013-3,E06000056,B14,1,1,1.0
2013-3,E06000056,B15,1,1,1.0
2013-3,E06000056,B18,4,4,1.0
2013-3,E06000056,B19,2,2,1.0
2013-3,E06000056,B24,2,2,1.0
2013-3,E06000056,B25,51,36,1.4166666666666667
2013-3,E06000056,B26,2,2,1.0
2013-3,E06000056,B28,4,3,1.3333333333333333
2013-3,E06000057,B13,4,4,1.0
2013-3,E06000057,B16,1,1,1.0
2013-3,E06000057,B18,1,1,1.0
2013-3,E06000057,B25,29,19,1.5263157894736843
2013-3,E06000057,B26,3,3,1.0
2013-3,E06000057,B28,3,3,1.0
2013-3,E06000057,B6,3,2,1.5
2013-3,E06000058,B13,5,5,1.0
2013-3,E06000058,B14,20,4,5.0
2013-3,E06000058,B16,1,1,1.0
2013-3,E06000058,B18,2,2,1.0
2013-3,E06000058,B19,3,3,1.0
2013-3,E06000058,B24,1,1,1.0
2013-3,E06000058,B25,24,15,1.6
2013-3,E06000058,B26,2,2,1.0
2013-3,E06000058,B28,3,3,1.0
2013-3,E06000058,B6,1,1,1.0
2013-3,E06000059,B13,8,8,1.0
2013-3,E06000059,B16,1,1,1.0
2013-3,E06000059,B24,1,1,1.0
2013-3,E06000059,B25,54,35,1.542857142857143
2013-3,E06000059,B26,5,5,1.0
2013-3,E06000059,B6,1,1,1.0
2013-3,E07000004,B13,14,11,1.2727272727272727
2013-3,E07000004,B16,2,2,1.0
2013-3,E07000004,B19,2,1,2.0
2013-3,E07000004,B24,1,1,1.0
2013-3,E07000004,B25,42,33,1.2727272727272727
2013-3,E07000004,B26,4,2,2.0
2013-3,E07000004,B28,5,4,1.25
2013-3,E07000005,B13,5,4,1.25
2013-3,E07000005,B16,1,1,1.0
2013-3,E07000005,B19,1,1,1.0
2013-3,E07000005,B24,1,1,1.0
2013-3,E07000005,B25,31,22,1.4090909090909092
2013-3,E07000005,B26,2,2,1.0
2013-3,E07000006,B1,1,1,1.0
2013-3,E07000006,B13,11,6,1.8333333333333333
2013-3,E07000006,B16,1,1,1.0
2013-3,E07000006,B17,1,1,1.0
2013-3,E07000006,B19,2,2,1.0
2013-3,E07000006,B25,16,12,1.3333333333333333
