period,LAD,SHEF_B,report_count,user_count,average
2012-9,E06000001,Rubbish,1,1,1.0
2012-9,E06000002,Other,1,1,1.0
2012-9,E06000002,Rubbish,2,2,1.0
2012-9,E06000002,Street Lights,1,1,1.0
2012-9,E06000003,Dog Fouling,1,1,1.0
2012-9,E06000003,Open Spaces/Parks,1,1,1.0
2012-9,E06000003,Other,1,1,1.0
2012-9,E06000004,Dog Fouling,1,1,1.0
2012-9,E06000004,Incivilities,1,1,1.0
2012-9,E06000004,Parking,1,1,1.0
2012-9,E06000004,Pavement /Footway Defects,1,1,1.0
2012-9,E06000004,Rubbish,2,1,2.0
2012-9,E06000005,Dog Fouling,1,1,1.0
2012-9,E06000005,Highways Enquiries,2,2,1.0
2012-9,E06000005,Other,1,1,1.0
2012-9,E06000006,Other,1,1,1.0
2012-9,E06000006,Pavement /Footway Defects,1,1,1.0
2012-9,E06000006,Street Lights,2,2,1.0
2012-9,E06000007,Dog Fouling,1,1,1.0
2012-9,E06000007,Highways Enquiries,1,1,1.0
2012-9,E06000007,Other,1,1,1.0
2012-9,E06000007,Road Surface Defects,1,1,1.0
2012-9,E06000008,Bus Stops Damage,1,1,1.0
2012-9,E06000008,Incivilities,1,1,1.0
2012-9,E06000008,Other,1,1,1.0
2012-9,E06000008,Pavement /Footway Defects,1,1,1.0
2012-9,E06000008,Road Surface Defects,5,2,2.5
2012-9,E06000008,Rubbish,1,1,1.0
2012-9,E06000008,Street Lights,4,4,1.0
2012-9,E06000009,Highways Enquiries,6,3,2.0
2012-9,E06000009,Other,1,1,1.0
2012-9,E06000009,Overgrown/Fallen Veg/Trees,1,1,1.0
2012-9,E06000009,Parking,1,1,1.0
2012-9,E06000010,Highways Enquiries,2,2,1.0
2012-9,E06000010,Parking,1,1,1.0
2012-9,E06000010,Road Surface Defects,1,1,1.0
2012-9,E06000010,Rubbish,1,1,1.0
2012-9,E06000011,Highways Enquiries,2,2,1.0
2012-9,E06000011,Other,1,1,1.0
2012-9,E06000011,Parking,1,1,1.0
2012-9,E06000011,Pavement /Footway Defects,2,1,2.0
2012-9,E06000011,Road Safety,1,1,1.0
2012-9,E06000011,Road Surface Defects,3,2,1.5
2012-9,E06000011,Rubbish,1,1,1.0
2012-9,E06000012,Abandoned Vehicles,1,1,1.0
2012-9,E06000012,Other,1,1,1.0
2012-9,E06000012,Parking,1,1,1.0
2012-9,E06000012,Pavement /Footway Defects,2,2,1.0
2012-9,E06000012,Rubbish,3,3,1.0
