period,LAD,SHEF_B,report_count,user_count,average
2014-2,E06000001,Highways Enquiries,2,1,2.0
2014-2,E06000001,Road Safety,2,2,1.0
2014-2,E06000001,Road Surface Defects,2,2,1.0
2014-2,E06000002,Highways Enquiries,2,1,2.0
2014-2,E06000002,Other,1,1,1.0
2014-2,E06000002,Pavement /Footway Defects,1,1,1.0
2014-2,E06000002,Road Safety,1,1,1.0
2014-2,E06000002,Rubbish,5,1,5.0
2014-2,E06000002,Street Lights,1,1,1.0
2014-2,E06000003,Highways Enquiries,5,4,1.25
2014-2,E06000003,Other,1,1,1.0
2014-2,E06000003,Parking,1,1,1.0
2014-2,E06000003,Rubbish,1,1,1.0
2014-2,E06000004,Highways Enquiries,2,2,1.0
2014-2,E06000004,Street Lights,1,1,1.0
2014-2,E06000005,Highways Enquiries,1,1,1.0
2014-2,E06000005,Other,1,1,1.0
2014-2,E06000005,Pavement /Footway Defects,1,1,1.0
2014-2,E06000005,Road Surface Defects,3,3,1.0
2014-2,E06000006,Abandoned Vehicles,1,1,1.0
2014-2,E06000006,Highways Enquiries,1,1,1.0
2014-2,E06000006,Open Spaces/Parks,1,1,1.0
2014-2,E06000006,Other,1,1,1.0
2014-2,E06000006,Road Surface Defects,5,4,1.25
2014-2,E06000006,Rubbish,3,3,1.0
2014-2,E06000006,Street Lights,5,4,1.25
2014-2,E06000007,Highways Enquiries,6,5,1.2
2014-2,E06000007,Other,1,1,1.0
2014-2,E06000007,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-2,E06000007,Pavement /Footway Defects,8,5,1.6
2014-2,E06000007,Road Safety,1,1,1.0
2014-2,E06000007,Road Surface Defects,9,7,1.2857142857142858
2014-2,E06000007,Rubbish,5,5,1.0
2014-2,E06000007,Street Lights,1,1,1.0
2014-2,E06000008,Highways Enquiries,6,4,1.5
2014-2,E06000008,Incivilities,1,1,1.0
2014-2,E06000008,Other,4,4,1.0
2014-2,E06000008,Parking,1,1,1.0
2014-2,E06000008,Pavement /Footway Defects,4,4,1.0
2014-2,E06000008,Road Surface Defects,5,5,1.0
2014-2,E06000008,Rubbish,4,4,1.0
2014-2,E06000008,Street Lights,5,5,1.0
2014-2,E06000009,Other,1,1,1.0
2014-2,E06000009,Pavement /Footway Defects,1,1,1.0
2014-2,E06000009,Road Surface Defects,2,2,1.0
2014-2,E06000009,Rubbish,1,1,1.0
2014-2,E06000010,Highways Enquiries,8,4,2.0
2014-2,E06000010,Pavement /Footway Defects,1,1,1.0
2014-2,E06000010,Road Safety,1,1,1.0
2014-2,E06000010,Road Surface Defects,7,4,1.75
2014-2,E06000010,Rubbish,11,1,11.0
2014-2,E06000010,Street Lights,2,2,1.0
2014-2,E06000011,Highways Enquiries,5,4,1.25
2014-2,E06000011,Other,1,1,1.0
2014-2,E06000011,Pavement /Footway Defects,2,2,1.0
2014-2,E06000011,Road Surface Defects,17,8,2.125
2014-2,E06000011,Rubbish,2,2,1.0
2014-2,E06000011,Street Lights,8,4,2.0
2014-2,E06000012,Other,1,1,1.0
2014-2,E06000012,Road Safety,1,1,1.0
2014-2,E06000012,Road Surface Defects,1,1,1.0
2014-2,E06000012,Rubbish,4,3,1.3333333333333333
2014-2,E06000012,Street Lights,2,1,2.0
2014-2,E06000013,Dog Fouling,1,1,1.0
2014-2,E06000013,Highways Enquiries,1,1,1.0
2014-2,E06000013,Other,7,1,7.0
2014-2,E06000013,Public Toilets,1,1,1.0
