period,LAD,SHEF_B,report_count,user_count,average
2014-11,E06000001,Street Lights,4,4,1.0
2014-11,E06000002,Highways Enquiries,1,1,1.0
2014-11,E06000002,Rubbish,2,2,1.0
2014-11,E06000002,Street Lights,1,1,1.0
2014-11,E06000003,Street Lights,1,1,1.0
2014-11,E06000004,Bus Stops Damage,1,1,1.0
2014-11,E06000004,Dog Fouling,2,2,1.0
2014-11,E06000004,Highways Enquiries,3,3,1.0
2014-11,E06000004,Incivilities,1,1,1.0
2014-11,E06000004,Other,2,2,1.0
2014-11,E06000004,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-11,E06000004,Parking,3,3,1.0
2014-11,E06000004,Pavement /Footway Defects,1,1,1.0
2014-11,E06000004,Road Safety,1,1,1.0
2014-11,E06000004,Road Surface Defects,1,1,1.0
2014-11,E06000004,Rubbish,1,1,1.0
2014-11,E06000004,Street Lights,11,10,1.1
2014-11,E06000005,Abandoned Vehicles,1,1,1.0
2014-11,E06000005,Pavement /Footway Defects,1,1,1.0
2014-11,E06000005,Road Surface Defects,1,1,1.0
2014-11,E06000005,Rubbish,2,2,1.0
2014-11,E06000006,Dog Fouling,2,2,1.0
2014-11,E06000006,Incivilities,2,2,1.0
2014-11,E06000006,Open Spaces/Parks,1,1,1.0
2014-11,E06000006,Other,5,4,1.25
2014-11,E06000006,Pavement /Footway Defects,1,1,1.0
2014-11,E06000006,Rubbish,5,5,1.0
2014-11,E06000006,Street Lights,3,3,1.0
2014-11,E06000007,Abandoned Vehicles,2,2,1.0
2014-11,E06000007,Dog Fouling,2,2,1.0
2014-11,E06000007,Highways Enquiries,1,1,1.0
2014-11,E06000007,Other,1,1,1.0
2014-11,E06000007,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-11,E06000007,Parking,2,1,2.0
2014-11,E06000007,Road Safety,1,1,1.0
2014-11,E06000007,Road Surface Defects,2,2,1.0
2014-11,E06000007,Street Lights,8,3,2.6666666666666665
2014-11,E06000008,Highways Enquiries,5,3,1.6666666666666667
2014-11,E06000008,Open Spaces/Parks,1,1,1.0
2014-11,E06000008,Other,5,5,1.0
2014-11,E06000008,Overgrown/Fallen Veg/Trees,3,2,1.5
2014-11,E06000008,Pavement /Footway Defects,3,2,1.5
2014-11,E06000008,Road Surface Defects,3,3,1.0
2014-11,E06000008,Rubbish,17,11,1.5454545454545454
2014-11,E06000008,Street Lights,6,6,1.0
2014-11,E06000009,Abandoned Vehicles,1,1,1.0
2014-11,E06000009,Dog Fouling,1,1,1.0
2014-11,E06000009,Other,1,1,1.0
2014-11,E06000009,Pavement /Footway Defects,1,1,1.0
2014-11,E06000009,Road Safety,1,1,1.0
2014-11,E06000009,Rubbish,4,3,1.3333333333333333
2014-11,E06000009,Street Lights,1,1,1.0
2014-11,E06000010,Highways Enquiries,6,4,1.5
2014-11,E06000010,Other,2,2,1.0
2014-11,E06000010,Parking,1,1,1.0
2014-11,E06000010,Pavement /Footway Defects,4,3,1.3333333333333333
2014-11,E06000010,Road Safety,2,2,1.0
2014-11,E06000010,Road Surface Defects,1,1,1.0
2014-11,E06000010,Rubbish,12,5,2.4
2014-11,E06000010,Street Furniture,1,1,1.0
2014-11,E06000010,Street Lights,19,3,6.333333333333333
2014-11,E06000011,Highways Enquiries,2,2,1.0
2014-11,E06000011,Open Spaces/Parks,1,1,1.0
2014-11,E06000011,Other,3,1,3.0
2014-11,E06000011,Pavement /Footway Defects,8,3,2.6666666666666665
2014-11,E06000011,Road Safety,10,3,3.3333333333333335
2014-11,E06000011,Road Surface Defects,1,1,1.0
2014-11,E06000011,Rubbish,9,3,3.0
2014-11,E06000011,Street Furniture,1,1,1.0
2014-11,E06000011,Street Lights,61,8,7.625
2014-11,E06000012,Road Surface Defects,1,1,1.0
2014-11,E06000012,Rubbish,5,1,5.0
2014-11,E06000012,Street Lights,1,1,1.0
2014-11,E06000013,Highways Enquiries,5,4,1.25
2014-11,E06000013,Incivilities,1,1,1.0
2014-11,E06000013,Other,1,1,1.0
2014-11,E06000013,Road Safety,1,1,1.0
2014-11,E06000013,Road Surface Defects,1,1,1.0
2014-11,E06000013,Rubbish,2,1,2.0
2014-11,E06000013,Street Furniture,1,1,1.0
2014-11,E06000013,Street Lights,9,2,4.5
2014-11,E06000014,Dog Fouling,1,1,1.0
2014-11,E06000014,Highways Enquiries,4,3,1.3333333333333333
2014-11,E06000014,Pavement /Footway Defects,4,4,1.0
2014-11,E06000014,Road Safety,1,1,1.0
2014-11,E06000014,Road Surface Defects,1,1,1.0
2014-11,E06000014,Rubbish,1,1,1.0
2014-11,E06000014,Street Lights,7,5,1.4
2014-11,E06000015,Abandoned Vehicles,1,1,1.0
2014-11,E06000015,Dog Fouling,1,1,1.0
2014-11,E06000015,Highways Enquiries,4,3,1.3333333333333333
2014-11,E06000015,Incivilities,1,1,1.0
2014-11,E06000015,Other,2,1,2.0
2014-11,E06000015,Pavement /Footway Defects,1,1,1.0
2014-11,E06000015,Street Lights,6,5,1.2
2014-11,E06000016,Dog Fouling,1,1,1.0
2014-11,E06000016,Open Spaces/Parks,1,1,1.0
2014-11,E06000016,Parking,2,2,1.0
2014-11,E06000016,Pavement /Footway Defects,2,1,2.0
2014-11,E06000016,Road Safety,1,1,1.0
2014-11,E06000016,Road Surface Defects,1,1,1.0
2014-11,E06000016,Rubbish,2,2,1.0
2014-11,E06000016,Street Lights,1,1,1.0
2014-11,E06000017,Highways Enquiries,1,1,1.0
2014-11,E06000017,Incivilities,1,1,1.0
2014-11,E06000017,Parking,2,1,2.0
2014-11,E06000017,Road Safety,1,1,1.0
2014-11,E06000018,Dog Fouling,1,1,1.0
