period,LAD,SHEF_B,report_count,user_count,average
2010-11,E06000002,Highways Enquiries,1,1,1.0
2010-11,E06000002,Other,1,1,1.0
2010-11,E06000002,Overgrown/Fallen Veg/Trees,3,2,1.5
2010-11,E06000002,Street Lights,1,1,1.0
2010-11,E06000003,Highways Enquiries,2,2,1.0
2010-11,E06000003,Incivilities,1,1,1.0
2010-11,E06000003,Other,4,2,2.0
2010-11,E06000003,Parking,3,2,1.5
2010-11,E06000003,Rubbish,4,4,1.0
2010-11,E06000003,Street Furniture,1,1,1.0
2010-11,E06000004,Highways Enquiries,1,1,1.0
2010-11,E06000004,Street Furniture,1,1,1.0
2010-11,E06000004,Street Lights,2,2,1.0
2010-11,E06000005,Road Surface Defects,1,1,1.0
2010-11,E06000005,Rubbish,1,1,1.0
2010-11,E06000005,Street Lights,1,1,1.0
2010-11,E06000006,Highways Enquiries,1,1,1.0
2010-11,E06000006,Parking,1,1,1.0
2010-11,E06000006,Pavement /Footway Defects,1,1,1.0
2010-11,E06000006,Street Lights,2,2,1.0
2010-11,E06000007,Incivilities,1,1,1.0
2010-11,E06000007,Road Surface Defects,4,4,1.0
2010-11,E06000007,Street Lights,7,2,3.5
2010-11,E06000008,Dog Fouling,2,2,1.0
2010-11,E06000008,Highways Enquiries,1,1,1.0
2010-11,E06000008,Other,1,1,1.0
2010-11,E06000008,Pavement /Footway Defects,2,2,1.0
2010-11,E06000008,Road Surface Defects,1,1,1.0
2010-11,E06000008,Rubbish,3,3,1.0
2010-11,E06000008,Street Furniture,1,1,1.0
2010-11,E06000008,Street Lights,2,2,1.0
2010-11,E06000009,Highways Enquiries,1,1,1.0
2010-11,E06000009,Overgrown/Fallen Veg/Trees,1,1,1.0
2010-11,E06000009,Road Safety,4,3,1.3333333333333333
2010-11,E06000009,Road Surface Defects,2,2,1.0
2010-11,E06000009,Rubbish,2,2,1.0
2010-11,E06000010,Incivilities,1,1,1.0
2010-11,E06000010,Other,2,2,1.0
2010-11,E06000010,Parking,1,1,1.0
2010-11,E06000010,Road Surface Defects,1,1,1.0
2010-11,E06000010,Rubbish,3,3,1.0
2010-11,E06000011,Abandoned Vehicles,1,1,1.0
2010-11,E06000011,Dog Fouling,2,2,1.0
2010-11,E06000011,Highways Enquiries,4,4,1.0
2010-11,E06000011,Other,1,1,1.0
2010-11,E06000011,Parking,1,1,1.0
2010-11,E06000011,Road Safety,3,3,1.0
2010-11,E06000011,Road Surface Defects,4,3,1.3333333333333333
2010-11,E06000011,Street Lights,5,5,1.0
2010-11,E06000012,Rubbish,1,1,1.0
2010-11,E06000013,Other,1,1,1.0
2010-11,E06000013,Parking,1,1,1.0
2010-11,E06000014,Highways Enquiries,2,2,1.0
2010-11,E06000014,Other,2,2,1.0
2010-11,E06000014,Parking,1,1,1.0
2010-11,E06000014,Pavement /Footway Defects,1,1,1.0
2010-11,E06000014,Road Safety,1,1,1.0
2010-11,E06000014,Road Surface Defects,2,2,1.0
2010-11,E06000014,Rubbish,2,2,1.0
2010-11,E06000014,Street Lights,5,4,1.25
2010-11,E06000015,Highways Enquiries,1,1,1.0
2010-11,E06000015,Parking,1,1,1.0
2010-11,E06000015,Pavement /Footway Defects,1,1,1.0
2010-11,E06000015,Road Safety,1,1,1.0
