period,LAD,SHEF_B,report_count,user_count,average
2007-6,E06000001,Dog Fouling,1,1,1.0
2007-6,E06000002,Street Lights,1,1,1.0
2007-6,E06000003,Dog Fouling,1,1,1.0
2007-6,E06000003,Road Surface Defects,1,1,1.0
2007-6,E06000004,Highways Enquiries,1,1,1.0
2007-6,E06000006,Dog Fouling,1,1,1.0
2007-6,E06000006,Highways Enquiries,1,1,1.0
2007-6,E06000006,Pavement /Footway Defects,2,2,1.0
2007-6,E06000010,Incivilities,1,1,1.0
2007-6,E06000010,Other,1,1,1.0
2007-6,E06000011,Other,1,1,1.0
2007-6,E06000014,Public Toilets,2,2,1.0
2007-6,E06000014,Street Lights,1,1,1.0
2007-6,E06000015,Road Safety,1,1,1.0
2007-6,E06000016,Abandoned Vehicles,2,2,1.0
2007-6,E06000016,Incivilities,1,1,1.0
2007-6,E06000016,Pavement /Footway Defects,2,1,2.0
2007-6,E06000018,Incivilities,2,2,1.0
2007-6,E06000018,Other,1,1,1.0
2007-6,E06000018,Overgrown/Fallen Veg/Trees,2,2,1.0
2007-6,E06000018,Parking,1,1,1.0
2007-6,E06000018,Pavement /Footway Defects,1,1,1.0
2007-6,E06000018,Rubbish,2,1,2.0
2007-6,E06000019,Dog Fouling,1,1,1.0
2007-6,E06000020,Abandoned Vehicles,1,1,1.0
2007-6,E06000020,Incivilities,1,1,1.0
2007-6,E06000020,Pavement /Footway Defects,1,1,1.0
2007-6,E06000020,Road Surface Defects,1,1,1.0
2007-6,E06000021,Other,1,1,1.0
2007-6,E06000021,Pavement /Footway Defects,2,1,2.0
2007-6,E06000021,Rubbish,1,1,1.0
2007-6,E06000022,Abandoned Vehicles,1,1,1.0
2007-6,E06000022,Highways Enquiries,1,1,1.0
2007-6,E06000022,Other,1,1,1.0
2007-6,E06000022,Parking,1,1,1.0
2007-6,E06000022,Rubbish,1,1,1.0
2007-6,E06000023,Abandoned Vehicles,1,1,1.0
2007-6,E06000023,Highways Enquiries,1,1,1.0
2007-6,E06000023,Pavement /Footway Defects,2,2,1.0
2007-6,E06000023,Rubbish,1,1,1.0
2007-6,E06000023,Street Lights,1,1,1.0
2007-6,E06000024,Highways Enquiries,1,1,1.0
2007-6,E06000026,Dog Fouling,1,1,1.0
2007-6,E06000026,Other,1,1,1.0
2007-6,E06000026,Parking,1,1,1.0
2007-6,E06000026,Pavement /Footway Defects,1,1,1.0
2007-6,E06000026,Rubbish,3,2,1.5
2007-6,E06000027,Abandoned Vehicles,1,1,1.0
2007-6,E06000027,Overgrown/Fallen Veg/Trees,1,1,1.0
2007-6,E06000028,Rubbish,1,1,1.0
2007-6,E06000030,Abandoned Vehicles,1,1,1.0
2007-6,E06000030,Dog Fouling,2,2,1.0
2007-6,E06000030,Highways Enquiries,1,1,1.0
2007-6,E06000030,Overgrown/Fallen Veg/Trees,1,1,1.0
2007-6,E06000030,Rubbish,1,1,1.0
2007-6,E06000031,Highways Enquiries,1,1,1.0
2007-6,E06000031,Incivilities,1,1,1.0
2007-6,E06000031,Overgrown/Fallen Veg/Trees,1,1,1.0
2007-6,E06000031,Pavement /Footway Defects,1,1,1.0
2007-6,E06000032,Highways Enquiries,1,1,1.0
2007-6,E06000033,Other,3,2,1.5
2007-6,E06000034,Abandoned Vehicles,1,1,1.0
2007-6,E06000034,Other,1,1,1.0
2007-6,E06000035,Incivilities,1,1,1.0
2007-6,E06000037,Dog Fouling,1,1,1.0
2007-6,E06000038,Abandoned Vehicles,1,1,1.0
2007-6,E06000038,Dog Fouling,1,1,1.0
2007-6,E06000038,Rubbish,1,1,1.0
2007-6,E06000039,Pavement /Footway Defects,1,1,1.0
2007-6,E06000039,Rubbish,1,1,1.0
2007-6,E06000040,Dog Fouling,1,1,1.0
2007-6,E06000040,Highways Enquiries,1,1,1.0
2007-6,E06000040,Pavement /Footway Defects,1,1,1.0
2007-6,E06000041,Other,2,2,1.0
2007-6,E06000041,Overgrown/Fallen Veg/Trees,1,1,1.0
2007-6,E06000041,Rubbish,1,1,1.0
2007-6,E06000042,Dog Fouling,1,1,1.0
2007-6,E06000042,Open Spaces/Parks,1,1,1.0
2007-6,E06000042,Other,1,1,1.0
2007-6,E06000042,Rubbish,2,2,1.0
2007-6,E06000043,Abandoned Vehicles,2,2,1.0
2007-6,E06000043,Incivilities,3,1,3.0
2007-6,E06000043,Other,4,3,1.3333333333333333
2007-6,E06000043,Rubbish,1,1,1.0
2007-6,E06000044,Dog Fouling,1,1,1.0
2007-6,E06000044,Other,1,1,1.0
2007-6,E06000044,Pavement /Footway Defects,1,1,1.0
2007-6,E06000044,Rubbish,1,1,1.0
2007-6,E06000045,Highways Enquiries,1,1,1.0
2007-6,E06000045,Overgrown/Fallen Veg/Trees,1,1,1.0
2007-6,E06000047,Other,1,1,1.0
2007-6,E06000047,Parking,1,1,1.0
2007-6,E06000047,Rubbish,1,1,1.0
2007-6,E06000049,Highways Enquiries,1,1,1.0
2007-6,E06000049,Open Spaces/Parks,1,1,1.0
2007-6,E06000049,Other,1,1,1.0
2007-6,E06000049,Pavement /Footway Defects,1,1,1.0
2007-6,E06000049,Road Surface Defects,1,1,1.0
2007-6,E06000049,Rubbish,1,1,1.0
2007-6,E06000050,Abandoned Vehicles,1,1,1.0
2007-6,E06000050,Incivilities,2,1,2.0
2007-6,E06000051,Dog Fouling,1,1,1.0
2007-6,E06000051,Rubbish,2,1,2.0
2007-6,E06000052,Dog Fouling,1,1,1.0
2007-6,E06000054,Abandoned Vehicles,1,1,1.0
2007-6,E06000054,Highways Enquiries,2,1,2.0
2007-6,E06000054,Rubbish,1,1,1.0
2007-6,E06000055,Dog Fouling,1,1,1.0
2007-6,E06000055,Road Surface Defects,1,1,1.0
2007-6,E06000056,Abandoned Vehicles,1,1,1.0
2007-6,E06000056,Highways Enquiries,1,1,1.0
2007-6,E06000056,Open Spaces/Parks,1,1,1.0
2007-6,E06000056,Pavement /Footway Defects,1,1,1.0
2007-6,E06000057,Open Spaces/Parks,1,1,1.0
2007-6,E06000057,Other,1,1,1.0
2007-6,E06000057,Rubbish,3,1,3.0
2007-6,E07000004,Highways Enquiries,1,1,1.0
2007-6,E07000004,Incivilities,1,1,1.0
2007-6,E07000004,Other,1,1,1.0
