period,LAD,SHEF_B,report_count,user_count,average
2014-3,E06000001,Road Surface Defects,2,1,2.0
2014-3,E06000002,Overgrown/Fallen Veg/Trees,2,2,1.0
2014-3,E06000002,Pavement /Footway Defects,1,1,1.0
2014-3,E06000002,Road Surface Defects,4,4,1.0
2014-3,E06000002,Rubbish,1,1,1.0
2014-3,E06000003,Highways Enquiries,1,1,1.0
2014-3,E06000003,Parking,1,1,1.0
2014-3,E06000003,Pavement /Footway Defects,2,2,1.0
2014-3,E06000003,Street Lights,1,1,1.0
2014-3,E06000004,Dog Fouling,1,1,1.0
2014-3,E06000004,Highways Enquiries,1,1,1.0
2014-3,E06000004,Incivilities,1,1,1.0
2014-3,E06000004,Pavement /Footway Defects,1,1,1.0
2014-3,E06000004,Road Surface Defects,3,3,1.0
2014-3,E06000004,Rubbish,6,4,1.5
2014-3,E06000005,Pavement /Footway Defects,1,1,1.0
2014-3,E06000005,Road Surface Defects,1,1,1.0
2014-3,E06000006,Highways Enquiries,5,4,1.25
2014-3,E06000006,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-3,E06000006,Road Safety,1,1,1.0
2014-3,E06000006,Road Surface Defects,5,3,1.6666666666666667
2014-3,E06000006,Rubbish,1,1,1.0
2014-3,E06000006,Street Lights,1,1,1.0
2014-3,E06000007,Highways Enquiries,4,4,1.0
2014-3,E06000007,Other,2,1,2.0
2014-3,E06000007,Pavement /Footway Defects,3,3,1.0
2014-3,E06000007,Road Safety,4,2,2.0
2014-3,E06000007,Road Surface Defects,10,7,1.4285714285714286
2014-3,E06000007,Rubbish,3,3,1.0
2014-3,E06000007,Street Lights,1,1,1.0
2014-3,E06000008,Abandoned Vehicles,1,1,1.0
2014-3,E06000008,Dog Fouling,1,1,1.0
2014-3,E06000008,Highways Enquiries,7,5,1.4
2014-3,E06000008,Other,3,1,3.0
2014-3,E06000008,Parking,1,1,1.0
2014-3,E06000008,Pavement /Footway Defects,1,1,1.0
2014-3,E06000008,Road Safety,3,2,1.5
2014-3,E06000008,Road Surface Defects,9,8,1.125
2014-3,E06000008,Rubbish,14,9,1.5555555555555556
2014-3,E06000008,Street Lights,6,5,1.2
2014-3,E06000009,Highways Enquiries,2,2,1.0
2014-3,E06000009,Other,2,2,1.0
2014-3,E06000009,Parking,1,1,1.0
2014-3,E06000009,Road Surface Defects,6,6,1.0
2014-3,E06000009,Rubbish,5,4,1.25
2014-3,E06000010,Highways Enquiries,1,1,1.0
2014-3,E06000010,Other,3,3,1.0
2014-3,E06000010,Road Safety,1,1,1.0
2014-3,E06000010,Road Surface Defects,4,4,1.0
2014-3,E06000010,Rubbish,1,1,1.0
2014-3,E06000010,Street Furniture,1,1,1.0
2014-3,E06000010,Street Lights,3,1,3.0
2014-3,E06000011,Highways Enquiries,4,4,1.0
2014-3,E06000011,Other,1,1,1.0
2014-3,E06000011,Pavement /Footway Defects,1,1,1.0
2014-3,E06000011,Road Safety,2,1,2.0
2014-3,E06000011,Road Surface Defects,11,8,1.375
2014-3,E06000011,Rubbish,2,1,2.0
2014-3,E06000011,Street Lights,3,3,1.0
2014-3,E06000012,Highways Enquiries,1,1,1.0
2014-3,E06000012,Road Surface Defects,1,1,1.0
2014-3,E06000013,Pavement /Footway Defects,1,1,1.0
2014-3,E06000014,Dog Fouling,1,1,1.0
2014-3,E06000014,Highways Enquiries,3,2,1.5
2014-3,E06000014,Incivilities,1,1,1.0
2014-3,E06000014,Road Safety,2,1,2.0
2014-3,E06000014,Road Surface Defects,8,5,1.6
2014-3,E06000014,Rubbish,4,2,2.0
2014-3,E06000014,Street Furniture,1,1,1.0
2014-3,E06000014,Street Lights,2,2,1.0
2014-3,E06000015,Dog Fouling,1,1,1.0
2014-3,E06000015,Highways Enquiries,3,3,1.0
2014-3,E06000015,Other,2,1,2.0
2014-3,E06000015,Pavement /Footway Defects,1,1,1.0
2014-3,E06000015,Road Safety,2,2,1.0
2014-3,E06000015,Road Surface Defects,8,7,1.1428571428571428
2014-3,E06000015,Rubbish,1,1,1.0
2014-3,E06000016,Highways Enquiries,2,2,1.0
2014-3,E06000016,Other,1,1,1.0
2014-3,E06000016,Pavement /Footway Defects,2,2,1.0
2014-3,E06000016,Road Safety,1,1,1.0
2014-3,E06000016,Road Surface Defects,1,1,1.0
2014-3,E06000016,Street Lights,1,1,1.0
2014-3,E06000017,Road Surface Defects,5,2,2.5
2014-3,E06000018,Dog Fouling,2,2,1.0
2014-3,E06000018,Highways Enquiries,2,2,1.0
2014-3,E06000018,Open Spaces/Parks,1,1,1.0
2014-3,E06000018,Other,4,4,1.0
2014-3,E06000018,Road Safety,1,1,1.0
2014-3,E06000018,Road Surface Defects,2,2,1.0
2014-3,E06000018,Rubbish,6,5,1.2
2014-3,E06000018,Street Furniture,1,1,1.0
2014-3,E06000019,Highways Enquiries,3,3,1.0
2014-3,E06000019,Other,1,1,1.0
2014-3,E06000019,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-3,E06000019,Road Surface Defects,36,24,1.5
2014-3,E06000019,Rubbish,2,2,1.0
2014-3,E06000020,Abandoned Vehicles,1,1,1.0
2014-3,E06000020,Highways Enquiries,2,2,1.0
2014-3,E06000020,Parking,1,1,1.0
2014-3,E06000020,Pavement /Footway Defects,1,1,1.0
2014-3,E06000020,Road Surface Defects,6,4,1.5
2014-3,E06000020,Rubbish,1,1,1.0
2014-3,E06000020,Street Lights,2,2,1.0
2014-3,E06000021,Bus Stops Damage,1,1,1.0
2014-3,E06000021,Highways Enquiries,9,6,1.5
2014-3,E06000021,Other,4,3,1.3333333333333333
2014-3,E06000021,Parking,1,1,1.0
2014-3,E06000021,Pavement /Footway Defects,1,1,1.0
2014-3,E06000021,Road Surface Defects,15,12,1.25
2014-3,E06000021,Rubbish,5,4,1.25
2014-3,E06000022,Abandoned Vehicles,2,2,1.0
2014-3,E06000022,Bus Stops Damage,1,1,1.0
2014-3,E06000022,Highways Enquiries,5,5,1.0
2014-3,E06000022,Road Safety,2,2,1.0
2014-3,E06000022,Road Surface Defects,19,11,1.7272727272727273
2014-3,E06000022,Rubbish,4,4,1.0
2014-3,E06000022,Street Lights,2,2,1.0
2014-3,E06000023,Abandoned Vehicles,1,1,1.0
2014-3,E06000023,Dog Fouling,2,2,1.0
2014-3,E06000023,Highways Enquiries,15,8,1.875
2014-3,E06000023,Incivilities,3,3,1.0
2014-3,E06000023,Open Spaces/Parks,1,1,1.0
2014-3,E06000023,Other,2,2,1.0
2014-3,E06000023,Pavement /Footway Defects,3,2,1.5
2014-3,E06000023,Road Safety,1,1,1.0
2014-3,E06000023,Road Surface Defects,31,9,3.4444444444444446
2014-3,E06000023,Rubbish,14,11,1.2727272727272727
2014-3,E06000023,Street Lights,4,3,1.3333333333333333
2014-3,E06000024,Highways Enquiries,6,5,1.2
2014-3,E06000024,Pavement /Footway Defects,1,1,1.0
2014-3,E06000024,Road Surface Defects,50,20,2.5
2014-3,E06000024,Rubbish,6,3,2.0
2014-3,E06000025,Abandoned Vehicles,1,1,1.0
2014-3,E06000025,Highways Enquiries,6,6,1.0
2014-3,E06000025,Other,1,1,1.0
2014-3,E06000025,Pavement /Footway Defects,3,3,1.0
2014-3,E06000025,Road Safety,1,1,1.0
2014-3,E06000025,Road Surface Defects,24,21,1.1428571428571428
2014-3,E06000025,Rubbish,3,3,1.0
2014-3,E06000025,Street Furniture,1,1,1.0
2014-3,E06000026,Abandoned Vehicles,1,1,1.0
2014-3,E06000026,Dog Fouling,1,1,1.0
2014-3,E06000026,Highways Enquiries,12,8,1.5
2014-3,E06000026,Other,3,3,1.0
2014-3,E06000026,Parking,1,1,1.0
2014-3,E06000026,Pavement /Footway Defects,2,2,1.0
2014-3,E06000026,Road Safety,1,1,1.0
2014-3,E06000026,Road Surface Defects,109,49,2.2244897959183674
2014-3,E06000026,Rubbish,7,5,1.4
2014-3,E06000027,Incivilities,1,1,1.0
2014-3,E06000027,Pavement /Footway Defects,1,1,1.0
2014-3,E06000027,Road Surface Defects,2,2,1.0
2014-3,E06000027,Street Lights,2,1,2.0
2014-3,E06000028,Highways Enquiries,4,4,1.0
2014-3,E06000028,Incivilities,3,2,1.5
2014-3,E06000028,Other,1,1,1.0
2014-3,E06000028,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-3,E06000028,Pavement /Footway Defects,1,1,1.0
2014-3,E06000028,Road Safety,3,2,1.5
2014-3,E06000028,Road Surface Defects,8,4,2.0
2014-3,E06000028,Street Lights,18,4,4.5
2014-3,E06000029,Incivilities,1,1,1.0
2014-3,E06000029,Other,1,1,1.0
2014-3,E06000029,Road Surface Defects,1,1,1.0
2014-3,E06000029,Street Lights,4,3,1.3333333333333333
2014-3,E06000030,Abandoned Vehicles,2,2,1.0
2014-3,E06000030,Dog Fouling,2,2,1.0
2014-3,E06000030,Highways Enquiries,3,2,1.5
2014-3,E06000030,Open Spaces/Parks,2,2,1.0
2014-3,E06000030,Other,1,1,1.0
2014-3,E06000030,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-3,E06000030,Parking,1,1,1.0
2014-3,E06000030,Road Surface Defects,7,7,1.0
2014-3,E06000030,Rubbish,5,5,1.0
2014-3,E06000030,Street Lights,2,2,1.0
2014-3,E06000031,Bus Stops Damage,1,1,1.0
2014-3,E06000031,Highways Enquiries,2,1,2.0
2014-3,E06000031,Incivilities,4,1,4.0
2014-3,E06000031,Open Spaces/Parks,2,2,1.0
2014-3,E06000031,Parking,1,1,1.0
2014-3,E06000031,Pavement /Footway Defects,4,4,1.0
2014-3,E06000031,Road Safety,2,2,1.0
2014-3,E06000031,Road Surface Defects,4,2,2.0
2014-3,E06000031,Rubbish,37,17,2.176470588235294
2014-3,E06000031,Street Lights,6,5,1.2
2014-3,E06000032,Dog Fouling,1,1,1.0
2014-3,E06000032,Highways Enquiries,1,1,1.0
2014-3,E06000032,Pavement /Footway Defects,3,2,1.5
2014-3,E06000032,Road Safety,1,1,1.0
2014-3,E06000032,Rubbish,15,4,3.75
2014-3,E06000032,Street Furniture,1,1,1.0
2014-3,E06000033,Open Spaces/Parks,1,1,1.0
2014-3,E06000033,Other,17,4,4.25
2014-3,E06000033,Rubbish,8,4,2.0
2014-3,E06000034,Highways Enquiries,4,4,1.0
2014-3,E06000034,Pavement /Footway Defects,5,3,1.6666666666666667
2014-3,E06000034,Road Safety,1,1,1.0
2014-3,E06000034,Road Surface Defects,3,3,1.0
2014-3,E06000034,Street Furniture,3,1,3.0
2014-3,E06000034,Street Lights,3,1,3.0
2014-3,E06000035,Highways Enquiries,1,1,1.0
2014-3,E06000035,Open Spaces/Parks,1,1,1.0
2014-3,E06000035,Pavement /Footway Defects,2,2,1.0
2014-3,E06000035,Road Surface Defects,3,2,1.5
2014-3,E06000035,Rubbish,4,3,1.3333333333333333
2014-3,E06000036,Highways Enquiries,4,2,2.0
2014-3,E06000036,Incivilities,2,2,1.0
2014-3,E06000036,Open Spaces/Parks,1,1,1.0
2014-3,E06000036,Pavement /Footway Defects,2,1,2.0
2014-3,E06000036,Road Surface Defects,4,4,1.0
2014-3,E06000036,Rubbish,1,1,1.0
2014-3,E06000036,Street Lights,1,1,1.0
2014-3,E06000037,,1,1,1.0
2014-3,E06000037,Drainage,1,1,1.0
2014-3,E06000037,Open Spaces/Parks,1,1,1.0
2014-3,E06000037,Right of Way,1,1,1.0
2014-3,E06000037,Road Safety,2,2,1.0
2014-3,E06000037,Road Surface Defects,18,12,1.5
2014-3,E06000037,Street Lights,2,2,1.0
2014-3,E06000038,Dog Fouling,1,1,1.0
2014-3,E06000038,Highways Enquiries,6,5,1.2
2014-3,E06000038,Incivilities,1,1,1.0
2014-3,E06000038,Open Spaces/Parks,1,1,1.0
2014-3,E06000038,Other,2,2,1.0
2014-3,E06000038,Parking,2,2,1.0
2014-3,E06000038,Pavement /Footway Defects,3,3,1.0
2014-3,E06000038,Road Safety,5,4,1.25
2014-3,E06000038,Road Surface Defects,12,7,1.7142857142857142
2014-3,E06000038,Rubbish,10,8,1.25
2014-3,E06000038,Street Furniture,1,1,1.0
2014-3,E06000038,Street Lights,5,4,1.25
2014-3,E06000039,Highways Enquiries,2,2,1.0
2014-3,E06000039,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-3,E06000039,Pavement /Footway Defects,1,1,1.0
2014-3,E06000039,Road Surface Defects,2,1,2.0
2014-3,E06000039,Rubbish,1,1,1.0
2014-3,E06000040,Abandoned Vehicles,1,1,1.0
2014-3,E06000040,Highways Enquiries,2,2,1.0
2014-3,E06000040,Parking,1,1,1.0
2014-3,E06000040,Road Surface Defects,9,9,1.0
2014-3,E06000041,Highways Enquiries,6,4,1.5
2014-3,E06000041,Parking,1,1,1.0
2014-3,E06000041,Pavement /Footway Defects,2,1,2.0
2014-3,E06000041,Road Safety,2,2,1.0
2014-3,E06000041,Road Surface Defects,11,11,1.0
2014-3,E06000041,Rubbish,9,5,1.8
2014-3,E06000041,Street Lights,2,2,1.0
2014-3,E06000042,Highways Enquiries,9,6,1.5
2014-3,E06000042,Incivilities,1,1,1.0
2014-3,E06000042,Other,1,1,1.0
2014-3,E06000042,Pavement /Footway Defects,1,1,1.0
2014-3,E06000042,Road Safety,32,1,32.0
2014-3,E06000042,Road Surface Defects,34,20,1.7
2014-3,E06000042,Rubbish,3,1,3.0
2014-3,E06000042,Street Furniture,2,1,2.0
2014-3,E06000042,Street Lights,3,3,1.0
2014-3,E06000043,Abandoned Vehicles,2,2,1.0
2014-3,E06000043,Drainage,1,1,1.0
2014-3,E06000043,Incivilities,1,1,1.0
2014-3,E06000043,Other,4,4,1.0
2014-3,E06000043,Road Safety,4,1,4.0
2014-3,E06000043,Road Surface Defects,3,3,1.0
2014-3,E06000043,Rubbish,5,4,1.25
2014-3,E06000043,Street Lights,6,6,1.0
2014-3,E06000044,Dog Fouling,1,1,1.0
2014-3,E06000044,Other,2,2,1.0
2014-3,E06000044,Parking,1,1,1.0
2014-3,E06000044,Road Surface Defects,1,1,1.0
2014-3,E06000044,Rubbish,2,2,1.0
2014-3,E06000044,Street Lights,1,1,1.0
2014-3,E06000045,Highways Enquiries,3,3,1.0
2014-3,E06000045,Incivilities,14,5,2.8
2014-3,E06000045,Other,2,2,1.0
2014-3,E06000045,Overgrown/Fallen Veg/Trees,3,2,1.5
2014-3,E06000045,Parking,3,2,1.5
2014-3,E06000045,Pavement /Footway Defects,4,4,1.0
2014-3,E06000045,Road Safety,3,3,1.0
2014-3,E06000045,Road Surface Defects,12,8,1.5
2014-3,E06000045,Rubbish,18,8,2.25
2014-3,E06000046,Highways Enquiries,2,2,1.0
2014-3,E06000046,Other,3,1,3.0
2014-3,E06000046,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-3,E06000046,Road Safety,1,1,1.0
2014-3,E06000046,Road Surface Defects,19,8,2.375
2014-3,E06000046,Rubbish,4,1,4.0
2014-3,E06000047,Dog Fouling,2,2,1.0
2014-3,E06000047,Highways Enquiries,5,5,1.0
2014-3,E06000047,Incivilities,1,1,1.0
2014-3,E06000047,Other,1,1,1.0
2014-3,E06000047,Pavement /Footway Defects,1,1,1.0
2014-3,E06000047,Road Safety,1,1,1.0
2014-3,E06000047,Road Surface Defects,7,7,1.0
2014-3,E06000047,Rubbish,6,5,1.2
2014-3,E06000047,Street Furniture,1,1,1.0
2014-3,E06000047,Street Lights,10,4,2.5
2014-3,E06000049,Highways Enquiries,5,5,1.0
2014-3,E06000049,Other,4,4,1.0
2014-3,E06000049,Parking,2,2,1.0
2014-3,E06000049,Pavement /Footway Defects,3,3,1.0
2014-3,E06000049,Road Safety,3,3,1.0
2014-3,E06000049,Road Surface Defects,41,23,1.7826086956521738
2014-3,E06000049,Rubbish,1,1,1.0
2014-3,E06000049,Street Furniture,1,1,1.0
2014-3,E06000049,Street Lights,15,10,1.5
2014-3,E06000050,Highways Enquiries,6,5,1.2
2014-3,E06000050,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-3,E06000050,Parking,1,1,1.0
2014-3,E06000050,Pavement /Footway Defects,5,1,5.0
2014-3,E06000050,Road Safety,2,2,1.0
2014-3,E06000050,Road Surface Defects,7,7,1.0
2014-3,E06000050,Street Lights,3,3,1.0
2014-3,E06000051,Abandoned Vehicles,1,1,1.0
2014-3,E06000051,Dog Fouling,1,1,1.0
2014-3,E06000051,Highways Enquiries,3,3,1.0
2014-3,E06000051,Other,1,1,1.0
2014-3,E06000051,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-3,E06000051,Pavement /Footway Defects,1,1,1.0
2014-3,E06000051,Road Safety,2,2,1.0
2014-3,E06000051,Road Surface Defects,9,5,1.8
2014-3,E06000051,Rubbish,3,3,1.0
2014-3,E06000052,Abandoned Vehicles,4,2,2.0
2014-3,E06000052,Highways Enquiries,8,8,1.0
2014-3,E06000052,Other,2,1,2.0
2014-3,E06000052,Overgrown/Fallen Veg/Trees,2,1,2.0
2014-3,E06000052,Parking,1,1,1.0
2014-3,E06000052,Pavement /Footway Defects,3,3,1.0
2014-3,E06000052,Road Safety,2,2,1.0
2014-3,E06000052,Road Surface Defects,39,27,1.4444444444444444
2014-3,E06000052,Rubbish,6,5,1.2
2014-3,E06000052,Street Furniture,1,1,1.0
2014-3,E06000052,Street Lights,1,1,1.0
2014-3,E06000054,Highways Enquiries,16,12,1.3333333333333333
2014-3,E06000054,Incivilities,4,1,4.0
2014-3,E06000054,Other,2,2,1.0
2014-3,E06000054,Parking,5,2,2.5
2014-3,E06000054,Pavement /Footway Defects,1,1,1.0
2014-3,E06000054,Road Safety,2,2,1.0
2014-3,E06000054,Road Surface Defects,48,39,1.2307692307692308
2014-3,E06000054,Rubbish,6,2,3.0
2014-3,E06000054,Street Lights,3,1,3.0
2014-3,E06000055,Dog Fouling,1,1,1.0
2014-3,E06000055,Highways Enquiries,1,1,1.0
2014-3,E06000055,Other,1,1,1.0
2014-3,E06000055,Road Surface Defects,4,3,1.3333333333333333
2014-3,E06000055,Rubbish,3,2,1.5
2014-3,E06000055,Street Lights,4,1,4.0
2014-3,E06000056,Abandoned Vehicles,1,1,1.0
2014-3,E06000056,Dog Fouling,1,1,1.0
2014-3,E06000056,Highways Enquiries,6,6,1.0
2014-3,E06000056,Incivilities,1,1,1.0
2014-3,E06000056,Other,2,2,1.0
2014-3,E06000056,Overgrown/Fallen Veg/Trees,1,1,1.0
2014-3,E06000056,Parking,1,1,1.0
2014-3,E06000056,Pavement /Footway Defects,2,2,1.0
2014-3,E06000056,Road Safety,4,4,1.0
2014-3,E06000056,Road Surface Defects,37,22,1.6818181818181819
2014-3,E06000056,Rubbish,6,4,1.5
2014-3,E06000056,Street Lights,7,3,2.3333333333333335
2014-3,E06000057,Abandoned Vehicles,1,1,1.0
2014-3,E06000057,Dog Fouling,2,2,1.0
2014-3,E06000057,Highways Enquiries,7,5,1.4
2014-3,E06000057,Other,1,1,1.0
2014-3,E06000057,Road Surface Defects,7,6,1.1666666666666667
2014-3,E06000057,Rubbish,1,1,1.0
2014-3,E07000004,Dog Fouling,1,1,1.0
2014-3,E07000004,Highways Enquiries,4,3,1.3333333333333333
2014-3,E07000004,Incivilities,7,1,7.0
2014-3,E07000004,Other,4,3,1.3333333333333333
