period,LAD,SHEF_B,report_count,user_count,average
2018-4,E06000001,Abandoned Vehicles,1,1,1.0
2018-4,E06000001,Highways Enquiries,2,2,1.0
2018-4,E06000001,Incivilities,1,1,1.0
2018-4,E06000001,Open Spaces/Parks,2,1,2.0
2018-4,E06000001,Other,5,3,1.6666666666666667
2018-4,E06000001,Parking,1,1,1.0
2018-4,E06000001,Pavement /Footway Defects,1,1,1.0
2018-4,E06000001,Public Toilets,3,1,3.0
2018-4,E06000001,Road Surface Defects,4,4,1.0
2018-4,E06000001,Rubbish,13,6,2.1666666666666665
2018-4,E06000001,Street Lights,1,1,1.0
2018-4,E06000002,Highways Enquiries,1,1,1.0
2018-4,E06000002,Road Safety,1,1,1.0
2018-4,E06000002,Road Surface Defects,1,1,1.0
2018-4,E06000002,Rubbish,1,1,1.0
2018-4,E06000003,Highways Enquiries,2,2,1.0
2018-4,E06000003,Open Spaces/Parks,1,1,1.0
2018-4,E06000003,Other,3,3,1.0
2018-4,E06000003,Pavement /Footway Defects,2,2,1.0
2018-4,E06000003,Road Surface Defects,7,7,1.0
2018-4,E06000003,Rubbish,3,2,1.5
2018-4,E06000003,Street Lights,1,1,1.0
2018-4,E06000004,Abandoned Vehicles,4,4,1.0
2018-4,E06000004,Dog Fouling,2,2,1.0
2018-4,E06000004,Highways Enquiries,8,8,1.0
2018-4,E06000004,Incivilities,2,2,1.0
2018-4,E06000004,Open Spaces/Parks,2,2,1.0
2018-4,E06000004,Other,1,1,1.0
2018-4,E06000004,Parking,6,5,1.2
2018-4,E06000004,Pavement /Footway Defects,2,2,1.0
2018-4,E06000004,Road Safety,2,2,1.0
2018-4,E06000004,Road Surface Defects,20,17,1.1764705882352942
2018-4,E06000004,Rubbish,9,8,1.125
2018-4,E06000004,Street Lights,5,4,1.25
2018-4,E06000005,Highways Enquiries,2,2,1.0
2018-4,E06000005,Pavement /Footway Defects,1,1,1.0
2018-4,E06000005,Road Safety,2,2,1.0
2018-4,E06000005,Road Surface Defects,9,7,1.2857142857142858
2018-4,E06000005,Rubbish,3,3,1.0
2018-4,E06000005,Street Lights,1,1,1.0
