period,LAD,SHEF_B,report_count,user_count,average
2009-3,E06000001,Highways Enquiries,1,1,1.0
2009-3,E06000001,Road Surface Defects,4,3,1.3333333333333333
2009-3,E06000002,Dog Fouling,1,1,1.0
2009-3,E06000002,Highways Enquiries,1,1,1.0
2009-3,E06000002,Incivilities,1,1,1.0
2009-3,E06000002,Other,1,1,1.0
2009-3,E06000002,Parking,1,1,1.0
2009-3,E06000002,Pavement /Footway Defects,1,1,1.0
2009-3,E06000003,Highways Enquiries,1,1,1.0
2009-3,E06000003,Incivilities,1,1,1.0
2009-3,E06000003,Other,1,1,1.0
2009-3,E06000003,Overgrown/Fallen Veg/Trees,1,1,1.0
2009-3,E06000003,Road Surface Defects,2,2,1.0
2009-3,E06000003,Rubbish,3,3,1.0
2009-3,E06000003,Street Furniture,1,1,1.0
2009-3,E06000003,Street Lights,2,2,1.0
2009-3,E06000004,Other,2,2,1.0
2009-3,E06000004,Parking,2,2,1.0
2009-3,E06000004,Pavement /Footway Defects,1,1,1.0
2009-3,E06000004,Road Surface Defects,4,3,1.3333333333333333
2009-3,E06000004,Rubbish,2,1,2.0
2009-3,E06000004,Street Lights,2,2,1.0
2009-3,E06000005,Highways Enquiries,1,1,1.0
2009-3,E06000005,Other,1,1,1.0
2009-3,E06000005,Parking,1,1,1.0
2009-3,E06000005,Street Lights,1,1,1.0
2009-3,E06000006,Dog Fouling,2,2,1.0
2009-3,E06000006,Other,1,1,1.0
2009-3,E06000006,Pavement /Footway Defects,1,1,1.0
2009-3,E06000006,Road Surface Defects,1,1,1.0
2009-3,E06000006,Street Lights,1,1,1.0
2009-3,E06000007,Highways Enquiries,1,1,1.0
2009-3,E06000007,Overgrown/Fallen Veg/Trees,1,1,1.0
2009-3,E06000007,Road Surface Defects,7,7,1.0
2009-3,E06000007,Rubbish,2,2,1.0
2009-3,E06000007,Street Lights,1,1,1.0
2009-3,E06000008,Abandoned Vehicles,1,1,1.0
2009-3,E06000008,Incivilities,1,1,1.0
2009-3,E06000008,Other,1,1,1.0
2009-3,E06000008,Road Surface Defects,4,4,1.0
2009-3,E06000008,Rubbish,2,2,1.0
2009-3,E06000009,Highways Enquiries,5,3,1.6666666666666667
2009-3,E06000009,Other,1,1,1.0
2009-3,E06000009,Pavement /Footway Defects,2,2,1.0
2009-3,E06000009,Road Surface Defects,3,3,1.0
2009-3,E06000009,Rubbish,7,5,1.4
2009-3,E06000010,Dog Fouling,1,1,1.0
2009-3,E06000010,Highways Enquiries,1,1,1.0
2009-3,E06000010,Incivilities,1,1,1.0
2009-3,E06000010,Parking,2,2,1.0
2009-3,E06000010,Road Safety,1,1,1.0
2009-3,E06000010,Road Surface Defects,1,1,1.0
2009-3,E06000010,Street Lights,2,2,1.0
2009-3,E06000011,Highways Enquiries,8,1,8.0
2009-3,E06000011,Other,2,2,1.0
2009-3,E06000011,Overgrown/Fallen Veg/Trees,1,1,1.0
2009-3,E06000011,Road Safety,1,1,1.0
2009-3,E06000011,Road Surface Defects,8,2,4.0
2009-3,E06000011,Rubbish,4,3,1.3333333333333333
2009-3,E06000011,Street Furniture,1,1,1.0
2009-3,E06000011,Street Lights,2,2,1.0
2009-3,E06000012,Street Lights,1,1,1.0
2009-3,E06000013,Highways Enquiries,2,2,1.0
2009-3,E06000013,Parking,1,1,1.0
2009-3,E06000013,Pavement /Footway Defects,1,1,1.0
2009-3,E06000013,Road Surface Defects,1,1,1.0
2009-3,E06000013,Rubbish,2,2,1.0
2009-3,E06000013,Street Lights,1,1,1.0
2009-3,E06000014,Abandoned Vehicles,1,1,1.0
2009-3,E06000014,Dog Fouling,1,1,1.0
2009-3,E06000014,Road Safety,1,1,1.0
2009-3,E06000014,Road Surface Defects,5,3,1.6666666666666667
