period,LAD,SHEF_B,report_count,user_count,average
2011-12,E06000001,Dog Fouling,1,1,1.0
2011-12,E06000001,Highways Enquiries,1,1,1.0
2011-12,E06000002,Highways Enquiries,1,1,1.0
2011-12,E06000002,Open Spaces/Parks,1,1,1.0
2011-12,E06000002,Other,2,1,2.0
2011-12,E06000002,Rubbish,1,1,1.0
2011-12,E06000003,Dog Fouling,1,1,1.0
2011-12,E06000003,Highways Enquiries,1,1,1.0
2011-12,E06000003,Street Lights,1,1,1.0
2011-12,E06000004,Other,1,1,1.0
2011-12,E06000004,Overgrown/Fallen Veg/Trees,1,1,1.0
2011-12,E06000004,Road Surface Defects,4,3,1.3333333333333333
2011-12,E06000004,Rubbish,1,1,1.0
2011-12,E06000004,Street Lights,1,1,1.0
2011-12,E06000005,Road Surface Defects,1,1,1.0
2011-12,E06000006,Dog Fouling,1,1,1.0
2011-12,E06000006,Highways Enquiries,1,1,1.0
2011-12,E06000006,Road Surface Defects,1,1,1.0
2011-12,E06000006,Rubbish,2,2,1.0
2011-12,E06000007,Abandoned Vehicles,1,1,1.0
2011-12,E06000007,Highways Enquiries,3,2,1.5
2011-12,E06000007,Pavement /Footway Defects,1,1,1.0
2011-12,E06000007,Road Surface Defects,1,1,1.0
2011-12,E06000007,Street Lights,1,1,1.0
2011-12,E06000008,Abandoned Vehicles,1,1,1.0
2011-12,E06000008,Dog Fouling,1,1,1.0
2011-12,E06000008,Highways Enquiries,2,2,1.0
2011-12,E06000008,Open Spaces/Parks,2,2,1.0
2011-12,E06000008,Other,2,2,1.0
2011-12,E06000008,Parking,2,2,1.0
2011-12,E06000008,Pavement /Footway Defects,1,1,1.0
2011-12,E06000008,Road Surface Defects,3,1,3.0
2011-12,E06000008,Rubbish,7,6,1.1666666666666667
2011-12,E06000008,Street Lights,7,6,1.1666666666666667
2011-12,E06000009,Abandoned Vehicles,2,2,1.0
2011-12,E06000009,Dog Fouling,1,1,1.0
2011-12,E06000009,Highways Enquiries,1,1,1.0
2011-12,E06000009,Rubbish,1,1,1.0
2011-12,E06000010,Dog Fouling,1,1,1.0
2011-12,E06000010,Road Safety,2,2,1.0
2011-12,E06000010,Road Surface Defects,3,1,3.0
2011-12,E06000010,Rubbish,1,1,1.0
2011-12,E06000010,Street Lights,4,3,1.3333333333333333
2011-12,E06000011,Highways Enquiries,1,1,1.0
2011-12,E06000011,Incivilities,1,1,1.0
2011-12,E06000011,Other,1,1,1.0
2011-12,E06000011,Pavement /Footway Defects,1,1,1.0
