period,LAD,SHEF_B,report_count,user_count,average
2008,E06000001,Dog Fouling,1,1,1.0
2008,E06000001,Highways Enquiries,1,1,1.0
2008,E06000001,Incivilities,3,3,1.0
2008,E06000001,Other,1,1,1.0
2008,E06000001,Pavement /Footway Defects,1,1,1.0
2008,E06000001,Street Lights,3,3,1.0
2008,E06000002,Abandoned Vehicles,2,2,1.0
2008,E06000002,Dog Fouling,3,3,1.0
2008,E06000002,Highways Enquiries,1,1,1.0
2008,E06000002,Incivilities,1,1,1.0
2008,E06000002,Other,5,5,1.0
2008,E06000002,Pavement /Footway Defects,3,3,1.0
2008,E06000002,Road Safety,1,1,1.0
2008,E06000002,Road Surface Defects,2,2,1.0
2008,E06000002,Rubbish,7,5,1.4
2008,E06000002,Street Furniture,1,1,1.0
2008,E06000002,Street Lights,3,3,1.0
2008,E06000003,Abandoned Vehicles,5,4,1.25
2008,E06000003,Bus Stops Damage,1,1,1.0
2008,E06000003,Dog Fouling,2,2,1.0
2008,E06000003,Highways Enquiries,5,5,1.0
2008,E06000003,Open Spaces/Parks,1,1,1.0
2008,E06000003,Other,6,5,1.2
2008,E06000003,Overgrown/Fallen Veg/Trees,1,1,1.0
2008,E06000003,Parking,2,2,1.0
2008,E06000003,Pavement /Footway Defects,7,4,1.75
2008,E06000003,Rubbish,6,6,1.0
2008,E06000003,Street Lights,1,1,1.0
2008,E06000004,Abandoned Vehicles,1,1,1.0
2008,E06000004,Dog Fouling,2,2,1.0
2008,E06000004,Highways Enquiries,2,2,1.0
2008,E06000004,Other,13,8,1.625
2008,E06000004,Overgrown/Fallen Veg/Trees,2,2,1.0
2008,E06000004,Parking,1,1,1.0
2008,E06000004,Pavement /Footway Defects,2,2,1.0
2008,E06000004,Road Safety,1,1,1.0
2008,E06000004,Road Surface Defects,4,4,1.0
2008,E06000004,Rubbish,1,1,1.0
2008,E06000004,Street Lights,2,2,1.0
2008,E06000005,Abandoned Vehicles,2,2,1.0
2008,E06000005,Dog Fouling,2,2,1.0
2008,E06000005,Highways Enquiries,3,2,1.5
2008,E06000005,Incivilities,1,1,1.0
2008,E06000005,Other,1,1,1.0
2008,E06000005,Pavement /Footway Defects,3,3,1.0
2008,E06000005,Road Surface Defects,2,2,1.0
2008,E06000005,Rubbish,1,1,1.0
2008,E06000006,Abandoned Vehicles,1,1,1.0
2008,E06000006,Dog Fouling,2,2,1.0
2008,E06000006,Other,4,4,1.0
2008,E06000006,Parking,1,1,1.0
2008,E06000006,Road Safety,1,1,1.0
2008,E06000006,Road Surface Defects,1,1,1.0
2008,E06000006,Rubbish,5,3,1.6666666666666667
2008,E06000006,Street Lights,1,1,1.0
2008,E06000007,Abandoned Vehicles,1,1,1.0
2008,E06000007,Dog Fouling,5,5,1.0
2008,E06000007,Highways Enquiries,8,8,1.0
2008,E06000007,Incivilities,2,2,1.0
2008,E06000007,Other,5,5,1.0
2008,E06000007,Parking,1,1,1.0
2008,E06000007,Pavement /Footway Defects,2,2,1.0
2008,E06000007,Road Surface Defects,11,9,1.2222222222222223
2008,E06000007,Rubbish,5,4,1.25
2008,E06000007,Street Furniture,4,4,1.0
2008,E06000007,Street Lights,9,8,1.125
2008,E06000008,Abandoned Vehicles,1,1,1.0
2008,E06000008,Dog Fouling,3,3,1.0
2008,E06000008,Highways Enquiries,2,2,1.0
2008,E06000008,Open Spaces/Parks,1,1,1.0
2008,E06000008,Parking,2,2,1.0
2008,E06000008,Pavement /Footway Defects,2,2,1.0
2008,E06000008,Road Surface Defects,2,2,1.0
2008,E06000008,Rubbish,7,6,1.1666666666666667
2008,E06000008,Street Lights,2,2,1.0
2008,E06000009,Dog Fouling,1,1,1.0
2008,E06000009,Highways Enquiries,4,4,1.0
2008,E06000009,Other,6,6,1.0
2008,E06000009,Overgrown/Fallen Veg/Trees,3,1,3.0
2008,E06000009,Parking,2,2,1.0
2008,E06000009,Pavement /Footway Defects,6,6,1.0
2008,E06000009,Road Safety,1,1,1.0
2008,E06000009,Road Surface Defects,12,10,1.2
2008,E06000009,Rubbish,3,3,1.0
2008,E06000010,Abandoned Vehicles,5,4,1.25
2008,E06000010,Dog Fouling,3,3,1.0
2008,E06000010,Highways Enquiries,4,3,1.3333333333333333
2008,E06000010,Open Spaces/Parks,1,1,1.0
2008,E06000010,Other,4,2,2.0
2008,E06000010,Overgrown/Fallen Veg/Trees,1,1,1.0
2008,E06000010,Parking,1,1,1.0
2008,E06000010,Road Safety,2,1,2.0
2008,E06000010,Road Surface Defects,3,2,1.5
2008,E06000010,Rubbish,9,8,1.125
2008,E06000010,Street Lights,1,1,1.0
2008,E06000011,Abandoned Vehicles,3,2,1.5
2008,E06000011,Dog Fouling,5,5,1.0
2008,E06000011,Highways Enquiries,26,10,2.6
2008,E06000011,Incivilities,1,1,1.0
2008,E06000011,Open Spaces/Parks,2,2,1.0
2008,E06000011,Other,22,16,1.375
2008,E06000011,Overgrown/Fallen Veg/Trees,1,1,1.0
2008,E06000011,Parking,3,3,1.0
2008,E06000011,Pavement /Footway Defects,4,4,1.0
2008,E06000011,Road Safety,5,2,2.5
2008,E06000011,Road Surface Defects,52,10,5.2
2008,E06000011,Rubbish,11,9,1.2222222222222223
2008,E06000011,Street Furniture,2,2,1.0
2008,E06000011,Street Lights,3,3,1.0
2008,E06000012,Dog Fouling,5,5,1.0
2008,E06000012,Highways Enquiries,4,4,1.0
2008,E06000012,Open Spaces/Parks,1,1,1.0
2008,E06000012,Other,3,3,1.0
2008,E06000012,Parking,3,3,1.0
2008,E06000012,Pavement /Footway Defects,3,3,1.0
2008,E06000012,Road Surface Defects,1,1,1.0
2008,E06000012,Rubbish,3,3,1.0
2008,E06000012,Street Lights,2,2,1.0
2008,E06000013,Abandoned Vehicles,1,1,1.0
2008,E06000013,Dog Fouling,1,1,1.0
2008,E06000013,Highways Enquiries,1,1,1.0
2008,E06000013,Open Spaces/Parks,3,2,1.5
2008,E06000013,Other,4,4,1.0
2008,E06000013,Parking,1,1,1.0
2008,E06000013,Pavement /Footway Defects,2,1,2.0
2008,E06000013,Road Surface Defects,1,1,1.0
2008,E06000013,Rubbish,3,2,1.5
2008,E06000013,Street Furniture,1,1,1.0
2008,E06000013,Street Lights,1,1,1.0
2008,E06000014,Abandoned Vehicles,5,5,1.0
2008,E06000014,Dog Fouling,5,5,1.0
2008,E06000014,Highways Enquiries,2,2,1.0
2008,E06000014,Incivilities,3,2,1.5
2008,E06000014,Other,2,2,1.0
2008,E06000014,Overgrown/Fallen Veg/Trees,1,1,1.0
2008,E06000014,Road Safety,1,1,1.0
2008,E06000014,Road Surface Defects,2,1,2.0
2008,E06000014,Street Furniture,1,1,1.0
2008,E06000014,Street Lights,1,1,1.0
2008,E06000015,Abandoned Vehicles,1,1,1.0
2008,E06000015,Dog Fouling,4,4,1.0
2008,E06000015,Highways Enquiries,3,3,1.0
2008,E06000015,Incivilities,4,3,1.3333333333333333
2008,E06000015,Other,7,6,1.1666666666666667
2008,E06000015,Parking,4,4,1.0
2008,E06000015,Pavement /Footway Defects,4,4,1.0
2008,E06000015,Road Safety,1,1,1.0
2008,E06000015,Road Surface Defects,10,8,1.25
2008,E06000015,Rubbish,4,4,1.0
2008,E06000015,Street Lights,1,1,1.0
2008,E06000016,Abandoned Vehicles,4,2,2.0
2008,E06000016,Dog Fouling,4,4,1.0
2008,E06000016,Highways Enquiries,1,1,1.0
2008,E06000016,Incivilities,3,2,1.5
2008,E06000016,Open Spaces/Parks,1,1,1.0
2008,E06000016,Other,11,9,1.2222222222222223
2008,E06000016,Overgrown/Fallen Veg/Trees,1,1,1.0
2008,E06000016,Parking,1,1,1.0
2008,E06000016,Pavement /Footway Defects,5,5,1.0
2008,E06000016,Road Safety,1,1,1.0
2008,E06000016,Road Surface Defects,5,5,1.0
2008,E06000016,Rubbish,14,11,1.2727272727272727
2008,E06000016,Street Furniture,1,1,1.0
2008,E06000016,Street Lights,10,5,2.0
2008,E06000017,Other,1,1,1.0
2008,E06000017,Parking,1,1,1.0
2008,E06000017,Road Safety,1,1,1.0
2008,E06000017,Road Surface Defects,1,1,1.0
2008,E06000018,Abandoned Vehicles,1,1,1.0
2008,E06000018,Dog Fouling,7,7,1.0
2008,E06000018,Highways Enquiries,16,4,4.0
2008,E06000018,Incivilities,44,2,22.0
2008,E06000018,Other,44,7,6.285714285714286
2008,E06000018,Overgrown/Fallen Veg/Trees,4,3,1.3333333333333333
2008,E06000018,Parking,2,2,1.0
2008,E06000018,Pavement /Footway Defects,14,5,2.8
2008,E06000018,Road Safety,17,4,4.25
2008,E06000018,Road Surface Defects,9,6,1.5
2008,E06000018,Rubbish,26,11,2.3636363636363638
2008,E06000018,Street Furniture,6,2,3.0
2008,E06000018,Street Lights,23,5,4.6
2008,E06000019,Abandoned Vehicles,1,1,1.0
2008,E06000019,Dog Fouling,7,6,1.1666666666666667
2008,E06000019,Highways Enquiries,3,3,1.0
2008,E06000019,Incivilities,10,3,3.3333333333333335
2008,E06000019,Other,6,5,1.2
2008,E06000019,Parking,7,4,1.75
2008,E06000019,Pavement /Footway Defects,8,6,1.3333333333333333
2008,E06000019,Road Safety,3,3,1.0
2008,E06000019,Road Surface Defects,5,4,1.25
2008,E06000019,Rubbish,12,7,1.7142857142857142
2008,E06000019,Street Furniture,2,2,1.0
2008,E06000020,Abandoned Vehicles,2,2,1.0
2008,E06000020,Dog Fouling,3,3,1.0
2008,E06000020,Highways Enquiries,9,5,1.8
2008,E06000020,Incivilities,2,2,1.0
2008,E06000020,Open Spaces/Parks,1,1,1.0
2008,E06000020,Other,2,2,1.0
2008,E06000020,Pavement /Footway Defects,26,2,13.0
2008,E06000020,Road Safety,3,1,3.0
2008,E06000020,Road Surface Defects,18,6,3.0
2008,E06000020,Rubbish,3,2,1.5
2008,E06000020,Street Furniture,1,1,1.0
2008,E06000020,Street Lights,1,1,1.0
2008,E06000021,Abandoned Vehicles,2,2,1.0
2008,E06000021,Bus Stops Damage,1,1,1.0
2008,E06000021,Dog Fouling,1,1,1.0
2008,E06000021,Highways Enquiries,1,1,1.0
2008,E06000021,Open Spaces/Parks,1,1,1.0
2008,E06000021,Other,17,10,1.7
2008,E06000021,Parking,2,2,1.0
2008,E06000021,Pavement /Footway Defects,2,2,1.0
2008,E06000021,Road Surface Defects,1,1,1.0
2008,E06000021,Rubbish,13,6,2.1666666666666665
2008,E06000021,Street Furniture,1,1,1.0
2008,E06000021,Street Lights,2,2,1.0
2008,E06000022,Abandoned Vehicles,2,2,1.0
2008,E06000022,Dog Fouling,1,1,1.0
2008,E06000022,Highways Enquiries,3,2,1.5
2008,E06000022,Incivilities,1,1,1.0
2008,E06000022,Other,4,3,1.3333333333333333
2008,E06000022,Pavement /Footway Defects,2,2,1.0
2008,E06000022,Road Safety,3,3,1.0
2008,E06000022,Road Surface Defects,3,2,1.5
2008,E06000022,Rubbish,2,2,1.0
2008,E06000022,Street Lights,3,3,1.0
2008,E06000023,Abandoned Vehicles,6,5,1.2
2008,E06000023,Bus Stops Damage,2,2,1.0
2008,E06000023,Dog Fouling,9,8,1.125
2008,E06000023,Highways Enquiries,29,24,1.2083333333333333
2008,E06000023,Incivilities,7,5,1.4
2008,E06000023,Open Spaces/Parks,4,4,1.0
2008,E06000023,Other,23,20,1.15
2008,E06000023,Overgrown/Fallen Veg/Trees,3,3,1.0
2008,E06000023,Parking,7,7,1.0
2008,E06000023,Pavement /Footway Defects,15,14,1.0714285714285714
2008,E06000023,Road Safety,10,10,1.0
2008,E06000023,Road Surface Defects,7,6,1.1666666666666667
2008,E06000023,Rubbish,48,43,1.1162790697674418
2008,E06000023,Street Furniture,4,4,1.0
2008,E06000023,Street Lights,12,12,1.0
2008,E06000024,Abandoned Vehicles,6,5,1.2
2008,E06000024,Dog Fouling,4,3,1.3333333333333333
2008,E06000024,Highways Enquiries,10,8,1.25
2008,E06000024,Incivilities,3,3,1.0
2008,E06000024,Open Spaces/Parks,1,1,1.0
2008,E06000024,Other,10,9,1.1111111111111112
2008,E06000024,Parking,4,4,1.0
2008,E06000024,Pavement /Footway Defects,3,2,1.5
2008,E06000024,Road Safety,3,3,1.0
2008,E06000024,Road Surface Defects,16,10,1.6
2008,E06000024,Rubbish,10,4,2.5
2008,E06000024,Street Furniture,4,2,2.0
2008,E06000024,Street Lights,3,3,1.0
2008,E06000025,Abandoned Vehicles,4,4,1.0
2008,E06000025,Dog Fouling,1,1,1.0
2008,E06000025,Highways Enquiries,7,5,1.4
2008,E06000025,Incivilities,2,2,1.0
2008,E06000025,Other,5,4,1.25
2008,E06000025,Overgrown/Fallen Veg/Trees,1,1,1.0
2008,E06000025,Parking,1,1,1.0
2008,E06000025,Pavement /Footway Defects,5,4,1.25
2008,E06000025,Road Safety,2,2,1.0
2008,E06000025,Road Surface Defects,7,6,1.1666666666666667
2008,E06000025,Rubbish,5,5,1.0
2008,E06000025,Street Lights,2,1,2.0
2008,E06000026,Abandoned Vehicles,6,4,1.5
2008,E06000026,Dog Fouling,1,1,1.0
2008,E06000026,Highways Enquiries,4,4,1.0
2008,E06000026,Incivilities,3,3,1.0
2008,E06000026,Open Spaces/Parks,3,3,1.0
2008,E06000026,Other,3,3,1.0
2008,E06000026,Parking,3,3,1.0
2008,E06000026,Pavement /Footway Defects,11,10,1.1
2008,E06000026,Road Safety,1,1,1.0
2008,E06000026,Road Surface Defects,5,5,1.0
2008,E06000026,Rubbish,29,13,2.230769230769231
2008,E06000026,Street Furniture,1,1,1.0
2008,E06000026,Street Lights,2,2,1.0
2008,E06000027,Abandoned Vehicles,1,1,1.0
2008,E06000027,Dog Fouling,3,3,1.0
2008,E06000027,Highways Enquiries,2,2,1.0
2008,E06000027,Other,3,3,1.0
2008,E06000027,Parking,4,4,1.0
2008,E06000027,Road Surface Defects,1,1,1.0
2008,E06000027,Street Lights,1,1,1.0
2008,E06000028,Abandoned Vehicles,5,3,1.6666666666666667
2008,E06000028,Dog Fouling,1,1,1.0
2008,E06000028,Highways Enquiries,8,6,1.3333333333333333
2008,E06000028,Incivilities,3,3,1.0
2008,E06000028,Open Spaces/Parks,1,1,1.0
2008,E06000028,Other,10,6,1.6666666666666667
2008,E06000028,Overgrown/Fallen Veg/Trees,1,1,1.0
2008,E06000028,Parking,5,3,1.6666666666666667
2008,E06000028,Pavement /Footway Defects,3,3,1.0
2008,E06000028,Road Safety,1,1,1.0
2008,E06000028,Road Surface Defects,3,1,3.0
2008,E06000028,Rubbish,3,3,1.0
2008,E06000028,Street Lights,1,1,1.0
2008,E06000029,Abandoned Vehicles,3,3,1.0
2008,E06000029,Highways Enquiries,1,1,1.0
2008,E06000029,Incivilities,4,3,1.3333333333333333
2008,E06000029,Other,2,2,1.0
2008,E06000029,Overgrown/Fallen Veg/Trees,3,3,1.0
2008,E06000029,Parking,2,1,2.0
2008,E06000029,Pavement /Footway Defects,2,2,1.0
2008,E06000029,Road Surface Defects,2,1,2.0
2008,E06000029,Rubbish,1,1,1.0
2008,E06000029,Street Lights,1,1,1.0
2008,E06000030,Abandoned Vehicles,4,4,1.0
2008,E06000030,Dog Fouling,10,9,1.1111111111111112
2008,E06000030,Highways Enquiries,5,5,1.0
2008,E06000030,Incivilities,2,2,1.0
2008,E06000030,Open Spaces/Parks,1,1,1.0
2008,E06000030,Other,7,3,2.3333333333333335
2008,E06000030,Overgrown/Fallen Veg/Trees,2,2,1.0
2008,E06000030,Parking,1,1,1.0
2008,E06000030,Pavement /Footway Defects,3,2,1.5
2008,E06000030,Road Surface Defects,6,4,1.5
2008,E06000030,Rubbish,12,9,1.3333333333333333
2008,E06000030,Street Lights,5,5,1.0
2008,E06000031,Abandoned Vehicles,2,2,1.0
2008,E06000031,Dog Fouling,3,3,1.0
2008,E06000031,Highways Enquiries,6,6,1.0
2008,E06000031,Incivilities,79,4,19.75
2008,E06000031,Open Spaces/Parks,9,2,4.5
2008,E06000031,Other,16,11,1.4545454545454546
2008,E06000031,Overgrown/Fallen Veg/Trees,4,3,1.3333333333333333
2008,E06000031,Parking,4,4,1.0
2008,E06000031,Pavement /Footway Defects,14,13,1.0769230769230769
2008,E06000031,Public Toilets,1,1,1.0
2008,E06000031,Road Safety,4,4,1.0
2008,E06000031,Road Surface Defects,3,3,1.0
2008,E06000031,Rubbish,45,16,2.8125
2008,E06000031,Street Furniture,1,1,1.0
2008,E06000031,Street Lights,22,15,1.4666666666666666
2008,E06000032,Abandoned Vehicles,4,4,1.0
2008,E06000032,Dog Fouling,1,1,1.0
2008,E06000032,Highways Enquiries,4,4,1.0
2008,E06000032,Incivilities,2,2,1.0
2008,E06000032,Open Spaces/Parks,2,2,1.0
2008,E06000032,Other,5,5,1.0
2008,E06000032,Pavement /Footway Defects,2,2,1.0
2008,E06000032,Road Safety,2,1,2.0
2008,E06000032,Road Surface Defects,4,2,2.0
2008,E06000032,Rubbish,3,3,1.0
2008,E06000032,Street Furniture,3,2,1.5
2008,E06000032,Street Lights,1,1,1.0
2008,E06000033,Other,13,13,1.0
2008,E06000034,Dog Fouling,2,2,1.0
2008,E06000034,Highways Enquiries,1,1,1.0
2008,E06000034,Road Surface Defects,1,1,1.0
2008,E06000034,Rubbish,1,1,1.0
2008,E06000034,Street Lights,1,1,1.0
