period,LAD,SHEF_B_CODE,report_count,user_count,average
2013,,B1,2,2,1.0
2013,,B13,24,22,1.0909090909090908
2013,,B14,14,8,1.75
2013,,B15,5,5,1.0
2013,,B16,28,26,1.0769230769230769
2013,,B17,4,4,1.0
2013,,B19,13,12,1.0833333333333333
2013,,B21,1,1,1.0
2013,,B24,8,7,1.1428571428571428
2013,,B25,63,54,1.1666666666666667
2013,,B26,40,31,1.2903225806451613
2013,,B27,2,2,1.0
2013,,B28,46,40,1.15
2013,,B4,2,2,1.0
2013,,B5,1,1,1.0
2013,,B6,14,14,1.0
2013,E06000001,B13,10,7,1.4285714285714286
2013,E06000001,B15,4,1,4.0
2013,E06000001,B16,1,1,1.0
2013,E06000001,B18,1,1,1.0
2013,E06000001,B19,2,2,1.0
2013,E06000001,B21,1,1,1.0
2013,E06000001,B24,2,2,1.0
2013,E06000001,B25,21,7,3.0
2013,E06000001,B26,4,4,1.0
2013,E06000001,B28,6,5,1.2
2013,E06000002,B1,1,1,1.0
2013,E06000002,B13,8,6,1.3333333333333333
2013,E06000002,B14,1,1,1.0
2013,E06000002,B15,1,1,1.0
2013,E06000002,B16,7,7,1.0
2013,E06000002,B17,1,1,1.0
2013,E06000002,B18,3,3,1.0
2013,E06000002,B19,10,10,1.0
2013,E06000002,B24,4,3,1.3333333333333333
2013,E06000002,B25,7,6,1.1666666666666667
2013,E06000002,B26,2,1,2.0
2013,E06000002,B28,9,6,1.5
2013,E06000002,B6,1,1,1.0
2013,E06000003,B1,1,1,1.0
2013,E06000003,B13,9,7,1.2857142857142858
2013,E06000003,B15,1,1,1.0
2013,E06000003,B16,13,11,1.1818181818181819
2013,E06000003,B18,1,1,1.0
2013,E06000003,B19,2,2,1.0
2013,E06000003,B24,2,2,1.0
2013,E06000003,B25,24,17,1.411764705882353
2013,E06000003,B26,12,10,1.2
2013,E06000003,B28,4,4,1.0
2013,E06000003,B4,3,3,1.0
2013,E06000003,B6,2,2,1.0
2013,E06000004,B1,2,1,2.0
2013,E06000004,B13,7,7,1.0
2013,E06000004,B15,3,3,1.0
2013,E06000004,B16,3,3,1.0
2013,E06000004,B17,3,2,1.5
2013,E06000004,B18,1,1,1.0
2013,E06000004,B19,9,8,1.125
2013,E06000004,B24,2,2,1.0
2013,E06000004,B25,16,12,1.3333333333333333
2013,E06000004,B26,8,5,1.6
2013,E06000004,B27,1,1,1.0
2013,E06000004,B28,26,22,1.1818181818181819
2013,E06000004,B4,1,1,1.0
2013,E06000004,B6,3,3,1.0
2013,E06000005,B1,1,1,1.0
2013,E06000005,B13,16,12,1.3333333333333333
2013,E06000005,B14,3,2,1.5
2013,E06000005,B16,1,1,1.0
2013,E06000005,B18,1,1,1.0
2013,E06000005,B19,3,3,1.0
2013,E06000005,B24,4,3,1.3333333333333333
2013,E06000005,B25,32,20,1.6
2013,E06000005,B26,9,7,1.2857142857142858
2013,E06000005,B28,1,1,1.0
2013,E06000005,B4,1,1,1.0
2013,E06000005,B6,6,5,1.2
2013,E06000006,B1,1,1,1.0
2013,E06000006,B13,14,11,1.2727272727272727
2013,E06000006,B14,1,1,1.0
2013,E06000006,B15,6,5,1.2
2013,E06000006,B16,8,7,1.1428571428571428
2013,E06000006,B17,6,1,6.0
2013,E06000006,B18,3,2,1.5
2013,E06000006,B19,4,4,1.0
2013,E06000006,B24,2,1,2.0
2013,E06000006,B25,25,14,1.7857142857142858
2013,E06000006,B26,21,7,3.0
