period,LAD,SHEF_B,report_count,user_count,average
2008-2,E06000001,Dog Fouling,1,1,1.0
2008-2,E06000001,Incivilities,1,1,1.0
2008-2,E06000001,Other,1,1,1.0
2008-2,E06000001,Street Lights,1,1,1.0
2008-2,E06000002,Other,1,1,1.0
2008-2,E06000002,Pavement /Footway Defects,1,1,1.0
2008-2,E06000002,Rubbish,2,1,2.0
2008-2,E06000003,Bus Stops Damage,1,1,1.0
2008-2,E06000003,Other,1,1,1.0
2008-2,E06000003,Rubbish,1,1,1.0
2008-2,E06000006,Road Surface Defects,1,1,1.0
2008-2,E06000007,Road Surface Defects,2,2,1.0
2008-2,E06000007,Street Lights,1,1,1.0
2008-2,E06000008,Abandoned Vehicles,1,1,1.0
2008-2,E06000008,Dog Fouling,1,1,1.0
2008-2,E06000009,Road Surface Defects,1,1,1.0
2008-2,E06000010,Dog Fouling,1,1,1.0
2008-2,E06000011,Dog Fouling,1,1,1.0
2008-2,E06000011,Road Surface Defects,4,2,2.0
2008-2,E06000011,Rubbish,1,1,1.0
2008-2,E06000012,Dog Fouling,1,1,1.0
2008-2,E06000014,Highways Enquiries,1,1,1.0
2008-2,E06000015,Parking,1,1,1.0
2008-2,E06000015,Pavement /Footway Defects,1,1,1.0
2008-2,E06000015,Road Surface Defects,1,1,1.0
2008-2,E06000016,Other,2,1,2.0
2008-2,E06000016,Pavement /Footway Defects,1,1,1.0
2008-2,E06000018,Dog Fouling,1,1,1.0
2008-2,E06000018,Incivilities,2,1,2.0
2008-2,E06000018,Other,3,2,1.5
2008-2,E06000018,Pavement /Footway Defects,1,1,1.0
2008-2,E06000018,Rubbish,1,1,1.0
2008-2,E06000018,Street Lights,1,1,1.0
2008-2,E06000019,Rubbish,2,2,1.0
2008-2,E06000020,Dog Fouling,2,2,1.0
2008-2,E06000020,Pavement /Footway Defects,2,1,2.0
2008-2,E06000020,Road Surface Defects,1,1,1.0
2008-2,E06000021,Parking,1,1,1.0
2008-2,E06000021,Pavement /Footway Defects,1,1,1.0
2008-2,E06000021,Street Lights,1,1,1.0
2008-2,E06000022,Abandoned Vehicles,1,1,1.0
2008-2,E06000022,Road Safety,1,1,1.0
2008-2,E06000023,Highways Enquiries,1,1,1.0
2008-2,E06000023,Open Spaces/Parks,1,1,1.0
2008-2,E06000023,Other,3,2,1.5
2008-2,E06000023,Road Surface Defects,1,1,1.0
2008-2,E06000023,Rubbish,4,4,1.0
2008-2,E06000024,Dog Fouling,1,1,1.0
2008-2,E06000024,Highways Enquiries,1,1,1.0
2008-2,E06000024,Incivilities,1,1,1.0
2008-2,E06000024,Parking,1,1,1.0
2008-2,E06000024,Road Safety,1,1,1.0
2008-2,E06000024,Road Surface Defects,1,1,1.0
2008-2,E06000025,Abandoned Vehicles,2,2,1.0
2008-2,E06000025,Road Safety,1,1,1.0
2008-2,E06000025,Rubbish,1,1,1.0
