lad,SHEF_B_CODE,reports,unique_users,average_per_user
E06000002,B1,1,1,1.0
E06000004,B1,3,3,1.0
E06000006,B1,1,1,1.0
E06000007,B1,1,1,1.0
E06000010,B1,1,1,1.0
E06000011,B1,3,3,1.0
E06000013,B1,2,2,1.0
E06000014,B1,6,3,2.0
E06000016,B1,2,2,1.0
E06000020,B1,1,1,1.0
E06000023,B1,9,6,1.5
E06000024,B1,2,2,1.0
E06000025,B1,1,1,1.0
E06000026,B1,2,2,1.0
E06000027,B1,1,1,1.0
E06000031,B1,3,3,1.0
E06000032,B1,23,11,2.090909090909091
E06000033,B1,4,4,1.0
E06000034,B1,2,2,1.0
E06000036,B1,2,2,1.0
E06000038,B1,2,1,2.0
E06000039,B1,2,2,1.0
E06000040,B1,1,1,1.0
E06000041,B1,2,2,1.0
E06000043,B1,1,1,1.0
E06000046,B1,1,1,1.0
E06000047,B1,3,3,1.0
E06000049,B1,1,1,1.0
E06000052,B1,8,5,1.6
E06000055,B1,5,5,1.0
E06000056,B1,17,12,1.4166666666666667
E06000058,B1,6,6,1.0
E06000059,B1,1,1,1.0
E06000060,B1,8,8,1.0
E07000012,B1,1,1,1.0
E07000028,B1,1,1,1.0
E07000029,B1,2,2,1.0
E07000036,B1,1,1,1.0
E07000041,B1,2,2,1.0
E07000063,B1,1,1,1.0
E07000065,B1,4,4,1.0
E07000076,B1,1,1,1.0
E07000082,B1,2,2,1.0
E07000083,B1,1,1,1.0
E07000084,B1,3,3,1.0
E07000085,B1,1,1,1.0
E07000087,B1,1,1,1.0
E07000089,B1,1,1,1.0
E07000090,B1,3,2,1.5
E07000091,B1,1,1,1.0
E07000095,B1,4,4,1.0
E07000096,B1,1,1,1.0
E07000099,B1,4,4,1.0
E07000102,B1,13,12,1.0833333333333333
E07000103,B1,3,3,1.0
E07000106,B1,4,4,1.0
E07000108,B1,4,3,1.3333333333333333
E07000111,B1,2,2,1.0
E07000112,B1,2,2,1.0
E07000113,B1,3,3,1.0
E07000114,B1,6,6,1.0
E07000116,B1,2,2,1.0
E07000121,B1,1,1,1.0
E07000125,B1,1,1,1.0
E07000129,B1,1,1,1.0
E07000133,B1,1,1,1.0
E07000135,B1,4,2,2.0
E07000139,B1,1,1,1.0
E07000143,B1,2,2,1.0
E07000144,B1,1,1,1.0
E07000147,B1,1,1,1.0
E07000149,B1,1,1,1.0
E07000153,B1,1,1,1.0
E07000154,B1,1,1,1.0
E07000165,B1,1,1,1.0
E07000166,B1,1,1,1.0
E07000172,B1,2,2,1.0
E07000177,B1,6,5,1.2
E07000178,B1,3,3,1.0
E07000179,B1,1,1,1.0
E07000180,B1,1,1,1.0
E07000181,B1,1,1,1.0
E07000188,B1,1,1,1.0
E07000196,B1,1,1,1.0
E07000207,B1,1,1,1.0
E07000209,B1,1,1,1.0
E07000210,B1,2,1,2.0
E07000211,B1,1,1,1.0
E07000212,B1,1,1,1.0
E07000213,B1,1,1,1.0
E07000217,B1,1,1,1.0
E07000221,B1,3,3,1.0
E07000224,B1,1,1,1.0
E07000228,B1,1,1,1.0
E07000240,B1,4,4,1.0
E07000241,B1,2,1,2.0
E07000243,B1,7,6,1.1666666666666667
E07000246,B1,1,1,1.0
E08000002,B1,1,1,1.0
E08000003,B1,3,3,1.0
E08000004,B1,2,2,1.0
E08000005,B1,1,1,1.0
E08000009,B1,2,2,1.0
E08000015,B1,1,1,1.0
E08000016,B1,1,1,1.0
E08000019,B1,10,7,1.4285714285714286
E08000021,B1,1,1,1.0
E08000024,B1,2,2,1.0
E08000025,B1,12,12,1.0
E08000027,B1,2,2,1.0
E08000029,B1,1,1,1.0
E08000030,B1,3,3,1.0
E08000032,B1,2,2,1.0
E08000033,B1,1,1,1.0
E08000034,B1,4,4,1.0
E08000035,B1,2,2,1.0
E08000036,B1,2,2,1.0
E09000002,B1,5,3,1.6666666666666667
E09000003,B1,14,14,1.0
E09000004,B1,1,1,1.0
E09000005,B1,3,3,1.0
E09000006,B1,25,21,1.1904761904761905
E09000007,B1,3,3,1.0
E09000008,B1,5,5,1.0
E09000009,B1,3,3,1.0
E09000010,B1,4,3,1.3333333333333333
E09000011,B1,13,10,1.3
E09000012,B1,2,2,1.0
E09000013,B1,1,1,1.0
E09000014,B1,4,3,1.3333333333333333
E09000015,B1,2,2,1.0
E09000017,B1,3,3,1.0
E09000018,B1,10,4,2.5
E09000019,B1,6,3,2.0
E09000020,B1,2,1,2.0
E09000021,B1,2,1,2.0
E09000022,B1,3,2,1.5
E09000023,B1,59,53,1.1132075471698113
E09000027,B1,2,2,1.0
E09000028,B1,2,2,1.0
E09000029,B1,3,3,1.0
E09000030,B1,2,2,1.0
E09000033,B1,2,2,1.0
N09000002,B1,1,1,1.0
N09000003,B1,1,1,1.0
N09000008,B1,1,1,1.0
S12000011,B1,1,1,1.0
S12000013,B1,1,1,1.0
S12000017,B1,2,2,1.0
S12000033,B1,1,1,1.0
S12000036,B1,1,1,1.0
S12000038,B1,2,2,1.0
S12000039,B1,1,1,1.0
S12000040,B1,1,1,1.0
S12000042,B1,1,1,1.0
S12000049,B1,4,4,1.0
W06000011,B1,1,1,1.0
W06000012,B1,1,1,1.0
W06000013,B1,1,1,1.0
W06000014,B1,1,1,1.0
W06000018,B1,2,2,1.0
W06000020,B1,1,1,1.0
W06000024,B1,1,1,1.0
E07000043,B11,2,1,2.0
E07000063,B11,1,1,1.0
E06000021,B12,3,2,1.5
E09000003,B12,1,1,1.0
E06000001,B13,1,1,1.0
E06000002,B13,2,2,1.0
E06000003,B13,1,1,1.0
E06000004,B13,1,1,1.0
E06000007,B13,2,2,1.0
E06000008,B13,1,1,1.0
E06000009,B13,5,3,1.6666666666666667
E06000011,B13,3,3,1.0
E06000014,B13,1,1,1.0
E06000015,B13,1,1,1.0
E06000016,B13,1,1,1.0
E06000018,B13,5,5,1.0
E06000019,B13,2,2,1.0
E06000022,B13,4,4,1.0
E06000023,B13,3,3,1.0
E06000024,B13,1,1,1.0
E06000025,B13,7,7,1.0
E06000026,B13,3,3,1.0
E06000027,B13,1,1,1.0
E06000030,B13,4,4,1.0
E06000031,B13,3,2,1.5
E06000032,B13,2,2,1.0
E06000034,B13,5,4,1.25
E06000035,B13,1,1,1.0
E06000036,B13,7,6,1.1666666666666667
E06000038,B13,4,4,1.0
E06000039,B13,4,3,1.3333333333333333
E06000040,B13,4,3,1.3333333333333333
E06000041,B13,9,9,1.0
E06000042,B13,2,2,1.0
