lad,SHEF_B_CODE,reports,unique_users,average_per_user
E06000004,B1,1,1,1.0
E06000007,B1,1,1,1.0
E06000008,B1,1,1,1.0
E06000009,B1,1,1,1.0
E06000012,B1,1,1,1.0
E06000014,B1,2,2,1.0
E06000015,B1,3,3,1.0
E06000016,B1,5,4,1.25
E06000018,B1,5,5,1.0
E06000019,B1,4,3,1.3333333333333333
E06000020,B1,2,2,1.0
E06000021,B1,4,2,2.0
E06000022,B1,3,3,1.0
E06000023,B1,7,7,1.0
E06000024,B1,1,1,1.0
E06000025,B1,3,3,1.0
E06000026,B1,1,1,1.0
E06000027,B1,3,3,1.0
E06000030,B1,9,9,1.0
E06000031,B1,3,3,1.0
E06000032,B1,2,2,1.0
E06000034,B1,3,3,1.0
E06000035,B1,6,6,1.0
E06000037,B1,1,1,1.0
E06000038,B1,3,3,1.0
E06000039,B1,2,2,1.0
E06000040,B1,2,2,1.0
E06000041,B1,3,3,1.0
E06000042,B1,4,4,1.0
E06000043,B1,13,13,1.0
E06000044,B1,4,4,1.0
E06000045,B1,2,2,1.0
E06000046,B1,1,1,1.0
E06000047,B1,1,1,1.0
E06000049,B1,2,2,1.0
E06000050,B1,1,1,1.0
E06000051,B1,1,1,1.0
E06000052,B1,6,6,1.0
E06000054,B1,7,7,1.0
E06000055,B1,3,3,1.0
E06000056,B1,6,6,1.0
E06000057,B1,2,2,1.0
E06000058,B1,5,5,1.0
E06000059,B1,1,1,1.0
E06000060,B1,4,4,1.0
E07000008,B1,3,3,1.0
E07000010,B1,1,1,1.0
E07000011,B1,3,3,1.0
E07000012,B1,1,1,1.0
E07000026,B1,1,1,1.0
E07000038,B1,1,1,1.0
E07000040,B1,3,2,1.5
E07000041,B1,1,1,1.0
E07000044,B1,1,1,1.0
E07000045,B1,1,1,1.0
E07000046,B1,1,1,1.0
E07000061,B1,1,1,1.0
E07000062,B1,1,1,1.0
E07000063,B1,3,3,1.0
E07000065,B1,4,4,1.0
E07000066,B1,4,4,1.0
E07000067,B1,1,1,1.0
E07000069,B1,1,1,1.0
E07000070,B1,2,2,1.0
E07000071,B1,2,2,1.0
E07000072,B1,1,1,1.0
E07000073,B1,1,1,1.0
E07000074,B1,1,1,1.0
E07000075,B1,1,1,1.0
E07000077,B1,1,1,1.0
E07000078,B1,2,2,1.0
E07000081,B1,1,1,1.0
E07000084,B1,6,5,1.2
E07000085,B1,3,2,1.5
E07000086,B1,2,2,1.0
E07000088,B1,3,3,1.0
E07000091,B1,2,2,1.0
E07000092,B1,1,1,1.0
