period,LAD,SHEF_B,report_count,user_count,average
2010-7,E06000001,Rubbish,1,1,1.0
2010-7,E06000001,Street Lights,1,1,1.0
2010-7,E06000002,Rubbish,1,1,1.0
2010-7,E06000003,Bus Stops Damage,1,1,1.0
2010-7,E06000003,Other,3,3,1.0
2010-7,E06000003,Overgrown/Fallen Veg/Trees,1,1,1.0
2010-7,E06000003,Pavement /Footway Defects,1,1,1.0
2010-7,E06000003,Road Surface Defects,2,2,1.0
2010-7,E06000003,Rubbish,2,1,2.0
2010-7,E06000004,Highways Enquiries,1,1,1.0
2010-7,E06000004,Pavement /Footway Defects,1,1,1.0
2010-7,E06000004,Road Safety,1,1,1.0
2010-7,E06000005,Dog Fouling,1,1,1.0
2010-7,E06000005,Highways Enquiries,1,1,1.0
2010-7,E06000005,Rubbish,2,2,1.0
2010-7,E06000005,Street Furniture,1,1,1.0
2010-7,E06000006,Overgrown/Fallen Veg/Trees,1,1,1.0
2010-7,E06000006,Parking,1,1,1.0
2010-7,E06000006,Road Surface Defects,1,1,1.0
2010-7,E06000006,Street Lights,1,1,1.0
2010-7,E06000007,Highways Enquiries,1,1,1.0
2010-7,E06000007,Open Spaces/Parks,1,1,1.0
2010-7,E06000007,Parking,1,1,1.0
2010-7,E06000007,Road Surface Defects,2,2,1.0
2010-7,E06000008,Dog Fouling,1,1,1.0
2010-7,E06000008,Highways Enquiries,1,1,1.0
2010-7,E06000008,Incivilities,1,1,1.0
2010-7,E06000008,Open Spaces/Parks,2,2,1.0
2010-7,E06000008,Other,1,1,1.0
2010-7,E06000008,Parking,1,1,1.0
2010-7,E06000008,Pavement /Footway Defects,2,2,1.0
2010-7,E06000008,Rubbish,2,2,1.0
2010-7,E06000008,Street Lights,1,1,1.0
2010-7,E06000009,Highways Enquiries,2,2,1.0
2010-7,E06000009,Other,2,2,1.0
2010-7,E06000009,Overgrown/Fallen Veg/Trees,1,1,1.0
2010-7,E06000009,Pavement /Footway Defects,1,1,1.0
2010-7,E06000009,Road Safety,3,1,3.0
2010-7,E06000009,Road Surface Defects,2,2,1.0
2010-7,E06000010,Highways Enquiries,1,1,1.0
2010-7,E06000010,Open Spaces/Parks,1,1,1.0
2010-7,E06000010,Other,1,1,1.0
2010-7,E06000010,Overgrown/Fallen Veg/Trees,1,1,1.0
2010-7,E06000010,Pavement /Footway Defects,3,3,1.0
2010-7,E06000010,Rubbish,1,1,1.0
2010-7,E06000011,Dog Fouling,1,1,1.0
2010-7,E06000011,Highways Enquiries,4,3,1.3333333333333333
2010-7,E06000011,Pavement /Footway Defects,2,2,1.0
2010-7,E06000011,Road Surface Defects,3,2,1.5
2010-7,E06000011,Rubbish,1,1,1.0
2010-7,E06000011,Street Furniture,1,1,1.0
2010-7,E06000011,Street Lights,2,2,1.0
2010-7,E06000012,Highways Enquiries,1,1,1.0
2010-7,E06000012,Other,2,2,1.0
