period,LAD,SHEF_B,report_count,user_count,average
2008-11,E06000002,Pavement /Footway Defects,2,2,1.0
2008-11,E06000002,Street Lights,1,1,1.0
2008-11,E06000003,Abandoned Vehicles,2,1,2.0
2008-11,E06000003,Highways Enquiries,1,1,1.0
2008-11,E06000003,Street Lights,1,1,1.0
2008-11,E06000004,Dog Fouling,1,1,1.0
2008-11,E06000004,Other,2,1,2.0
2008-11,E06000005,Abandoned Vehicles,1,1,1.0
2008-11,E06000005,Highways Enquiries,1,1,1.0
2008-11,E06000005,Other,1,1,1.0
2008-11,E06000006,Abandoned Vehicles,1,1,1.0
2008-11,E06000006,Other,1,1,1.0
2008-11,E06000007,Highways Enquiries,1,1,1.0
2008-11,E06000007,Other,1,1,1.0
2008-11,E06000007,Pavement /Footway Defects,1,1,1.0
2008-11,E06000007,Street Furniture,2,2,1.0
2008-11,E06000008,Highways Enquiries,1,1,1.0
2008-11,E06000008,Parking,1,1,1.0
2008-11,E06000008,Rubbish,1,1,1.0
2008-11,E06000008,Street Lights,1,1,1.0
2008-11,E06000009,Road Surface Defects,1,1,1.0
2008-11,E06000009,Rubbish,2,2,1.0
2008-11,E06000010,Dog Fouling,2,2,1.0
2008-11,E06000011,Highways Enquiries,4,2,2.0
2008-11,E06000011,Other,1,1,1.0
2008-11,E06000011,Road Safety,1,1,1.0
2008-11,E06000011,Road Surface Defects,3,1,3.0
2008-11,E06000012,Dog Fouling,1,1,1.0
2008-11,E06000012,Pavement /Footway Defects,1,1,1.0
2008-11,E06000012,Rubbish,1,1,1.0
2008-11,E06000012,Street Lights,1,1,1.0
2008-11,E06000013,Other,1,1,1.0
2008-11,E06000014,Abandoned Vehicles,2,2,1.0
2008-11,E06000014,Dog Fouling,2,2,1.0
2008-11,E06000015,Other,3,2,1.5
2008-11,E06000015,Parking,1,1,1.0
2008-11,E06000015,Pavement /Footway Defects,1,1,1.0
2008-11,E06000016,Dog Fouling,2,2,1.0
2008-11,E06000016,Pavement /Footway Defects,1,1,1.0
