period,LAD,SHEF_B_CODE,report_count,user_count,average
2018-6,,B21,1,1,1.0
2018-6,E06000001,B1,1,1,1.0
2018-6,E06000001,B13,4,4,1.0
2018-6,E06000001,B15,4,4,1.0
2018-6,E06000001,B16,6,5,1.2
2018-6,E06000001,B17,3,3,1.0
2018-6,E06000001,B18,1,1,1.0
2018-6,E06000001,B19,6,4,1.5
2018-6,E06000001,B21,1,1,1.0
2018-6,E06000001,B25,6,6,1.0
2018-6,E06000001,B26,16,12,1.3333333333333333
2018-6,E06000001,B28,1,1,1.0
2018-6,E06000001,B6,2,1,2.0
2018-6,E06000002,B25,1,1,1.0
2018-6,E06000003,B1,3,1,3.0
2018-6,E06000003,B13,2,2,1.0
2018-6,E06000003,B15,1,1,1.0
2018-6,E06000003,B16,1,1,1.0
2018-6,E06000003,B18,2,2,1.0
2018-6,E06000003,B19,3,2,1.5
2018-6,E06000003,B26,1,1,1.0
2018-6,E06000003,B27,1,1,1.0
2018-6,E06000003,B28,1,1,1.0
2018-6,E06000004,B1,1,1,1.0
2018-6,E06000004,B13,6,6,1.0
2018-6,E06000004,B15,5,5,1.0
2018-6,E06000004,B16,3,3,1.0
2018-6,E06000004,B17,3,2,1.5
2018-6,E06000004,B18,6,4,1.5
2018-6,E06000004,B19,6,6,1.0
2018-6,E06000004,B24,1,1,1.0
2018-6,E06000004,B25,5,5,1.0
2018-6,E06000004,B26,6,5,1.2
2018-6,E06000004,B27,1,1,1.0
2018-6,E06000004,B6,1,1,1.0
2018-6,E06000005,B16,3,2,1.5
2018-6,E06000005,B18,2,2,1.0
2018-6,E06000005,B19,1,1,1.0
2018-6,E06000005,B25,2,1,2.0
2018-6,E06000005,B26,8,5,1.6
2018-6,E06000006,B1,1,1,1.0
2018-6,E06000006,B13,4,3,1.3333333333333333
2018-6,E06000006,B15,1,1,1.0
2018-6,E06000006,B16,3,3,1.0
2018-6,E06000006,B17,9,5,1.8
2018-6,E06000006,B18,1,1,1.0
2018-6,E06000006,B19,3,2,1.5
2018-6,E06000006,B25,2,2,1.0
2018-6,E06000006,B26,5,5,1.0
2018-6,E06000007,B13,4,4,1.0
2018-6,E06000007,B15,2,2,1.0
2018-6,E06000007,B16,4,4,1.0
2018-6,E06000007,B17,2,1,2.0
2018-6,E06000007,B18,2,2,1.0
2018-6,E06000007,B19,1,1,1.0
2018-6,E06000007,B24,4,4,1.0
2018-6,E06000007,B25,7,6,1.1666666666666667
2018-6,E06000007,B26,1,1,1.0
2018-6,E06000007,B6,1,1,1.0
2018-6,E06000008,B1,2,2,1.0
2018-6,E06000008,B13,6,5,1.2
2018-6,E06000008,B15,3,2,1.5
2018-6,E06000008,B16,2,2,1.0
2018-6,E06000008,B19,5,5,1.0
2018-6,E06000008,B24,2,2,1.0
2018-6,E06000008,B25,5,2,2.5
2018-6,E06000008,B26,6,5,1.2
2018-6,E06000008,B6,1,1,1.0
2018-6,E06000009,B13,1,1,1.0
2018-6,E06000009,B15,1,1,1.0
2018-6,E06000009,B16,3,3,1.0
2018-6,E06000009,B17,1,1,1.0
2018-6,E06000009,B18,2,2,1.0
2018-6,E06000009,B19,2,2,1.0
2018-6,E06000009,B25,1,1,1.0
2018-6,E06000009,B26,5,5,1.0
2018-6,E06000009,B6,1,1,1.0
2018-6,E06000010,B1,3,3,1.0
2018-6,E06000010,B13,2,2,1.0
2018-6,E06000010,B14,8,3,2.6666666666666665
2018-6,E06000010,B15,1,1,1.0
2018-6,E06000010,B16,52,7,7.428571428571429
2018-6,E06000010,B17,12,4,3.0
2018-6,E06000010,B18,3,3,1.0
2018-6,E06000010,B19,5,4,1.25
2018-6,E06000010,B24,1,1,1.0
2018-6,E06000010,B25,13,11,1.1818181818181819
2018-6,E06000010,B26,5,5,1.0
2018-6,E06000010,B28,24,2,12.0
2018-6,E06000010,B7,1,1,1.0
2018-6,E06000011,B15,1,1,1.0
2018-6,E06000011,B16,2,2,1.0
2018-6,E06000011,B17,1,1,1.0
2018-6,E06000011,B18,1,1,1.0
2018-6,E06000011,B24,1,1,1.0
2018-6,E06000012,B13,1,1,1.0
2018-6,E06000012,B19,2,2,1.0
2018-6,E06000012,B25,3,2,1.5
2018-6,E06000013,B15,1,1,1.0
2018-6,E06000013,B16,4,4,1.0
2018-6,E06000013,B18,1,1,1.0
2018-6,E06000013,B19,5,4,1.25
2018-6,E06000013,B24,1,1,1.0
2018-6,E06000013,B25,4,4,1.0
2018-6,E06000013,B26,28,9,3.111111111111111
2018-6,E06000013,B28,5,2,2.5
2018-6,E06000014,B1,3,3,1.0
2018-6,E06000014,B13,1,1,1.0
2018-6,E06000014,B16,1,1,1.0
2018-6,E06000014,B19,1,1,1.0
2018-6,E06000014,B25,2,2,1.0
2018-6,E06000014,B26,3,3,1.0
2018-6,E06000015,B1,4,3,1.3333333333333333
2018-6,E06000015,B13,7,4,1.75
2018-6,E06000015,B14,1,1,1.0
2018-6,E06000015,B15,6,5,1.2
2018-6,E06000015,B16,16,7,2.2857142857142856
2018-6,E06000015,B17,4,4,1.0
2018-6,E06000015,B18,2,2,1.0
2018-6,E06000015,B19,6,6,1.0
2018-6,E06000015,B24,2,2,1.0
2018-6,E06000015,B25,10,4,2.5
2018-6,E06000015,B26,14,10,1.4
2018-6,E06000015,B27,2,2,1.0
2018-6,E06000015,B28,1,1,1.0
2018-6,E06000016,B13,3,3,1.0
2018-6,E06000016,B14,2,1,2.0
2018-6,E06000016,B15,1,1,1.0
2018-6,E06000016,B16,5,4,1.25
2018-6,E06000016,B18,3,3,1.0
2018-6,E06000016,B19,3,3,1.0
2018-6,E06000016,B25,1,1,1.0
2018-6,E06000016,B26,6,6,1.0
2018-6,E06000016,B28,1,1,1.0
2018-6,E06000016,B6,1,1,1.0
2018-6,E06000017,B1,1,1,1.0
2018-6,E06000017,B17,2,2,1.0
2018-6,E06000017,B23,3,3,1.0
2018-6,E06000017,B25,6,5,1.2
2018-6,E06000017,B27,1,1,1.0
2018-6,E06000018,B13,6,3,2.0
2018-6,E06000018,B14,2,1,2.0
2018-6,E06000018,B16,2,2,1.0
2018-6,E06000018,B18,1,1,1.0
2018-6,E06000018,B19,3,3,1.0
2018-6,E06000018,B24,2,2,1.0
2018-6,E06000018,B25,2,2,1.0
2018-6,E06000018,B26,9,6,1.5
2018-6,E06000019,B13,6,4,1.5
2018-6,E06000019,B15,6,1,6.0
2018-6,E06000019,B16,2,2,1.0
2018-6,E06000019,B17,6,6,1.0
2018-6,E06000019,B18,2,2,1.0
2018-6,E06000019,B19,7,7,1.0
2018-6,E06000019,B24,1,1,1.0
2018-6,E06000019,B25,7,6,1.1666666666666667
2018-6,E06000019,B26,2,2,1.0
2018-6,E06000020,B1,1,1,1.0
2018-6,E06000020,B15,1,1,1.0
2018-6,E06000020,B19,1,1,1.0
2018-6,E06000020,B25,4,4,1.0
2018-6,E06000020,B26,1,1,1.0
2018-6,E06000020,B28,2,1,2.0
2018-6,E06000021,B1,5,5,1.0
2018-6,E06000021,B11,1,1,1.0
2018-6,E06000021,B12,8,7,1.1428571428571428
2018-6,E06000021,B16,8,6,1.3333333333333333
2018-6,E06000021,B17,6,5,1.2
2018-6,E06000021,B18,4,4,1.0
2018-6,E06000021,B24,3,3,1.0
2018-6,E06000021,B25,19,12,1.5833333333333333
2018-6,E06000021,B26,8,6,1.3333333333333333
2018-6,E06000021,B7,2,2,1.0
2018-6,E06000021,B8,1,1,1.0
2018-6,E06000022,B1,1,1,1.0
2018-6,E06000022,B11,1,1,1.0
2018-6,E06000022,B14,2,2,1.0
2018-6,E06000022,B16,8,7,1.1428571428571428
2018-6,E06000022,B17,18,14,1.2857142857142858
2018-6,E06000022,B23,2,2,1.0
2018-6,E06000022,B24,4,2,2.0
2018-6,E06000022,B25,21,14,1.5
2018-6,E06000022,B26,5,5,1.0
2018-6,E06000022,B28,1,1,1.0
2018-6,E06000022,B4,2,2,1.0
2018-6,E06000022,B7,4,4,1.0
2018-6,E06000023,B1,16,15,1.0666666666666667
2018-6,E06000023,B13,2,2,1.0
2018-6,E06000023,B14,3,3,1.0
2018-6,E06000023,B15,6,6,1.0
2018-6,E06000023,B16,22,20,1.1
2018-6,E06000023,B17,4,4,1.0
2018-6,E06000023,B18,13,12,1.0833333333333333
2018-6,E06000023,B19,14,7,2.0
2018-6,E06000023,B22,2,2,1.0
2018-6,E06000023,B23,12,12,1.0
2018-6,E06000023,B24,3,3,1.0
2018-6,E06000023,B25,17,11,1.5454545454545454
2018-6,E06000023,B26,72,36,2.0
2018-6,E06000023,B27,4,4,1.0
2018-6,E06000023,B28,6,5,1.2
2018-6,E06000023,B29,6,6,1.0
2018-6,E06000023,B3,1,1,1.0
2018-6,E06000023,B4,1,1,1.0
2018-6,E06000023,B6,1,1,1.0
2018-6,E06000023,B7,2,2,1.0
2018-6,E06000024,B13,3,3,1.0
2018-6,E06000024,B16,2,2,1.0
2018-6,E06000024,B17,4,4,1.0
2018-6,E06000024,B18,3,3,1.0
2018-6,E06000024,B19,1,1,1.0
2018-6,E06000024,B24,3,3,1.0
2018-6,E06000024,B25,9,7,1.2857142857142858
2018-6,E06000024,B26,4,4,1.0
2018-6,E06000024,B28,2,2,1.0
2018-6,E06000024,B6,1,1,1.0
2018-6,E06000025,B1,4,4,1.0
2018-6,E06000025,B13,6,6,1.0
2018-6,E06000025,B14,2,2,1.0
2018-6,E06000025,B15,2,2,1.0
2018-6,E06000025,B16,15,13,1.1538461538461537
2018-6,E06000025,B17,5,5,1.0
2018-6,E06000025,B18,2,2,1.0
2018-6,E06000025,B19,8,7,1.1428571428571428
2018-6,E06000025,B24,3,3,1.0
2018-6,E06000025,B25,9,8,1.125
2018-6,E06000025,B26,9,8,1.125
2018-6,E06000025,B28,1,1,1.0
2018-6,E06000026,B13,2,2,1.0
2018-6,E06000026,B15,1,1,1.0
2018-6,E06000026,B16,6,5,1.2
2018-6,E06000026,B17,1,1,1.0
2018-6,E06000026,B18,2,2,1.0
2018-6,E06000026,B19,1,1,1.0
2018-6,E06000026,B24,2,1,2.0
2018-6,E06000026,B26,2,2,1.0
2018-6,E06000026,B28,1,1,1.0
2018-6,E06000027,B13,2,2,1.0
2018-6,E06000027,B16,2,2,1.0
2018-6,E06000027,B17,2,2,1.0
2018-6,E06000027,B18,1,1,1.0
2018-6,E06000027,B26,4,3,1.3333333333333333
2018-6,E06000030,B1,2,2,1.0
2018-6,E06000030,B13,2,2,1.0
2018-6,E06000030,B16,3,3,1.0
2018-6,E06000030,B18,4,4,1.0
2018-6,E06000030,B19,2,2,1.0
2018-6,E06000030,B24,1,1,1.0
