period,LAD,SHEF_B,report_count,user_count,average
2016,E06000001,Abandoned Vehicles,3,3,1.0
2016,E06000001,Bus Stops Damage,1,1,1.0
2016,E06000001,Dog Fouling,4,4,1.0
2016,E06000001,Highways Enquiries,24,12,2.0
2016,E06000001,Incivilities,3,3,1.0
2016,E06000001,Open Spaces/Parks,5,4,1.25
2016,E06000001,Other,8,5,1.6
2016,E06000001,Overgrown/Fallen Veg/Trees,2,2,1.0
2016,E06000001,Parking,7,7,1.0
2016,E06000001,Pavement /Footway Defects,11,10,1.1
2016,E06000001,Road Safety,10,8,1.25
2016,E06000001,Road Surface Defects,23,14,1.6428571428571428
2016,E06000001,Rubbish,36,13,2.769230769230769
2016,E06000001,Street Furniture,1,1,1.0
2016,E06000001,Street Lights,26,8,3.25
2016,E06000002,Abandoned Vehicles,10,8,1.25
2016,E06000002,Dog Fouling,1,1,1.0
2016,E06000002,Highways Enquiries,16,8,2.0
2016,E06000002,Open Spaces/Parks,9,6,1.5
2016,E06000002,Other,10,10,1.0
2016,E06000002,Parking,6,5,1.2
2016,E06000002,Pavement /Footway Defects,19,13,1.4615384615384615
2016,E06000002,Road Safety,6,5,1.2
2016,E06000002,Road Surface Defects,29,17,1.7058823529411764
2016,E06000002,Rubbish,23,14,1.6428571428571428
2016,E06000002,Street Furniture,1,1,1.0
2016,E06000002,Street Lights,24,13,1.8461538461538463
2016,E06000003,Bus Stops Damage,2,1,2.0
2016,E06000003,Dog Fouling,6,5,1.2
2016,E06000003,Highways Enquiries,11,7,1.5714285714285714
2016,E06000003,Incivilities,1,1,1.0
2016,E06000003,Open Spaces/Parks,3,3,1.0
2016,E06000003,Other,12,8,1.5
2016,E06000003,Overgrown/Fallen Veg/Trees,4,4,1.0
2016,E06000003,Parking,15,8,1.875
2016,E06000003,Pavement /Footway Defects,9,8,1.125
2016,E06000003,Road Safety,4,3,1.3333333333333333
2016,E06000003,Road Surface Defects,10,8,1.25
2016,E06000003,Rubbish,38,16,2.375
2016,E06000003,Street Lights,15,13,1.1538461538461537
2016,E06000004,Abandoned Vehicles,19,12,1.5833333333333333
2016,E06000004,Bus Stops Damage,5,5,1.0
2016,E06000004,Dog Fouling,8,7,1.1428571428571428
2016,E06000004,Highways Enquiries,34,31,1.096774193548387
2016,E06000004,Incivilities,7,6,1.1666666666666667
2016,E06000004,Open Spaces/Parks,21,17,1.2352941176470589
2016,E06000004,Other,52,41,1.2682926829268293
2016,E06000004,Overgrown/Fallen Veg/Trees,15,14,1.0714285714285714
2016,E06000004,Parking,30,26,1.1538461538461537
2016,E06000004,Pavement /Footway Defects,59,45,1.3111111111111111
2016,E06000004,Road Safety,20,12,1.6666666666666667
2016,E06000004,Road Surface Defects,80,45,1.7777777777777777
2016,E06000004,Rubbish,67,41,1.6341463414634145
2016,E06000004,Street Furniture,1,1,1.0
2016,E06000004,Street Lights,99,76,1.3026315789473684
2016,E06000005,Abandoned Vehicles,2,2,1.0
2016,E06000005,Dog Fouling,5,3,1.6666666666666667
2016,E06000005,Highways Enquiries,12,8,1.5
2016,E06000005,Incivilities,3,3,1.0
2016,E06000005,Open Spaces/Parks,1,1,1.0
2016,E06000005,Other,10,8,1.25
2016,E06000005,Overgrown/Fallen Veg/Trees,5,5,1.0
2016,E06000005,Parking,3,3,1.0
2016,E06000005,Pavement /Footway Defects,19,9,2.111111111111111
2016,E06000005,Road Safety,3,3,1.0
2016,E06000005,Road Surface Defects,26,12,2.1666666666666665
2016,E06000005,Rubbish,83,28,2.9642857142857144
2016,E06000005,Street Lights,5,3,1.6666666666666667
2016,E06000006,Abandoned Vehicles,15,14,1.0714285714285714
2016,E06000006,Bus Stops Damage,2,2,1.0
2016,E06000006,Dog Fouling,3,3,1.0
2016,E06000006,Highways Enquiries,15,12,1.25
2016,E06000006,Incivilities,3,2,1.5
2016,E06000006,Open Spaces/Parks,6,5,1.2
2016,E06000006,Other,10,8,1.25
2016,E06000006,Overgrown/Fallen Veg/Trees,14,11,1.2727272727272727
2016,E06000006,Parking,9,6,1.5
2016,E06000006,Pavement /Footway Defects,9,8,1.125
2016,E06000006,Road Safety,3,3,1.0
2016,E06000006,Road Surface Defects,12,10,1.2
2016,E06000006,Rubbish,41,17,2.411764705882353
2016,E06000006,Street Lights,7,7,1.0
2016,E06000007,Abandoned Vehicles,7,7,1.0
2016,E06000007,Bus Stops Damage,1,1,1.0
2016,E06000007,Dog Fouling,2,2,1.0
2016,E06000007,Highways Enquiries,36,33,1.0909090909090908
2016,E06000007,Open Spaces/Parks,10,10,1.0
2016,E06000007,Other,28,24,1.1666666666666667
2016,E06000007,Overgrown/Fallen Veg/Trees,14,14,1.0
2016,E06000007,Parking,29,14,2.0714285714285716
2016,E06000007,Pavement /Footway Defects,23,16,1.4375
2016,E06000007,Road Safety,10,9,1.1111111111111112
2016,E06000007,Road Surface Defects,48,30,1.6
2016,E06000007,Rubbish,44,17,2.588235294117647
2016,E06000007,Street Furniture,4,4,1.0
2016,E06000007,Street Lights,25,19,1.3157894736842106
2016,E06000008,Abandoned Vehicles,18,16,1.125
2016,E06000008,Dog Fouling,5,4,1.25
2016,E06000008,Highways Enquiries,32,21,1.5238095238095237
2016,E06000008,Incivilities,1,1,1.0
2016,E06000008,Open Spaces/Parks,6,5,1.2
2016,E06000008,Other,31,24,1.2916666666666667
2016,E06000008,Overgrown/Fallen Veg/Trees,4,4,1.0
2016,E06000008,Parking,7,7,1.0
2016,E06000008,Pavement /Footway Defects,22,20,1.1
2016,E06000008,Road Safety,11,10,1.1
2016,E06000008,Road Surface Defects,55,39,1.4102564102564104
2016,E06000008,Rubbish,132,67,1.9701492537313432
2016,E06000008,Street Furniture,1,1,1.0
2016,E06000008,Street Lights,20,17,1.1764705882352942
2016,E06000009,Abandoned Vehicles,12,9,1.3333333333333333
2016,E06000009,Bus Stops Damage,4,3,1.3333333333333333
2016,E06000009,Dog Fouling,7,7,1.0
2016,E06000009,Highways Enquiries,23,14,1.6428571428571428
2016,E06000009,Incivilities,1,1,1.0
2016,E06000009,Open Spaces/Parks,5,5,1.0
2016,E06000009,Other,17,15,1.1333333333333333
2016,E06000009,Overgrown/Fallen Veg/Trees,1,1,1.0
2016,E06000009,Parking,19,12,1.5833333333333333
2016,E06000009,Pavement /Footway Defects,7,4,1.75
2016,E06000009,Road Safety,5,5,1.0
2016,E06000009,Road Surface Defects,15,12,1.25
2016,E06000009,Rubbish,97,34,2.8529411764705883
2016,E06000009,Street Furniture,2,2,1.0
2016,E06000009,Street Lights,22,14,1.5714285714285714
