period,LAD,SHEF_B,report_count,user_count,average
2010-3,E06000001,Highways Enquiries,2,1,2.0
2010-3,E06000001,Other,1,1,1.0
2010-3,E06000001,Road Surface Defects,4,4,1.0
2010-3,E06000001,Street Lights,1,1,1.0
2010-3,E06000002,Dog Fouling,1,1,1.0
2010-3,E06000002,Other,1,1,1.0
2010-3,E06000002,Road Surface Defects,4,4,1.0
2010-3,E06000002,Street Lights,1,1,1.0
2010-3,E06000003,Other,1,1,1.0
2010-3,E06000003,Pavement /Footway Defects,1,1,1.0
2010-3,E06000003,Road Surface Defects,4,4,1.0
2010-3,E06000004,Highways Enquiries,1,1,1.0
2010-3,E06000004,Other,1,1,1.0
2010-3,E06000004,Road Surface Defects,6,6,1.0
2010-3,E06000004,Street Furniture,1,1,1.0
2010-3,E06000005,Incivilities,1,1,1.0
2010-3,E06000005,Road Surface Defects,2,1,2.0
2010-3,E06000006,Other,1,1,1.0
2010-3,E06000007,Highways Enquiries,2,1,2.0
2010-3,E06000007,Overgrown/Fallen Veg/Trees,1,1,1.0
2010-3,E06000007,Road Surface Defects,4,3,1.3333333333333333
2010-3,E06000007,Rubbish,2,2,1.0
2010-3,E06000008,Abandoned Vehicles,1,1,1.0
2010-3,E06000008,Bus Stops Damage,1,1,1.0
2010-3,E06000008,Dog Fouling,2,2,1.0
2010-3,E06000008,Highways Enquiries,4,3,1.3333333333333333
2010-3,E06000008,Other,3,3,1.0
2010-3,E06000008,Parking,1,1,1.0
2010-3,E06000008,Road Surface Defects,13,8,1.625
2010-3,E06000008,Rubbish,9,5,1.8
2010-3,E06000008,Street Lights,1,1,1.0
2010-3,E06000009,Highways Enquiries,5,2,2.5
2010-3,E06000009,Open Spaces/Parks,1,1,1.0
2010-3,E06000009,Parking,1,1,1.0
2010-3,E06000009,Road Surface Defects,8,5,1.6
2010-3,E06000009,Rubbish,1,1,1.0
2010-3,E06000009,Street Lights,3,3,1.0
2010-3,E06000010,Highways Enquiries,1,1,1.0
2010-3,E06000010,Open Spaces/Parks,1,1,1.0
2010-3,E06000010,Other,2,2,1.0
2010-3,E06000010,Pavement /Footway Defects,1,1,1.0
2010-3,E06000010,Road Safety,1,1,1.0
2010-3,E06000010,Road Surface Defects,4,4,1.0
2010-3,E06000010,Street Lights,2,2,1.0
2010-3,E06000011,Dog Fouling,1,1,1.0
2010-3,E06000011,Highways Enquiries,7,4,1.75
2010-3,E06000011,Other,2,2,1.0
2010-3,E06000011,Parking,1,1,1.0
2010-3,E06000011,Pavement /Footway Defects,3,2,1.5
2010-3,E06000011,Road Surface Defects,10,7,1.4285714285714286
2010-3,E06000011,Street Lights,1,1,1.0
2010-3,E06000012,Highways Enquiries,5,2,2.5
2010-3,E06000012,Overgrown/Fallen Veg/Trees,1,1,1.0
2010-3,E06000012,Pavement /Footway Defects,2,2,1.0
2010-3,E06000012,Road Safety,1,1,1.0
2010-3,E06000012,Road Surface Defects,2,2,1.0
2010-3,E06000013,Highways Enquiries,1,1,1.0
2010-3,E06000013,Other,1,1,1.0
2010-3,E06000013,Road Surface Defects,8,3,2.6666666666666665
2010-3,E06000014,Other,2,2,1.0
2010-3,E06000014,Pavement /Footway Defects,1,1,1.0
2010-3,E06000014,Road Safety,2,2,1.0
2010-3,E06000014,Road Surface Defects,6,5,1.2
2010-3,E06000014,Rubbish,1,1,1.0
2010-3,E06000014,Street Furniture,1,1,1.0
2010-3,E06000015,Parking,1,1,1.0
2010-3,E06000015,Road Surface Defects,2,2,1.0
2010-3,E06000015,Rubbish,1,1,1.0
2010-3,E06000015,Street Lights,2,2,1.0
2010-3,E06000016,Dog Fouling,1,1,1.0
2010-3,E06000016,Highways Enquiries,1,1,1.0
2010-3,E06000016,Other,2,2,1.0
2010-3,E06000016,Parking,1,1,1.0
2010-3,E06000016,Road Safety,1,1,1.0
2010-3,E06000016,Road Surface Defects,8,8,1.0
2010-3,E06000017,Highways Enquiries,3,2,1.5
2010-3,E06000017,Road Safety,1,1,1.0
2010-3,E06000017,Road Surface Defects,3,3,1.0
2010-3,E06000018,Dog Fouling,2,1,2.0
2010-3,E06000018,Highways Enquiries,1,1,1.0
2010-3,E06000018,Incivilities,1,1,1.0
2010-3,E06000018,Other,2,2,1.0
2010-3,E06000018,Parking,3,3,1.0
2010-3,E06000018,Road Safety,2,2,1.0
2010-3,E06000018,Road Surface Defects,4,4,1.0
2010-3,E06000018,Rubbish,8,6,1.3333333333333333
2010-3,E06000018,Street Lights,2,1,2.0
2010-3,E06000019,Abandoned Vehicles,1,1,1.0
2010-3,E06000019,Dog Fouling,1,1,1.0
2010-3,E06000019,Highways Enquiries,3,3,1.0
2010-3,E06000019,Open Spaces/Parks,2,2,1.0
2010-3,E06000019,Other,1,1,1.0
2010-3,E06000019,Parking,1,1,1.0
