period,LAD,SHEF_B_CODE,report_count,user_count,average
2018-11,E06000001,B1,2,2,1.0
2018-11,E06000001,B13,2,2,1.0
2018-11,E06000001,B15,1,1,1.0
2018-11,E06000001,B16,3,3,1.0
2018-11,E06000001,B17,2,2,1.0
2018-11,E06000001,B18,1,1,1.0
2018-11,E06000001,B19,4,3,1.3333333333333333
2018-11,E06000001,B24,8,4,2.0
2018-11,E06000001,B25,3,2,1.5
2018-11,E06000001,B26,8,6,1.3333333333333333
2018-11,E06000001,B28,5,5,1.0
2018-11,E06000001,B6,1,1,1.0
2018-11,E06000002,B18,1,1,1.0
2018-11,E06000002,B19,1,1,1.0
2018-11,E06000003,B13,2,1,2.0
2018-11,E06000003,B14,1,1,1.0
2018-11,E06000003,B18,2,2,1.0
2018-11,E06000003,B28,2,2,1.0
2018-11,E06000003,B6,1,1,1.0
2018-11,E06000004,B13,4,3,1.3333333333333333
2018-11,E06000004,B16,4,4,1.0
2018-11,E06000004,B17,1,1,1.0
2018-11,E06000004,B18,1,1,1.0
2018-11,E06000004,B24,1,1,1.0
2018-11,E06000004,B25,4,4,1.0
2018-11,E06000004,B26,3,3,1.0
2018-11,E06000004,B28,1,1,1.0
2018-11,E06000004,B4,1,1,1.0
2018-11,E06000004,B6,2,2,1.0
2018-11,E06000005,B1,2,2,1.0
2018-11,E06000005,B13,1,1,1.0
2018-11,E06000005,B18,1,1,1.0
2018-11,E06000005,B24,1,1,1.0
2018-11,E06000005,B25,1,1,1.0
2018-11,E06000005,B26,11,4,2.75
2018-11,E06000006,B1,2,2,1.0
2018-11,E06000006,B13,1,1,1.0
2018-11,E06000006,B15,2,2,1.0
2018-11,E06000006,B18,1,1,1.0
2018-11,E06000006,B26,1,1,1.0
2018-11,E06000006,B6,1,1,1.0
2018-11,E06000007,B1,3,2,1.5
2018-11,E06000007,B13,6,5,1.2
2018-11,E06000007,B14,1,1,1.0
2018-11,E06000007,B15,3,3,1.0
2018-11,E06000007,B16,1,1,1.0
2018-11,E06000007,B19,8,7,1.1428571428571428
2018-11,E06000007,B24,1,1,1.0
2018-11,E06000007,B25,3,3,1.0
2018-11,E06000007,B26,8,8,1.0
2018-11,E06000007,B28,4,4,1.0
2018-11,E06000007,B6,4,3,1.3333333333333333
2018-11,E06000008,B13,2,2,1.0
2018-11,E06000008,B16,2,1,2.0
2018-11,E06000008,B24,1,1,1.0
2018-11,E06000008,B25,1,1,1.0
2018-11,E06000008,B26,10,9,1.1111111111111112
2018-11,E06000008,B28,9,7,1.2857142857142858
2018-11,E06000009,B1,1,1,1.0
2018-11,E06000009,B16,1,1,1.0
2018-11,E06000009,B24,1,1,1.0
2018-11,E06000009,B25,2,2,1.0
2018-11,E06000009,B28,1,1,1.0
2018-11,E06000009,B6,3,3,1.0
2018-11,E06000010,B1,2,2,1.0
2018-11,E06000010,B13,5,5,1.0
2018-11,E06000010,B14,1,1,1.0
2018-11,E06000010,B15,2,2,1.0
2018-11,E06000010,B16,2,2,1.0
2018-11,E06000010,B18,2,2,1.0
