period,LAD,SHEF_B_CODE,report_count,user_count,average
2010,E08000035,B13,5,5,1.0
2010,E08000035,B14,2,2,1.0
2010,E08000035,B15,1,1,1.0
2010,E08000035,B16,6,5,1.2
2010,E08000035,B18,1,1,1.0
2010,E08000035,B19,1,1,1.0
2010,E08000035,B24,1,1,1.0
2010,E08000035,B25,10,10,1.0
2010,E08000035,B26,86,81,1.0617283950617284
2010,E08000035,B6,1,1,1.0
2010,E09000003,B1,10,10,1.0
2010,E09000003,B13,136,116,1.1724137931034482
2010,E09000003,B14,5,5,1.0
2010,E09000003,B15,10,9,1.1111111111111112
2010,E09000003,B16,174,157,1.10828025477707
2010,E09000003,B17,41,37,1.1081081081081081
2010,E09000003,B18,31,27,1.1481481481481481
2010,E09000003,B19,342,315,1.0857142857142856
2010,E09000003,B24,47,42,1.119047619047619
2010,E09000003,B25,711,521,1.36468330134357
2010,E09000003,B26,64,57,1.1228070175438596
2010,E09000003,B27,12,12,1.0
2010,E09000003,B28,162,152,1.0657894736842106
2010,E09000003,B4,3,3,1.0
2010,E09000003,B6,12,11,1.0909090909090908
2010,E09000005,B25,1,1,1.0
2010,S12000036,B1,1,1,1.0
2010,S12000036,B13,2,2,1.0
2010,S12000036,B14,3,2,1.5
2010,S12000036,B16,5,5,1.0
2010,S12000036,B19,2,2,1.0
2010,S12000036,B25,4,4,1.0
2010,S12000036,B26,5,5,1.0
2010,S12000036,B28,6,6,1.0
2010,W06000015,B1,1,1,1.0
2010,W06000015,B13,3,3,1.0
2010,W06000015,B14,2,2,1.0
2010,W06000015,B15,1,1,1.0
2010,W06000015,B16,6,6,1.0
2010,W06000015,B17,1,1,1.0
2010,W06000015,B18,4,3,1.3333333333333333
2010,W06000015,B19,5,5,1.0
2010,W06000015,B24,1,1,1.0
2010,W06000015,B25,17,12,1.4166666666666667
2010,W06000015,B26,17,13,1.3076923076923077
2010,W06000015,B28,7,5,1.4
2010,W06000015,B6,2,2,1.0
