period,LAD,SHEF_B_CODE,report_count,user_count,average
2010-2,E08000035,B13,1,1,1.0
2010-2,E08000035,B25,1,1,1.0
2010-2,E08000035,B6,1,1,1.0
2010-2,E09000003,B1,1,1,1.0
2010-2,E09000003,B13,11,11,1.0
2010-2,E09000003,B15,1,1,1.0
2010-2,E09000003,B16,16,16,1.0
2010-2,E09000003,B17,1,1,1.0
2010-2,E09000003,B18,4,4,1.0
2010-2,E09000003,B19,31,29,1.0689655172413792
2010-2,E09000003,B24,1,1,1.0
2010-2,E09000003,B25,186,140,1.3285714285714285
2010-2,E09000003,B26,8,8,1.0
2010-2,E09000003,B27,2,2,1.0
2010-2,E09000003,B28,21,21,1.0
2010-2,E09000003,B6,4,4,1.0
