lad,SHEF_B_CODE,reports,unique_users,average_per_user
E07000061,B1,3,3,1.0
E07000062,B1,6,6,1.0
E07000063,B1,6,6,1.0
E07000064,B1,15,14,1.0714285714285714
E07000065,B1,104,98,1.0612244897959184
E07000089,B1,93,85,1.0941176470588236
E07000165,B1,55,52,1.0576923076923077
E07000177,B1,8,7,1.1428571428571428
E07000178,B1,3,3,1.0
E07000179,B1,7,6,1.1666666666666667
E07000180,B1,8,8,1.0
E07000181,B1,6,6,1.0
E07000218,B1,1,1,1.0
E07000219,B1,2,2,1.0
E07000220,B1,2,2,1.0
E07000221,B1,1,1,1.0
E07000222,B1,2,2,1.0
E07000243,B1,599,191,3.136125654450262
E09000003,B1,216,204,1.0588235294117647
E09000006,B1,1047,919,1.1392818280739934
E09000011,B1,44,43,1.0232558139534884
E09000006,B10,34,34,1.0
E07000062,B11,1,1,1.0
E07000063,B11,2,2,1.0
E07000064,B11,2,2,1.0
E07000065,B11,12,9,1.3333333333333333
E07000177,B11,3,2,1.5
E07000178,B11,2,2,1.0
E07000179,B11,4,4,1.0
E07000180,B11,2,1,2.0
E07000181,B11,5,5,1.0
E09000003,B11,5,5,1.0
E07000218,B12,11,11,1.0
E07000219,B12,10,10,1.0
E07000220,B12,13,13,1.0
E07000221,B12,17,17,1.0
E07000222,B12,20,20,1.0
E09000003,B12,21,21,1.0
E07000061,B13,60,53,1.1320754716981132
E07000062,B13,64,57,1.1228070175438596
E07000063,B13,114,97,1.175257731958763
E07000064,B13,128,113,1.1327433628318584
E07000065,B13,259,208,1.2451923076923077
E07000089,B13,85,78,1.0897435897435896
E07000165,B13,22,22,1.0
E07000177,B13,170,135,1.2592592592592593
E07000178,B13,118,114,1.0350877192982457
E07000179,B13,176,161,1.093167701863354
E07000180,B13,158,132,1.196969696969697
E07000181,B13,99,84,1.1785714285714286
E07000243,B13,11,9,1.2222222222222223
E09000003,B13,243,201,1.208955223880597
E09000011,B13,8,8,1.0
E07000061,B14,3,3,1.0
E07000062,B14,6,5,1.2
E07000063,B14,8,8,1.0
E07000064,B14,11,11,1.0
E07000065,B14,8,6,1.3333333333333333
E07000089,B14,13,13,1.0
E07000165,B14,5,5,1.0
E07000177,B14,7,6,1.1666666666666667
E07000178,B14,23,16,1.4375
E07000179,B14,9,8,1.125
E07000180,B14,8,7,1.1428571428571428
E07000181,B14,7,5,1.4
E07000218,B14,2,2,1.0
E07000221,B14,5,4,1.25
E07000222,B14,3,3,1.0
E07000243,B14,103,26,3.9615384615384617
E09000003,B14,112,22,5.090909090909091
E09000006,B14,907,205,4.424390243902439
E09000011,B14,21,11,1.9090909090909092
E07000061,B15,1,1,1.0
E07000062,B15,10,9,1.1111111111111112
E07000063,B15,8,7,1.1428571428571428
E07000064,B15,5,5,1.0
E07000065,B15,2,2,1.0
E07000165,B15,1,1,1.0
E07000177,B15,21,20,1.05
E07000178,B15,2,2,1.0
E07000180,B15,7,4,1.75
E07000181,B15,4,4,1.0
E07000218,B15,2,2,1.0
E07000219,B15,3,3,1.0
E07000220,B15,6,6,1.0
E07000221,B15,1,1,1.0
E07000222,B15,4,3,1.3333333333333333
E09000006,B15,292,208,1.4038461538461537
E09000011,B15,6,6,1.0
E07000061,B16,36,26,1.3846153846153846
E07000062,B16,42,40,1.05
E07000063,B16,61,54,1.1296296296296295
E07000064,B16,112,98,1.1428571428571428
E07000065,B16,117,100,1.17
E07000089,B16,109,94,1.1595744680851063
E07000165,B16,35,32,1.09375
E07000177,B16,54,47,1.148936170212766
E07000178,B16,30,28,1.0714285714285714
E07000179,B16,33,32,1.03125
E07000180,B16,38,32,1.1875
E07000181,B16,44,38,1.1578947368421053
E07000218,B16,37,33,1.121212121212121
E07000219,B16,55,48,1.1458333333333333
E07000220,B16,82,61,1.3442622950819672
E07000221,B16,120,112,1.0714285714285714
E07000222,B16,136,117,1.1623931623931625
E07000243,B16,234,79,2.962025316455696
E09000011,B16,13,13,1.0
E07000061,B17,59,46,1.2826086956521738
E07000062,B17,108,72,1.5
E07000063,B17,129,108,1.1944444444444444
E07000064,B17,137,108,1.2685185185185186
E07000065,B17,258,206,1.2524271844660195
E07000165,B17,7,7,1.0
E07000177,B17,219,172,1.2732558139534884
E07000178,B17,66,54,1.2222222222222223
E07000179,B17,226,165,1.3696969696969696
E07000180,B17,206,154,1.3376623376623376
E07000181,B17,147,102,1.4411764705882353
E07000218,B17,10,10,1.0
E07000219,B17,18,18,1.0
E07000220,B17,24,19,1.263157894736842
E07000221,B17,24,23,1.0434782608695652
E07000222,B17,48,44,1.0909090909090908
E07000243,B17,41,37,1.1081081081081081
E09000003,B17,42,41,1.024390243902439
E09000006,B17,1586,1236,1.2831715210355987
E09000011,B17,9,8,1.125
E07000061,B18,16,16,1.0
E07000062,B18,24,22,1.0909090909090908
E07000063,B18,46,43,1.069767441860465
E07000064,B18,23,23,1.0
E07000065,B18,34,32,1.0625
E07000089,B18,25,24,1.0416666666666667
E07000165,B18,10,10,1.0
E07000177,B18,40,37,1.0810810810810811
E07000178,B18,38,35,1.0857142857142856
E07000179,B18,29,28,1.0357142857142858
E07000180,B18,25,24,1.0416666666666667
E07000181,B18,27,27,1.0
E07000218,B18,8,8,1.0
E07000219,B18,4,4,1.0
E07000220,B18,9,9,1.0
E07000221,B18,4,4,1.0
