lad,SHEF_B_CODE,reports,unique_users,average_per_user
E06000017,B1,12,12,1.0
E06000022,B1,1332,880,1.5136363636363637
E06000031,B1,379,325,1.166153846153846
E06000038,B1,1,1,1.0
E06000045,B1,19,19,1.0
E06000046,B1,994,272,3.6544117647058822
E06000060,B1,249,230,1.0826086956521739
E07000061,B1,3,3,1.0
E07000062,B1,14,14,1.0
E07000063,B1,8,8,1.0
E07000064,B1,24,22,1.0909090909090908
E07000065,B1,123,114,1.0789473684210527
E07000089,B1,1013,862,1.1751740139211138
E07000165,B1,167,154,1.0844155844155845
E07000177,B1,117,104,1.125
E07000178,B1,118,104,1.1346153846153846
E07000179,B1,137,126,1.0873015873015872
E07000180,B1,115,103,1.116504854368932
E07000181,B1,64,62,1.032258064516129
E07000194,B1,34,29,1.1724137931034482
E07000218,B1,6,5,1.2
E07000219,B1,11,11,1.0
E07000220,B1,11,8,1.375
E07000221,B1,4,4,1.0
E07000222,B1,16,16,1.0
E07000242,B1,74,64,1.15625
E07000243,B1,4471,1477,3.02708192281652
E09000003,B1,614,541,1.1349353049907578
E09000004,B1,1659,1259,1.3177124702144558
E09000006,B1,9182,7000,1.3117142857142856
E09000011,B1,4044,2817,1.4355697550585729
E09000012,B1,132,58,2.2758620689655173
E09000018,B1,622,278,2.237410071942446
E09000023,B1,1,1,1.0
E09000033,B1,951,105,9.057142857142857
S12000036,B1,1,1,1.0
W06000015,B1,4,4,1.0
E09000006,B10,120,106,1.1320754716981132
E06000022,B11,160,109,1.4678899082568808
E06000023,B11,229,161,1.4223602484472049
E06000031,B11,5,5,1.0
E06000046,B11,4,1,4.0
E06000060,B11,274,199,1.3768844221105527
E07000062,B11,2,2,1.0
E07000063,B11,5,5,1.0
E07000064,B11,4,4,1.0
E07000065,B11,26,21,1.2380952380952381
E07000136,B11,13,2,6.5
E07000137,B11,73,19,3.8421052631578947
E07000138,B11,18,8,2.25
E07000139,B11,50,18,2.7777777777777777
E07000140,B11,5,2,2.5
