period,LAD,SHEF_B_CODE,report_count,user_count,average
2015-3,E07000061,B13,10,8,1.25
2015-3,E07000061,B17,3,3,1.0
2015-3,E07000061,B18,2,2,1.0
2015-3,E07000061,B19,14,13,1.0769230769230769
2015-3,E07000061,B20,1,1,1.0
2015-3,E07000061,B23,4,4,1.0
2015-3,E07000061,B24,4,4,1.0
2015-3,E07000061,B25,88,59,1.4915254237288136
2015-3,E07000061,B28,12,11,1.0909090909090908
2015-3,E07000061,B6,2,2,1.0
2015-3,E07000061,B7,6,6,1.0
2015-3,E07000062,B13,4,4,1.0
2015-3,E07000062,B16,3,3,1.0
2015-3,E07000062,B17,3,3,1.0
2015-3,E07000062,B18,4,3,1.3333333333333333
2015-3,E07000062,B19,9,9,1.0
2015-3,E07000062,B24,4,4,1.0
2015-3,E07000062,B25,52,41,1.2682926829268293
2015-3,E07000062,B26,10,9,1.1111111111111112
2015-3,E07000062,B27,1,1,1.0
2015-3,E07000062,B28,7,7,1.0
2015-3,E07000062,B29,1,1,1.0
2015-3,E07000062,B7,7,7,1.0
2015-3,E07000063,B1,1,1,1.0
2015-3,E07000063,B13,18,16,1.125
2015-3,E07000063,B14,1,1,1.0
2015-3,E07000063,B15,1,1,1.0
2015-3,E07000063,B16,8,7,1.1428571428571428
2015-3,E07000063,B17,7,7,1.0
2015-3,E07000063,B18,4,4,1.0
2015-3,E07000063,B19,13,13,1.0
2015-3,E07000063,B23,11,7,1.5714285714285714
2015-3,E07000063,B24,18,15,1.2
2015-3,E07000063,B25,100,76,1.3157894736842106
2015-3,E07000063,B26,35,29,1.206896551724138
2015-3,E07000063,B27,4,3,1.3333333333333333
2015-3,E07000063,B28,18,17,1.0588235294117647
2015-3,E07000063,B7,7,7,1.0
2015-3,E07000064,B1,2,2,1.0
2015-3,E07000064,B13,13,13,1.0
2015-3,E07000064,B15,1,1,1.0
2015-3,E07000064,B16,5,5,1.0
2015-3,E07000064,B17,5,3,1.6666666666666667
2015-3,E07000064,B18,2,2,1.0
2015-3,E07000064,B19,10,10,1.0
2015-3,E07000064,B23,4,4,1.0
2015-3,E07000064,B24,12,11,1.0909090909090908
2015-3,E07000064,B25,127,89,1.4269662921348314
2015-3,E07000064,B26,47,40,1.175
2015-3,E07000064,B28,21,21,1.0
2015-3,E07000064,B7,16,16,1.0
2015-3,E07000065,B1,13,12,1.0833333333333333
2015-3,E07000065,B11,2,2,1.0
2015-3,E07000065,B13,19,17,1.1176470588235294
2015-3,E07000065,B14,2,1,2.0
2015-3,E07000065,B16,14,13,1.0769230769230769
2015-3,E07000065,B17,15,13,1.1538461538461537
2015-3,E07000065,B18,2,2,1.0
2015-3,E07000065,B19,22,21,1.0476190476190477
2015-3,E07000065,B21,1,1,1.0
2015-3,E07000065,B23,23,21,1.0952380952380953
2015-3,E07000065,B24,16,12,1.3333333333333333
2015-3,E07000065,B25,312,209,1.492822966507177
2015-3,E07000065,B26,30,28,1.0714285714285714
2015-3,E07000065,B27,2,2,1.0
2015-3,E07000065,B28,49,41,1.1951219512195121
2015-3,E07000065,B29,3,2,1.5
2015-3,E07000065,B3,2,2,1.0
2015-3,E07000065,B6,6,5,1.2
2015-3,E07000065,B7,37,32,1.15625
2015-3,E07000089,B1,10,10,1.0
2015-3,E07000089,B13,10,9,1.1111111111111112
2015-3,E07000089,B14,3,3,1.0
2015-3,E07000089,B16,8,5,1.6
2015-3,E07000089,B18,4,4,1.0
2015-3,E07000089,B19,7,6,1.1666666666666667
2015-3,E07000089,B24,4,4,1.0
2015-3,E07000089,B25,21,20,1.05
2015-3,E07000089,B26,21,21,1.0
2015-3,E07000089,B27,2,1,2.0
2015-3,E07000089,B28,3,3,1.0
2015-3,E07000089,B6,1,1,1.0
2015-3,E07000165,B1,3,3,1.0
2015-3,E07000165,B13,3,3,1.0
2015-3,E07000165,B16,6,6,1.0
2015-3,E07000165,B17,4,4,1.0
2015-3,E07000165,B19,5,5,1.0
2015-3,E07000165,B2,1,1,1.0
2015-3,E07000165,B24,2,2,1.0
2015-3,E07000165,B25,15,12,1.25
2015-3,E07000165,B26,13,9,1.4444444444444444
2015-3,E07000165,B27,3,3,1.0
2015-3,E07000165,B28,3,3,1.0
2015-3,E07000165,B6,8,8,1.0
2015-3,E07000177,B1,1,1,1.0
2015-3,E07000177,B13,12,12,1.0
2015-3,E07000177,B16,1,1,1.0
2015-3,E07000177,B17,7,7,1.0
2015-3,E07000177,B18,5,5,1.0
2015-3,E07000177,B19,8,7,1.1428571428571428
2015-3,E07000177,B23,2,1,2.0
2015-3,E07000177,B24,11,10,1.1
2015-3,E07000177,B25,71,49,1.4489795918367347
2015-3,E07000177,B26,4,4,1.0
2015-3,E07000177,B28,12,10,1.2
2015-3,E07000177,B29,3,3,1.0
2015-3,E07000177,B7,9,8,1.125
2015-3,E07000177,B9,1,1,1.0
2015-3,E07000178,B13,6,5,1.2
2015-3,E07000178,B14,5,2,2.5
2015-3,E07000178,B16,4,4,1.0
2015-3,E07000178,B17,3,3,1.0
2015-3,E07000178,B18,1,1,1.0
2015-3,E07000178,B19,7,6,1.1666666666666667
2015-3,E07000178,B23,3,3,1.0
2015-3,E07000178,B24,13,12,1.0833333333333333
2015-3,E07000178,B25,30,28,1.0714285714285714
2015-3,E07000178,B26,6,5,1.2
2015-3,E07000178,B28,2,2,1.0
2015-3,E07000178,B3,1,1,1.0
2015-3,E07000178,B4,1,1,1.0
2015-3,E07000178,B6,1,1,1.0
