period,LAD,SHEF_B,report_count,user_count,average
2010-1,E09000003,Dog Fouling,1,1,1.0
2010-1,E09000003,Highways Enquiries,6,6,1.0
2010-1,E09000003,Other,7,7,1.0
2010-1,E09000003,Overgrown/Fallen Veg/Trees,1,1,1.0
2010-1,E09000003,Parking,1,1,1.0
2010-1,E09000003,Pavement /Footway Defects,18,18,1.0
2010-1,E09000003,Road Safety,3,3,1.0
2010-1,E09000003,Road Surface Defects,108,89,1.2134831460674158
2010-1,E09000003,Rubbish,4,4,1.0
2010-1,E09000003,Street Furniture,2,2,1.0
2010-1,E09000003,Street Lights,8,8,1.0
2010-1,E09000005,Road Surface Defects,1,1,1.0
