lad,SHEF_B_CODE,reports,unique_users,average_per_user
E06000017,B1,4,4,1.0
E06000022,B1,293,217,1.3502304147465438
E07000089,B1,182,164,1.1097560975609757
E07000177,B1,17,17,1.0
E07000178,B1,21,21,1.0
E07000179,B1,18,17,1.0588235294117647
E07000180,B1,17,15,1.1333333333333333
E07000181,B1,15,15,1.0
E07000218,B1,1,1,1.0
E07000219,B1,2,2,1.0
E07000220,B1,1,1,1.0
E07000221,B1,1,1,1.0
E07000222,B1,4,4,1.0
E07000242,B1,52,45,1.1555555555555554
E07000243,B1,644,307,2.0977198697068404
E09000006,B1,1302,1116,1.1666666666666667
E09000011,B1,788,626,1.2587859424920127
E09000006,B10,16,13,1.2307692307692308
E06000022,B11,23,19,1.2105263157894737
E06000023,B11,95,77,1.2337662337662338
E06000060,B11,55,43,1.2790697674418605
E07000136,B11,3,1,3.0
E07000137,B11,14,6,2.3333333333333335
E07000138,B11,1,1,1.0
E07000139,B11,20,8,2.5
E07000141,B11,6,1,6.0
E07000142,B11,17,9,1.8888888888888888
E07000178,B11,6,5,1.2
E07000177,B12,22,20,1.1
E07000178,B12,5,5,1.0
E07000179,B12,48,40,1.2
E07000180,B12,71,54,1.3148148148148149
E07000181,B12,29,28,1.0357142857142858
E07000218,B12,9,9,1.0
E07000219,B12,18,18,1.0
E07000220,B12,15,15,1.0
E07000221,B12,31,28,1.1071428571428572
E07000222,B12,26,26,1.0
E06000023,B13,404,215,1.8790697674418604
E07000089,B13,49,43,1.1395348837209303
E07000177,B13,402,299,1.3444816053511706
E07000178,B13,214,160,1.3375
E07000179,B13,476,312,1.5256410256410255
E07000180,B13,403,282,1.429078014184397
E07000181,B13,340,238,1.4285714285714286
E07000242,B13,16,14,1.1428571428571428
E07000243,B13,26,15,1.7333333333333334
E09000011,B13,62,50,1.24
S12000041,B13,1,1,1.0
E06000017,B14,1,1,1.0
E06000022,B14,110,72,1.5277777777777777
E06000060,B14,62,40,1.55
E07000089,B14,21,15,1.4
E07000137,B14,5,1,5.0
E07000139,B14,6,3,2.0
E07000140,B14,3,2,1.5
E07000141,B14,3,2,1.5
E07000142,B14,5,3,1.6666666666666667
E07000177,B14,7,7,1.0
E07000178,B14,12,10,1.2
E07000179,B14,7,7,1.0
E07000180,B14,7,7,1.0
E07000181,B14,4,3,1.3333333333333333
E07000220,B14,1,1,1.0
E07000221,B14,1,1,1.0
E07000242,B14,1,1,1.0
E07000243,B14,65,20,3.25
E09000006,B14,386,171,2.257309941520468
E09000011,B14,97,70,1.3857142857142857
S12000041,B14,1,1,1.0
E06000022,B15,49,45,1.0888888888888888
E07000136,B15,3,2,1.5
E07000137,B15,10,3,3.3333333333333335
E07000138,B15,2,2,1.0
E07000139,B15,6,4,1.5
E07000140,B15,7,4,1.75
E07000141,B15,9,2,4.5
E07000142,B15,6,2,3.0
E07000177,B15,3,3,1.0
E07000178,B15,2,2,1.0
E07000179,B15,4,4,1.0
E07000180,B15,5,5,1.0
E07000181,B15,6,5,1.2
E07000219,B15,5,5,1.0
E07000220,B15,2,2,1.0
E07000221,B15,1,1,1.0
E07000222,B15,7,6,1.1666666666666667
E09000006,B15,442,307,1.4397394136807817
E09000011,B15,104,70,1.4857142857142858
E06000017,B16,1,1,1.0
E06000060,B16,138,134,1.0298507462686568
E07000089,B16,151,128,1.1796875
E07000136,B16,8,5,1.6
E07000137,B16,8,4,2.0
E07000138,B16,6,3,2.0
E07000139,B16,9,6,1.5
E07000140,B16,11,4,2.75
E07000141,B16,10,8,1.25
E07000142,B16,7,4,1.75
E07000177,B16,302,245,1.2326530612244897
E07000178,B16,209,165,1.2666666666666666
E07000179,B16,354,285,1.2421052631578948
E07000180,B16,284,226,1.2566371681415929
E07000181,B16,276,231,1.1948051948051948
E07000218,B16,66,55,1.2
E07000219,B16,116,62,1.8709677419354838
E07000220,B16,74,68,1.088235294117647
E07000221,B16,118,110,1.0727272727272728
E07000222,B16,164,139,1.1798561151079137
E07000242,B16,33,28,1.1785714285714286
E07000243,B16,238,144,1.6527777777777777
E09000011,B16,254,222,1.1441441441441442
E06000017,B17,32,24,1.3333333333333333
E06000022,B17,841,522,1.6111111111111112
E06000060,B17,1086,874,1.242562929061785
E07000136,B17,38,8,4.75
E07000137,B17,118,25,4.72
E07000138,B17,64,14,4.571428571428571
E07000139,B17,79,25,3.16
E07000140,B17,89,22,4.045454545454546
E07000141,B17,110,26,4.230769230769231
E07000142,B17,72,22,3.272727272727273
E07000177,B17,563,351,1.603988603988604
E07000178,B17,204,143,1.4265734265734267
E07000179,B17,623,396,1.5732323232323233
E07000180,B17,527,339,1.5545722713864307
E07000181,B17,389,237,1.641350210970464
E07000218,B17,9,9,1.0
E07000219,B17,24,24,1.0
E07000220,B17,22,22,1.0
E07000221,B17,36,35,1.0285714285714285
E07000222,B17,39,37,1.054054054054054
E07000242,B17,7,7,1.0
E07000243,B17,81,60,1.35
E09000006,B17,1992,1556,1.2802056555269923
E09000011,B17,58,55,1.0545454545454545
E06000017,B18,7,6,1.1666666666666667
E07000089,B18,59,53,1.1132075471698113
E07000178,B18,5,5,1.0
E07000179,B18,2,2,1.0
E07000180,B18,5,2,2.5
E07000181,B18,35,31,1.1290322580645162
E07000218,B18,6,6,1.0
E07000219,B18,11,8,1.375
E07000220,B18,3,3,1.0
E07000221,B18,4,4,1.0
E07000222,B18,19,11,1.7272727272727273
E09000006,B18,99,87,1.1379310344827587
E09000011,B18,157,111,1.4144144144144144
S12000041,B18,2,2,1.0
E06000023,B19,874,625,1.3984
E07000089,B19,64,51,1.2549019607843137
E07000177,B19,411,199,2.0653266331658293
E07000178,B19,930,169,5.502958579881657
E07000179,B19,765,208,3.6778846153846154
E07000180,B19,459,208,2.206730769230769
E07000181,B19,428,149,2.87248322147651
E07000242,B19,19,12,1.5833333333333333
E07000243,B19,52,34,1.5294117647058822
E09000006,B19,820,650,1.2615384615384615
E09000011,B19,152,124,1.2258064516129032
S12000041,B19,1,1,1.0
E06000022,B2,44,39,1.1282051282051282
E07000242,B2,1,1,1.0
E07000177,B21,4,4,1.0
E07000178,B21,1,1,1.0
E07000179,B21,4,4,1.0
E07000180,B21,2,2,1.0
E07000181,B21,1,1,1.0
E06000023,B22,39,39,1.0
E06000017,B23,20,19,1.0526315789473684
E06000022,B23,190,147,1.2925170068027212
E06000023,B23,1025,663,1.546003016591252
E06000060,B23,33,25,1.32
E07000089,B23,2,2,1.0
E07000136,B23,49,9,5.444444444444445
E07000137,B23,121,27,4.481481481481482
E07000138,B23,64,12,5.333333333333333
E07000139,B23,104,15,6.933333333333334
E07000140,B23,69,11,6.2727272727272725
E07000141,B23,114,17,6.705882352941177
E07000142,B23,95,17,5.588235294117647
E07000177,B23,15,14,1.0714285714285714
E07000178,B23,7,7,1.0
E07000179,B23,26,24,1.0833333333333333
E07000180,B23,25,21,1.1904761904761905
E07000181,B23,18,14,1.2857142857142858
E07000218,B23,79,58,1.3620689655172413
E07000219,B23,134,89,1.5056179775280898
E07000220,B23,82,71,1.1549295774647887
E07000221,B23,171,143,1.1958041958041958
E07000222,B23,200,163,1.2269938650306749
E07000242,B23,5,5,1.0
E07000243,B23,23,17,1.3529411764705883
E09000006,B23,340,291,1.168384879725086
E06000017,B24,26,23,1.1304347826086956
E06000022,B24,279,210,1.3285714285714285
E06000023,B24,171,127,1.3464566929133859
E06000060,B24,1399,1040,1.3451923076923078
E07000089,B24,17,14,1.2142857142857142
E07000136,B24,71,17,4.176470588235294
E07000137,B24,139,42,3.3095238095238093
E07000138,B24,127,37,3.4324324324324325
E07000139,B24,126,45,2.8
E07000140,B24,77,18,4.277777777777778
E07000141,B24,97,36,2.6944444444444446
E07000142,B24,97,34,2.8529411764705883
E07000177,B24,360,245,1.469387755102041
E07000178,B24,368,251,1.4661354581673307
E07000179,B24,462,253,1.826086956521739
E07000180,B24,317,248,1.278225806451613
E07000181,B24,293,187,1.5668449197860963
E07000218,B24,35,28,1.25
E07000219,B24,50,33,1.5151515151515151
E07000220,B24,43,38,1.131578947368421
E07000221,B24,126,112,1.125
E07000222,B24,81,71,1.1408450704225352
E07000242,B24,3,2,1.5
E07000243,B24,11,10,1.1
E09000006,B24,296,207,1.429951690821256
E09000011,B24,19,16,1.1875
S12000041,B24,1,1,1.0
E06000017,B25,63,58,1.0862068965517242
E06000022,B25,1594,997,1.5987963891675026
E06000023,B25,1264,759,1.6653491436100132
E06000060,B25,6316,4103,1.5393614428466975
E07000079,B25,1,1,1.0
E07000089,B25,59,53,1.1132075471698113
E07000136,B25,211,68,3.1029411764705883
E07000137,B25,915,324,2.824074074074074
E07000138,B25,131,47,2.7872340425531914
E07000139,B25,726,251,2.8924302788844622
E07000140,B25,343,119,2.8823529411764706
E07000141,B25,750,229,3.2751091703056767
E07000142,B25,382,153,2.496732026143791
E07000177,B25,6626,1339,4.948469006721434
E07000178,B25,1303,478,2.725941422594142
E07000179,B25,9662,1142,8.46059544658494
E07000180,B25,5821,967,6.019648397104446
E07000181,B25,7252,1169,6.203592814371257
E07000218,B25,42,24,1.75
E07000219,B25,52,23,2.260869565217391
E07000220,B25,29,23,1.2608695652173914
E07000221,B25,47,35,1.3428571428571427
E07000222,B25,39,35,1.1142857142857143
E07000242,B25,5,4,1.25
E07000243,B25,20,11,1.8181818181818181
E09000006,B25,2463,1633,1.5082669932639314
E09000011,B25,46,37,1.2432432432432432
S12000041,B25,2,2,1.0
E06000017,B26,3,3,1.0
E06000022,B26,2536,894,2.83668903803132
E06000060,B26,829,613,1.3523654159869494
E07000089,B26,399,319,1.250783699059561
E07000136,B26,16,5,3.2
E07000137,B26,58,19,3.0526315789473686
E07000138,B26,49,10,4.9
E07000139,B26,42,23,1.826086956521739
E07000140,B26,31,14,2.2142857142857144
E07000141,B26,82,41,2.0
E07000142,B26,29,20,1.45
E07000177,B26,58,52,1.1153846153846154
E07000178,B26,65,46,1.4130434782608696
E07000179,B26,123,91,1.3516483516483517
E07000180,B26,90,64,1.40625
E07000181,B26,73,53,1.3773584905660377
E07000218,B26,9,9,1.0
E07000219,B26,17,12,1.4166666666666667
E07000220,B26,16,15,1.0666666666666667
E07000221,B26,19,17,1.1176470588235294
E07000222,B26,21,21,1.0
E07000242,B26,95,76,1.25
E07000243,B26,1878,376,4.99468085106383
E09000006,B26,4119,2133,1.9310829817158932
E09000011,B26,1952,1184,1.6486486486486487
E09000023,B26,1,1,1.0
S12000041,B26,3,2,1.5
E06000017,B27,10,9,1.1111111111111112
E06000022,B27,36,31,1.1612903225806452
E06000023,B27,141,94,1.5
E07000089,B27,8,8,1.0
E07000136,B27,3,2,1.5
E07000137,B27,12,12,1.0
E07000138,B27,2,2,1.0
E07000139,B27,4,2,2.0
E07000140,B27,5,5,1.0
E07000141,B27,7,7,1.0
E07000142,B27,6,6,1.0
E07000177,B27,10,9,1.1111111111111112
E07000178,B27,13,12,1.0833333333333333
E07000179,B27,12,12,1.0
E07000180,B27,5,5,1.0
E07000181,B27,19,13,1.4615384615384615
E07000218,B27,1,1,1.0
E07000219,B27,3,3,1.0
E07000220,B27,1,1,1.0
E07000221,B27,5,5,1.0
E07000222,B27,4,4,1.0
E07000243,B27,660,74,8.91891891891892
E09000006,B27,1679,971,1.729145211122554
E09000008,B27,1,1,1.0
E09000023,B27,1,1,1.0
E06000017,B28,66,46,1.434782608695652
E06000022,B28,632,403,1.5682382133995036
E06000023,B28,75,37,2.027027027027027
E06000060,B28,3046,1936,1.5733471074380165
E07000089,B28,21,20,1.05
E07000136,B28,232,67,3.462686567164179
E07000137,B28,451,142,3.176056338028169
E07000138,B28,515,152,3.388157894736842
E07000139,B28,567,245,2.3142857142857145
E07000140,B28,220,74,2.972972972972973
E07000141,B28,438,194,2.2577319587628866
E07000142,B28,470,186,2.5268817204301075
E07000177,B28,553,379,1.4591029023746702
E07000178,B28,570,305,1.8688524590163935
E07000179,B28,568,432,1.3148148148148149
E07000180,B28,735,527,1.394686907020873
E07000181,B28,478,337,1.4183976261127595
E07000218,B28,5,3,1.6666666666666667
E07000219,B28,4,3,1.3333333333333333
E07000220,B28,5,5,1.0
E07000221,B28,6,4,1.5
E07000222,B28,12,10,1.2
E07000242,B28,3,3,1.0
E07000243,B28,30,18,1.6666666666666667
E09000006,B28,1458,1078,1.3525046382189239
E09000011,B28,38,36,1.0555555555555556
S12000041,B28,18,18,1.0
E06000023,B29,225,144,1.5625
E06000023,B3,41,39,1.0512820512820513
E06000060,B3,41,32,1.28125
E07000136,B3,6,2,3.0
E07000137,B3,15,5,3.0
E07000138,B3,7,5,1.4
E07000139,B3,13,6,2.1666666666666665
E07000140,B3,12,4,3.0
E07000141,B3,10,7,1.4285714285714286
E07000142,B3,10,4,2.5
E07000177,B3,8,7,1.1428571428571428
E07000178,B3,7,7,1.0
E07000179,B3,12,11,1.0909090909090908
E07000180,B3,16,15,1.0666666666666667
E07000181,B3,21,19,1.105263157894737
E07000218,B3,1,1,1.0
E07000219,B3,3,1,3.0
E07000220,B3,1,1,1.0
E07000221,B3,2,2,1.0
E07000222,B3,6,6,1.0
E06000022,B4,104,70,1.4857142857142858
E07000178,B4,35,14,2.5
E07000219,B4,4,3,1.3333333333333333
E07000222,B4,1,1,1.0
E07000243,B4,10,4,2.5
E09000006,B4,10,10,1.0
E06000022,B6,102,76,1.3421052631578947
E07000089,B6,8,8,1.0
E07000177,B6,3,3,1.0
E07000179,B6,9,8,1.125
