period,LAD,SHEF_B,report_count,user_count,average
2011-7,E06000045,Overgrown/Fallen Veg/Trees,1,1,1.0
2011-7,E06000045,Street Furniture,1,1,1.0
2011-7,E09000003,Abandoned Vehicles,1,1,1.0
2011-7,E09000003,Dangerous Building/Structure,1,1,1.0
2011-7,E09000003,Drainage,1,1,1.0
2011-7,E09000003,Overgrown/Fallen Veg/Trees,5,5,1.0
2011-7,E09000003,Road Safety,4,3,1.3333333333333333
2011-7,E09000003,Road Surface Defects,73,62,1.1774193548387097
2011-7,E09000003,Rubbish,10,9,1.1111111111111112
2011-7,E09000003,Street Furniture,3,3,1.0
2011-7,E09000003,Street Lights,5,5,1.0
