lad,SHEF_B_CODE,reports,unique_users,average_per_user
E06000022,B1,48,33,1.4545454545454546
E06000031,B1,24,23,1.0434782608695652
E06000046,B1,78,21,3.7142857142857144
E06000060,B1,28,27,1.037037037037037
E07000089,B1,11,10,1.1
E07000177,B1,1,1,1.0
E07000178,B1,1,1,1.0
E07000179,B1,6,6,1.0
E07000180,B1,2,2,1.0
E07000243,B1,22,17,1.2941176470588236
E09000004,B1,77,72,1.0694444444444444
E09000006,B1,97,94,1.0319148936170213
E09000011,B1,60,49,1.2244897959183674
E09000018,B1,14,12,1.1666666666666667
E09000033,B1,41,14,2.9285714285714284
E06000023,B11,3,3,1.0
E06000060,B11,2,2,1.0
E07000136,B11,2,1,2.0
E07000137,B11,1,1,1.0
E06000031,B12,20,19,1.0526315789473684
E06000046,B12,85,4,21.25
E06000049,B12,30,1,30.0
E07000136,B12,1,1,1.0
E07000137,B12,3,3,1.0
E07000138,B12,2,2,1.0
E07000139,B12,6,3,2.0
E07000140,B12,3,3,1.0
E07000141,B12,3,3,1.0
E07000142,B12,7,5,1.4
E07000177,B12,1,1,1.0
E07000178,B12,1,1,1.0
E07000180,B12,1,1,1.0
E07000218,B12,2,2,1.0
E07000219,B12,5,5,1.0
E07000220,B12,1,1,1.0
E07000221,B12,5,5,1.0
E07000222,B12,6,6,1.0
E09000018,B12,4,3,1.3333333333333333
E09000033,B12,12,4,3.0
E06000023,B13,27,20,1.35
E07000089,B13,2,2,1.0
E07000177,B13,14,13,1.0769230769230769
E07000178,B13,10,10,1.0
E07000179,B13,20,17,1.1764705882352942
E07000180,B13,14,14,1.0
E07000181,B13,13,13,1.0
E07000243,B13,1,1,1.0
E09000004,B13,28,26,1.0769230769230769
E09000011,B13,7,6,1.1666666666666667
E09000018,B13,48,46,1.0434782608695652
E06000017,B14,1,1,1.0
E06000022,B14,14,10,1.4
E06000031,B14,1,1,1.0
E06000046,B14,3,1,3.0
E06000060,B14,10,10,1.0
E07000141,B14,1,1,1.0
E07000177,B14,1,1,1.0
E07000178,B14,2,2,1.0
E07000179,B14,1,1,1.0
E07000181,B14,1,1,1.0
E07000243,B14,5,5,1.0
E09000004,B14,5,5,1.0
E09000006,B14,43,32,1.34375
E09000011,B14,6,6,1.0
E09000018,B14,38,14,2.7142857142857144
E09000020,B14,1,1,1.0
E09000033,B14,256,14,18.285714285714285
E06000022,B15,20,19,1.0526315789473684
E06000031,B15,19,16,1.1875
E06000060,B15,18,16,1.125
E07000142,B15,1,1,1.0
E07000177,B15,1,1,1.0
E07000178,B15,1,1,1.0
E07000179,B15,1,1,1.0
E07000180,B15,2,2,1.0
E07000219,B15,1,1,1.0
E07000220,B15,1,1,1.0
E07000222,B15,1,1,1.0
E09000004,B15,50,46,1.0869565217391304
E09000006,B15,198,160,1.2375
E09000011,B15,18,15,1.2
E09000033,B15,6,1,6.0
E06000017,B16,1,1,1.0
E06000031,B16,41,39,1.0512820512820513
E06000046,B16,123,10,12.3
E06000049,B16,32,1,32.0
E06000060,B16,27,22,1.2272727272727273
E07000089,B16,24,22,1.0909090909090908
E07000138,B16,2,2,1.0
E07000139,B16,5,3,1.6666666666666667
E07000140,B16,1,1,1.0
E07000141,B16,7,4,1.75
E07000142,B16,1,1,1.0
E07000151,B16,1,1,1.0
E07000152,B16,2,1,2.0
E07000153,B16,9,1,9.0
E07000154,B16,13,1,13.0
E07000177,B16,27,26,1.0384615384615385
E07000178,B16,24,19,1.263157894736842
E07000179,B16,25,23,1.0869565217391304
E07000180,B16,29,24,1.2083333333333333
E07000181,B16,18,18,1.0
E07000218,B16,14,14,1.0
