period,LAD,SHEF_B_CODE,report_count,user_count,average
2014-7,E06000045,B17,1,1,1.0
2014-7,E06000045,B19,3,3,1.0
2014-7,E06000045,B26,1,1,1.0
2014-7,E07000089,B1,8,8,1.0
2014-7,E07000089,B13,15,15,1.0
2014-7,E07000089,B14,1,1,1.0
2014-7,E07000089,B16,16,16,1.0
2014-7,E07000089,B18,2,2,1.0
2014-7,E07000089,B19,21,20,1.05
2014-7,E07000089,B24,4,4,1.0
2014-7,E07000089,B25,12,12,1.0
2014-7,E07000089,B26,24,24,1.0
2014-7,E07000089,B28,3,3,1.0
2014-7,E07000089,B6,1,1,1.0
2014-7,E07000177,B1,1,1,1.0
2014-7,E07000177,B13,7,7,1.0
2014-7,E07000177,B14,2,2,1.0
2014-7,E07000177,B15,1,1,1.0
2014-7,E07000177,B16,3,3,1.0
2014-7,E07000177,B17,17,15,1.1333333333333333
2014-7,E07000177,B19,5,4,1.25
2014-7,E07000177,B20,1,1,1.0
2014-7,E07000177,B23,5,3,1.6666666666666667
2014-7,E07000177,B24,7,7,1.0
2014-7,E07000177,B25,37,22,1.6818181818181819
2014-7,E07000177,B27,2,1,2.0
2014-7,E07000177,B28,5,5,1.0
2014-7,E07000177,B6,1,1,1.0
2014-7,E07000177,B7,7,7,1.0
2014-7,E07000177,B9,1,1,1.0
2014-7,E07000178,B13,4,3,1.3333333333333333
2014-7,E07000178,B17,6,6,1.0
2014-7,E07000178,B18,2,2,1.0
2014-7,E07000178,B19,7,7,1.0
2014-7,E07000178,B24,9,7,1.2857142857142858
2014-7,E07000178,B25,21,14,1.5
2014-7,E07000178,B26,3,2,1.5
2014-7,E07000178,B27,1,1,1.0
2014-7,E07000178,B28,3,3,1.0
2014-7,E07000178,B7,15,11,1.3636363636363635
2014-7,E07000179,B13,14,14,1.0
2014-7,E07000179,B15,1,1,1.0
2014-7,E07000179,B16,4,3,1.3333333333333333
2014-7,E07000179,B17,26,20,1.3
2014-7,E07000179,B19,20,19,1.0526315789473684
2014-7,E07000179,B20,1,1,1.0
2014-7,E07000179,B23,6,5,1.2
2014-7,E07000179,B24,10,6,1.6666666666666667
2014-7,E07000179,B25,32,26,1.2307692307692308
2014-7,E07000179,B26,13,11,1.1818181818181819
2014-7,E07000179,B27,1,1,1.0
2014-7,E07000179,B28,6,6,1.0
2014-7,E07000179,B29,1,1,1.0
2014-7,E07000179,B7,9,8,1.125
2014-7,E07000179,B9,2,2,1.0
2014-7,E07000180,B13,16,14,1.1428571428571428
2014-7,E07000180,B15,1,1,1.0
2014-7,E07000180,B16,3,3,1.0
2014-7,E07000180,B17,24,20,1.2
2014-7,E07000180,B18,2,2,1.0
2014-7,E07000180,B19,13,12,1.0833333333333333
2014-7,E07000180,B23,1,1,1.0
2014-7,E07000180,B24,5,5,1.0
2014-7,E07000180,B25,23,22,1.0454545454545454
2014-7,E07000180,B26,2,2,1.0
2014-7,E07000180,B28,3,3,1.0
2014-7,E07000180,B7,13,12,1.0833333333333333
2014-7,E07000181,B13,5,5,1.0
2014-7,E07000181,B16,3,3,1.0
2014-7,E07000181,B17,9,8,1.125
2014-7,E07000181,B19,5,5,1.0
2014-7,E07000181,B20,1,1,1.0
2014-7,E07000181,B23,4,4,1.0
2014-7,E07000181,B24,2,2,1.0
2014-7,E07000181,B25,22,20,1.1
2014-7,E07000181,B26,2,2,1.0
2014-7,E07000181,B28,4,4,1.0
2014-7,E07000181,B7,2,2,1.0
2014-7,E07000181,B9,1,1,1.0
2014-7,E07000243,B1,30,15,2.0
2014-7,E07000243,B13,1,1,1.0
2014-7,E07000243,B14,24,11,2.1818181818181817
2014-7,E07000243,B16,25,16,1.5625
2014-7,E07000243,B17,8,8,1.0
2014-7,E07000243,B19,6,6,1.0
2014-7,E07000243,B26,172,30,5.733333333333333
2014-7,E07000243,B28,1,1,1.0
2014-7,E07000243,B6,19,3,6.333333333333333
2014-7,E07000243,B8,12,6,2.0
2014-7,E09000003,B1,47,42,1.119047619047619
2014-7,E09000003,B11,1,1,1.0
2014-7,E09000003,B12,7,6,1.1666666666666667
2014-7,E09000003,B13,51,43,1.186046511627907
2014-7,E09000003,B14,13,11,1.1818181818181819
2014-7,E09000003,B17,68,64,1.0625
2014-7,E09000003,B19,95,82,1.1585365853658536
2014-7,E09000003,B2,1,1,1.0
2014-7,E09000003,B24,23,22,1.0454545454545454
2014-7,E09000003,B25,30,27,1.1111111111111112
2014-7,E09000003,B26,202,161,1.2546583850931676
2014-7,E09000003,B28,18,18,1.0
2014-7,E09000003,B6,8,8,1.0
2014-7,E09000003,B7,31,26,1.1923076923076923
2014-7,E09000006,B1,53,50,1.06
2014-7,E09000006,B10,3,3,1.0
2014-7,E09000006,B14,42,26,1.6153846153846154
2014-7,E09000006,B15,35,26,1.3461538461538463
2014-7,E09000006,B17,261,226,1.154867256637168
2014-7,E09000006,B19,76,68,1.1176470588235294
2014-7,E09000006,B21,2,2,1.0
2014-7,E09000006,B23,27,26,1.0384615384615385
2014-7,E09000006,B24,25,20,1.25
2014-7,E09000006,B25,91,81,1.123456790123457
2014-7,E09000006,B26,559,358,1.5614525139664805
2014-7,E09000006,B28,110,97,1.134020618556701
2014-7,E09000006,B7,40,35,1.1428571428571428
2014-7,E09000006,B8,36,36,1.0
