lad,SHEF_B_CODE,reports,unique_users,average_per_user
E07000194,B1,14,13,1.0769230769230769
E07000243,B1,14,9,1.5555555555555556
E09000003,B1,126,113,1.1150442477876106
E09000006,B1,261,241,1.0829875518672198
E09000006,B10,1,1,1.0
E09000003,B11,25,24,1.0416666666666667
E09000003,B12,47,47,1.0
E06000045,B13,225,175,1.2857142857142858
E07000194,B13,11,11,1.0
E07000243,B13,1,1,1.0
E09000003,B13,311,257,1.2101167315175096
E06000045,B14,41,35,1.1714285714285715
E07000194,B14,3,2,1.5
E07000243,B14,2,2,1.0
E09000003,B14,258,30,8.6
E09000006,B14,70,54,1.2962962962962963
E07000194,B15,5,5,1.0
E09000006,B15,52,49,1.0612244897959184
E06000045,B16,110,100,1.1
E07000194,B16,12,12,1.0
E07000243,B16,16,4,4.0
E09000003,B16,5,4,1.25
E06000045,B17,121,94,1.2872340425531914
E07000194,B17,2,2,1.0
E09000003,B17,219,180,1.2166666666666666
E09000006,B17,575,507,1.1341222879684418
E06000045,B18,36,28,1.2857142857142858
E07000194,B18,12,11,1.0909090909090908
E09000003,B18,18,17,1.0588235294117647
E06000045,B19,138,121,1.140495867768595
E07000178,B19,1,1,1.0
E07000194,B19,21,20,1.05
E07000243,B19,10,6,1.6666666666666667
E09000003,B19,463,326,1.4202453987730062
E09000006,B19,259,220,1.1772727272727272
E09000006,B21,10,10,1.0
E06000045,B23,2,2,1.0
E09000006,B23,173,161,1.0745341614906831
E06000045,B24,49,45,1.0888888888888888
E07000194,B24,2,2,1.0
E09000003,B24,116,86,1.3488372093023255
E09000006,B24,62,54,1.1481481481481481
E06000045,B25,275,207,1.328502415458937
E07000177,B25,1,1,1.0
E07000180,B25,2,1,2.0
E07000194,B25,15,14,1.0714285714285714
E07000243,B25,3,1,3.0
E09000003,B25,766,371,2.0646900269541777
E09000006,B25,294,242,1.2148760330578512
E06000045,B26,332,236,1.4067796610169492
E07000194,B26,27,23,1.173913043478261
E07000243,B26,66,9,7.333333333333333
E09000003,B26,1052,506,2.0790513833992095
E09000006,B26,1104,767,1.439374185136897
E06000045,B27,40,15,2.6666666666666665
E07000243,B27,46,2,23.0
E09000003,B27,31,18,1.7222222222222223
E06000038,B28,6,3,2.0
E07000194,B28,9,7,1.2857142857142858
E07000243,B28,5,1,5.0
E09000003,B28,241,195,1.235897435897436
E09000006,B28,503,382,1.3167539267015707
E06000045,B4,19,11,1.7272727272727273
E09000003,B5,11,11,1.0
E06000045,B6,66,45,1.4666666666666666
E07000194,B6,20,15,1.3333333333333333
E07000243,B6,10,1,10.0
E09000003,B6,55,27,2.037037037037037
E07000194,B7,7,7,1.0
E09000003,B7,175,147,1.1904761904761905
E09000006,B7,154,134,1.1492537313432836
E06000045,B8,4,3,1.3333333333333333
E07000243,B8,2,1,2.0
E09000003,B8,7,6,1.1666666666666667
E09000006,B8,66,64,1.03125
