period,LAD,report_count,user_count,average
2015-10,E07000061,84,63,1.3333333333333333
2015-10,E07000062,108,82,1.3170731707317074
2015-10,E07000063,153,117,1.3076923076923077
2015-10,E07000064,132,108,1.2222222222222223
2015-10,E07000065,244,196,1.2448979591836735
2015-10,E07000089,61,58,1.0517241379310345
2015-10,E07000165,11,11,1.0
2015-10,E07000177,102,85,1.2
2015-10,E07000178,76,67,1.1343283582089552
2015-10,E07000179,182,129,1.4108527131782946
2015-10,E07000180,115,90,1.2777777777777777
2015-10,E07000181,109,75,1.4533333333333334
2015-10,E07000218,31,24,1.2916666666666667
2015-10,E07000219,40,28,1.4285714285714286
2015-10,E07000220,38,30,1.2666666666666666
2015-10,E07000221,83,67,1.2388059701492538
2015-10,E07000222,83,70,1.1857142857142857
2015-10,E07000243,278,64,4.34375
2015-10,E09000006,1234,865,1.4265895953757226
2015-10,E09000011,19,17,1.1176470588235294
