period,LAD,report_count,user_count,average
2015-7,,2,2,1.0
2015-7,E07000061,109,77,1.4155844155844155
2015-7,E07000062,123,84,1.4642857142857142
2015-7,E07000063,163,135,1.2074074074074075
2015-7,E07000064,229,178,1.2865168539325842
2015-7,E07000065,376,262,1.4351145038167938
2015-7,E07000089,81,69,1.173913043478261
2015-7,E07000165,24,21,1.1428571428571428
2015-7,E07000177,142,110,1.290909090909091
2015-7,E07000178,84,64,1.3125
2015-7,E07000179,191,147,1.2993197278911566
2015-7,E07000180,134,101,1.3267326732673268
2015-7,E07000181,123,88,1.3977272727272727
2015-7,E07000218,40,31,1.2903225806451613
2015-7,E07000219,49,39,1.2564102564102564
2015-7,E07000220,60,41,1.4634146341463414
2015-7,E07000221,103,85,1.2117647058823529
2015-7,E07000222,113,97,1.1649484536082475
2015-7,E07000243,358,70,5.114285714285714
2015-7,E09000006,1579,1069,1.4770813844714688
2015-7,E09000011,23,12,1.9166666666666667
