period,LAD,report_count,user_count,average
all time,,206,93,2.21505376344086
all time,E06000017,82,37,2.2162162162162162
all time,E06000022,2952,927,3.1844660194174756
all time,E06000023,19118,5195,3.680076997112608
all time,E06000038,84,28,3.0
all time,E06000045,11502,2909,3.9539360605018907
all time,E07000004,3116,1046,2.9789674952198855
all time,E07000005,2134,688,3.1017441860465116
all time,E07000006,1808,613,2.9494290375203915
all time,E07000007,2272,781,2.909090909090909
all time,E07000061,4324,1089,3.970615243342516
all time,E07000062,4294,1118,3.8407871198568873
all time,E07000063,7116,2062,3.45101842870999
all time,E07000064,9278,2409,3.851390618513906
all time,E07000065,15974,3620,4.412707182320442
all time,E07000079,2,1,2.0
all time,E07000086,2,1,2.0
all time,E07000089,8384,2793,3.0017901897601145
all time,E07000099,4,2,2.0
all time,E07000165,1742,700,2.4885714285714284
all time,E07000177,33948,5783,5.870309527926682
all time,E07000178,19036,3982,4.780512305374184
all time,E07000179,49230,7196,6.8413007226236795
all time,E07000180,31910,5916,5.393847194050034
all time,E07000181,33400,5299,6.3030760520852995
all time,E07000194,994,360,2.761111111111111
all time,E07000218,2910,874,3.329519450800915
all time,E07000219,4090,1075,3.8046511627906976
all time,E07000220,3778,1149,3.288076588337685
all time,E07000221,7238,2348,3.082623509369676
all time,E07000222,6760,2240,3.017857142857143
all time,E07000242,566,205,2.7609756097560973
all time,E07000243,41606,2603,15.983864771417595
all time,E08000035,606,167,3.62874251497006
all time,E09000003,43834,10592,4.1384063444108765
all time,E09000005,2,1,2.0
all time,E09000006,164144,29380,5.586929884275017
all time,E09000011,22888,5545,4.127682596934175
all time,S12000036,78,34,2.2941176470588234
all time,S12000041,1328,472,2.8135593220338984
all time,W06000015,200,64,3.125
all time,lad,1,1,1.0
