period,LSOA,report_count,user_count,average
all time,,346,129,2.682170542635659
all time,95AA01S1,6,3,2.0
all time,95AA04W1,2,1,2.0
all time,95AA09W1,6,3,2.0
all time,95AA11S1,6,3,2.0
all time,95AA11S2,2,1,2.0
all time,95AA12W1,2,1,2.0
all time,95AA13S2,2,1,2.0
all time,95AA14W1,2,1,2.0
all time,95AA15S1,4,1,4.0
all time,95AA15S2,2,1,2.0
all time,95AA17W1,2,1,2.0
all time,95BB01S1,12,5,2.4
all time,95BB01S2,20,8,2.5
all time,95BB02W1,2,1,2.0
all time,95BB03S1,2,1,2.0
all time,95BB03S2,10,4,2.5
all time,95BB04S2,4,2,2.0
all time,95BB05S1,2,1,2.0
all time,95BB05S2,6,2,3.0
all time,95BB07S1,6,3,2.0
all time,95BB07S2,2,1,2.0
all time,95BB08S1,2,1,2.0
all time,95BB09S1,8,4,2.0
all time,95BB10S1,10,2,5.0
all time,95BB10S2,4,2,2.0
all time,95BB11S2,20,2,10.0
all time,95BB12S1,4,2,2.0
all time,95BB12S2,18,1,18.0
all time,95BB13S1,2,1,2.0
all time,95BB14S1,2,1,2.0
all time,95BB14S2,4,1,4.0
all time,95BB15S1,38,2,19.0
all time,95BB15S2,2,1,2.0
all time,95BB16S1,10,4,2.5
all time,95BB16S2,2,1,2.0
all time,95BB17S1,4,2,2.0
all time,95BB17S2,8,4,2.0
all time,95BB18S1,6,2,3.0
all time,95BB18S2,10,4,2.5
all time,95BB19S3,10,3,3.3333333333333335
all time,95BB20S2,4,2,2.0
all time,95BB21S2,46,4,11.5
all time,95BB22S1,4,2,2.0
all time,95BB23S1,2,1,2.0
all time,95CC01W1,2,1,2.0
all time,95CC03W1,4,1,4.0
all time,95CC06S1,6,3,2.0
all time,95CC06S2,2,1,2.0
all time,95CC08W1,4,1,4.0
all time,95CC09S2,2,1,2.0
all time,95CC13W1,2,1,2.0
all time,95CC16W1,2,1,2.0
all time,95CC17W1,2,1,2.0
all time,95CC18W1,6,3,2.0
all time,95CC19W1,10,1,10.0
all time,95CC20S1,2,1,2.0
all time,95DD02S1,10,2,5.0
all time,95DD02S2,2,1,2.0
all time,95DD03W1,8,3,2.6666666666666665
all time,95DD04W1,4,1,4.0
all time,95DD05W1,2,1,2.0
all time,95DD08W1,2,1,2.0
all time,95DD09W1,2,1,2.0
all time,95DD14S1,6,3,2.0
all time,95DD14S2,2,1,2.0
all time,95DD17W1,2,1,2.0
all time,95DD19S1,6,3,2.0
all time,95DD21W1,4,2,2.0
all time,95DD22S2,2,1,2.0
all time,95DD24W1,2,1,2.0
all time,95EE01W1,2,1,2.0
all time,95EE02W1,4,2,2.0
all time,95EE05W1,2,1,2.0
all time,95EE08W1,2,1,2.0
all time,95FF01S2,6,3,2.0
all time,95FF03W1,6,1,6.0
all time,95FF05W1,4,2,2.0
all time,95FF09W1,2,1,2.0
all time,95FF10W1,2,1,2.0
all time,95FF13W1,2,1,2.0
all time,95FF17W1,2,1,2.0
all time,95GG01S2,4,2,2.0
all time,95GG01S3,6,2,3.0
all time,95GG03S1,2,1,2.0
all time,95GG03S3,8,4,2.0
all time,95GG04S1,6,3,2.0
all time,95GG04S2,2,1,2.0
all time,95GG04S3,2,1,2.0
all time,95GG05S1,2,1,2.0
all time,95GG05S3,2,1,2.0
all time,95GG06S1,8,4,2.0
all time,95GG06S2,8,3,2.6666666666666665
all time,95GG06S3,18,2,9.0
all time,95GG07S2,2,1,2.0
all time,95GG08S2,2,1,2.0
all time,95GG09S1,12,3,4.0
all time,95GG09S3,10,4,2.5
all time,95GG10S2,10,2,5.0
all time,95GG11S1,4,1,4.0
all time,95GG11S2,2,1,2.0
all time,95GG11S3,2,1,2.0
all time,95GG12S1,16,6,2.6666666666666665
all time,95GG12S2,22,4,5.5
all time,95GG12S3,34,5,6.8
all time,95GG12S4,14,3,4.666666666666667
all time,95GG13S1,2,1,2.0
all time,95GG13S2,4,2,2.0
all time,95GG13S3,18,2,9.0
all time,95GG14S1,2,1,2.0
all time,95GG14S2,6,2,3.0
all time,95GG15S1,4,2,2.0
all time,95GG15S2,2,1,2.0
all time,95GG15S3,2,1,2.0
all time,95GG16S2,2,1,2.0
all time,95GG16S3,6,3,2.0
all time,95GG17S3,4,1,4.0
all time,95GG18S2,10,3,3.3333333333333335
all time,95GG19S2,2,1,2.0
all time,95GG20S1,4,2,2.0
all time,95GG20S2,4,1,4.0
all time,95GG21S1,8,3,2.6666666666666665
all time,95GG21S2,2,1,2.0
all time,95GG21S3,2,1,2.0
all time,95GG22S1,6,2,3.0
all time,95GG22S2,8,4,2.0
all time,95GG22S3,2,1,2.0
all time,95GG23S2,4,2,2.0
all time,95GG25S1,4,2,2.0
all time,95GG26S2,2,1,2.0
all time,95GG28S1,2,1,2.0
all time,95GG29S1,8,3,2.6666666666666665
all time,95GG29S2,6,3,2.0
all time,95GG30S1,2,1,2.0
all time,95GG30S2,2,1,2.0
all time,95GG31S1,2,1,2.0
all time,95GG31S2,2,1,2.0
all time,95GG32S1,2,1,2.0
all time,95GG32S2,2,1,2.0
all time,95GG33S1,4,2,2.0
all time,95GG33S2,2,1,2.0
all time,95GG33S3,4,2,2.0
all time,95GG34S1,6,2,3.0
all time,95GG34S2,8,3,2.6666666666666665
all time,95GG34S3,4,2,2.0
all time,95GG35S1,2,1,2.0
all time,95GG36S1,4,2,2.0
all time,95GG36S2,4,2,2.0
all time,95GG36S3,2,1,2.0
all time,95GG37S1,6,2,3.0
all time,95GG37S3,2,1,2.0
all time,95GG38S1,8,2,4.0
all time,95GG39S1,4,2,2.0
all time,95GG39S2,2,1,2.0
all time,95GG39S3,6,2,3.0
all time,95GG40S1,2,1,2.0
all time,95GG40S2,2,1,2.0
all time,95GG41S1,2,1,2.0
all time,95GG41S2,4,2,2.0
all time,95GG41S3,8,4,2.0
all time,95GG42S1,2,1,2.0
all time,95GG42S3,4,2,2.0
all time,95GG42S4,4,2,2.0
all time,95GG43S1,6,2,3.0
all time,95GG44S1,8,4,2.0
all time,95GG44S2,2,1,2.0
all time,95GG45S1,4,2,2.0
all time,95GG45S3,2,1,2.0
all time,95GG46S1,2,1,2.0
all time,95GG46S2,4,2,2.0
all time,95GG47S1,4,2,2.0
all time,95GG47S3,2,1,2.0
all time,95GG48S2,4,2,2.0
all time,95GG49S2,14,4,3.5
all time,95GG49S3,6,3,2.0
all time,95GG49S4,2,1,2.0
all time,95GG50S1,34,2,17.0
all time,95GG50S2,44,4,11.0
all time,95GG50S3,20,3,6.666666666666667
all time,95GG51S3,2,1,2.0
all time,95HH03W1,4,2,2.0
all time,95HH04S1,2,1,2.0
all time,95HH04S2,10,5,2.0
all time,95HH06S1,12,6,2.0
all time,95HH06S2,8,4,2.0
all time,95HH07W1,4,2,2.0
all time,95HH08W1,10,4,2.5
all time,95HH09W1,4,2,2.0
all time,95HH10W1,2,1,2.0
all time,95HH12W1,10,4,2.5
all time,95HH13W1,10,4,2.5
all time,95HH14W1,8,3,2.6666666666666665
all time,95HH15W1,4,2,2.0
